scenario_name,policy_name,total_reward,total_throughput,avg_throughput_per_frame,packet_delivery_ratio,packet_drop_rate,avg_queue_length,energy_efficiency,jamming_failure_rate,collision_count,fairness_index,invalid_action_rate,out_of_coverage_action_rate,insufficient_energy_count,jammed_transmission_rate,successful_backscatter_packets,successful_active_packets,backscatter_success_rate,active_success_rate,harvested_energy_total,mode_usage_backscatter,mode_usage_active
scenario_2c_static_jammer_strong,greedy_nearest,-2194.310936645947,2.4,0.012,0.00240978568175632,0.796925922025886,17.89111666666667,0.09947457119370152,0.9904521801196833,0.0,0.28672527472527076,0.0,0.0,0.0,0.9904521801196833,1.9,0.5,0.00888391705741812,0.018759850745390227,1.0666666666666667,216.56666666666666,12.866666666666667
scenario_2c_static_jammer_strong,greedy_sinr,-2260.574862217805,10.0,0.05,0.009917326403120867,0.7911880447701215,17.832016666666668,0.13143691894898696,0.970375541134683,8.233333333333333,0.3519863289619935,0.001,0.0,0.4,0.970375541134683,6.9,3.1,0.030333904776267653,0.02661159564888633,1.0666666666666667,219.03333333333333,57.266666666666666
scenario_2c_static_jammer_strong,htt_only,-2130.1559160779584,11.0,0.05500000000000001,0.01100549364557368,0.7895481026528883,17.87546666666667,0.05636641563922953,0.9685789727426715,0.0,0.16787153072035021,0.0,0.0,0.0,0.9685789727426715,0.0,11.0,0.0,0.03156354858188256,184.85639770989442,0.0,177.1
scenario_2c_static_jammer_strong,random,-1912.0865870591124,27.7,0.1385,0.02791409301768496,0.7720890149043609,17.799033333333345,0.382420907877302,0.5515005427200665,0.7,0.4313993896496254,0.005666666666666667,0.005666666666666667,0.0,0.5515005427200665,9.4,18.3,0.44705740459295007,0.4550898850051422,23.688300378844485,23.733333333333334,22.0
scenario_3b_mobile_chase_uav,backscatter_only,-2183.646037254055,2.566666666666667,0.012833333333333334,0.002567770832236697,0.7965569992024262,17.9052,0.23711973034348646,0.9880266326622401,0.0,0.2111372549019568,0.0,0.0,0.0,0.9880266326622401,2.566666666666667,0.0,0.011973367337759973,0.0,1.0666666666666667,217.5,0.0
scenario_3b_mobile_chase_uav,greedy_nearest,-2196.922814862568,3.3,0.0165,0.003312137114185207,0.7961248179645852,17.883516666666665,0.13548794502659922,0.9873414393128288,0.0,0.1922558069381571,0.0,0.0,0.0,0.9873414393128288,2.3333333333333335,0.9666666666666667,0.011016470867603951,0.03745481146808156,1.0666666666666667,216.9,12.966666666666667
scenario_3b_mobile_chase_uav,greedy_sinr,-2226.2772026224775,18.333333333333332,0.09166666666666666,0.018300987721418322,0.7823065051420529,17.791749999999997,0.2540555728519334,0.9455082139225374,8.233333333333333,0.28940227197010426,0.001,0.0,0.4,0.9455082139225374,11.566666666666666,6.766666666666667,0.05251853116957407,0.06069614289682585,1.0666666666666667,218.23333333333332,57.266666666666666
scenario_3b_mobile_chase_uav,htt_only,-2121.696708305221,14.033333333333333,0.07016666666666667,0.013995760046352482,0.7866594283052364,17.86183333333334,0.07202728476157653,0.9597092533452389,0.0,0.14320780638523098,0.0,0.0,0.0,0.9597092533452389,0.0,14.033333333333333,0.0,0.04038009755428547,184.85639770989442,0.0,177.1
scenario_3b_mobile_chase_uav,random,-1926.7070537303746,22.2,0.111,0.0223245155543905,0.7774313032816783,17.837866666666677,0.30483130153666416,0.6414578952382096,0.7,0.386054334389741,0.005666666666666667,0.005666666666666667,0.0,0.6414578952382096,7.4,14.8,0.3514764381655588,0.3674195827186109,23.654967045511153,23.666666666666668,22.066666666666666
scenario_4_backscatter_types_calibrated,backscatter_only,-1742.3071292816492,170.43333333333334,0.8521666666666667,0.14092364674997132,0.5294087021156074,21.306155555555552,10.701575694919178,0.5515255161938436,0.0,0.1719436163153892,0.0,0.0,0.0,0.5515255161938436,170.43333333333334,0.0,0.42576655517549633,0.0,1.55,316.3,0.0
scenario_4_backscatter_types_calibrated,greedy_nearest,-1711.9484709175333,179.53333333333333,0.8976666666666666,0.1490528223973289,0.5222496746371944,21.059033333333335,7.2350483694311,0.546313584717961,0.0,0.18362369550612415,0.0,0.0,0.0,0.546313584717961,171.8,7.733333333333333,0.430244066377654,0.6018694312032018,1.55,316.5,7.733333333333333
scenario_4_backscatter_types_calibrated,greedy_sinr,-2027.0837689181358,95.66666666666667,0.47833333333333333,0.07880700247557385,0.5575398036712972,22.561333333333334,1.7264941675055776,0.7805873684425371,3.933333333333333,0.2384608091494456,0.0006666666666666666,0.0,0.2,0.7805873684425371,78.86666666666666,16.8,0.18786613716248202,0.2733984119318299,1.55,318.26666666666665,31.966666666666665
scenario_4_backscatter_types_calibrated,htt_only,-1876.5055010201975,65.56666666666666,0.3278333333333333,0.05451238334136168,0.582283285294227,23.27748888888889,0.4029161283730918,0.48907476063643524,0.0,0.09371449736032893,8.333333333333333e-05,0.0,0.0,0.48907476063643524,0.0,65.56666666666666,0.0,0.47877219379626673,164.86740375419484,0.0,81.73333333333333
scenario_4_backscatter_types_calibrated,random,-1969.3225871581103,21.5,0.1075,0.017845367595970545,0.6083615650268543,24.10686666666668,0.3242442797062427,0.6232049210638217,0.7,0.3529975410298596,0.005,0.004916666666666666,0.03333333333333333,0.6232049210638217,16.366666666666667,5.133333333333334,0.38165512070672564,0.36400555066795476,38.71827524553575,34.96666666666667,8.5
