config_name,final_throughput_per_frame,final_reward,final_drop,final_jam,final_fairness,final_energy_efficiency,final_backscatter_success,final_active_success,final_fallback_rate,num_successful_runs
qmix_sc4_fair_w2,0.9882777777777779,-1456.007908695138,0.47706942317760626,0.16005583068006457,0.5111224790472559,7.713629295977811,0.8366272144169478,0.7922790581274759,0.014416666666666633,3
qmix_sc4_fair_w3,0.8876666666666667,-1555.134872292156,0.4937737334561656,0.31226100120053246,0.49331947856153063,5.042658882997873,0.6702545918604198,0.6786350260649484,0.04402777777777773,3
qmix_sc4_no_balance_action,0.843888888888889,-1568.611275093211,0.492612476014594,0.33523047636596753,0.47670575620990374,5.590134035011878,0.6530935284745629,0.7545657111959029,0.0188333333333333,3
