episode,step_count,train_reward,train_throughput,train_drop_rate,train_jamming_failure_rate,train_fairness,epsilon,device,network_type,reward_processing_mode,reward_processing_scale,replay_size,avg_loss,avg_q,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,invalid_action_rate,backscatter_success_rate,active_success_rate
230,200,-1956.3786785711243,3.0,0.6141396933560477,0.8333333333333334,0.19999999999999554,0.16396200000000005,cuda,dueling,scale,100.0,32000,0.001794718724268023,-0.5920814970135688,79.0,13.0,5.0,0.02,0.1,0.1111111111111111
231,200,-2069.2425336024558,9.0,0.6295399515738499,0.46153846153846156,0.2571428571428563,0.16016200000000003,cuda,dueling,scale,100.0,32400,0.0019767426926409824,-0.5763516062498093,42.0,11.0,3.0,0.025,0.45454545454545453,1.0
232,200,-1911.383542989705,23.0,0.5977891156462585,0.5,0.26921119592875303,0.156362,cuda,dueling,scale,100.0,32800,0.002380333741311915,-0.5882249380648136,26.0,38.0,3.0,0.0075,0.46,0.0
233,200,-1962.989396680771,4.0,0.6159052453468697,0.7777777777777778,0.06666666666666639,0.15256199999999998,cuda,dueling,scale,100.0,33200,0.002022039815201424,-0.5860000097751618,25.0,1.0,8.0,0.0,0.0,0.25
234,200,-2159.6743450933664,0.0,0.6302382908792111,1.0,1.0,0.14876200000000006,cuda,dueling,scale,100.0,33600,0.001907374790753238,-0.5844520731270313,18.0,12.0,1.0,0.0425,0.0,0.0
235,200,-1800.5087249251549,49.0,0.5705679862306369,0.29850746268656714,0.0861036399497938,0.14496200000000004,cuda,dueling,scale,100.0,34000,0.0019402497756527736,-0.5855108125507832,38.0,60.0,9.0,0.015,0.734375,0.14285714285714285
236,200,-1994.455651514766,0.0,0.6215306980656014,1.0,1.0,0.14116200000000012,cuda,dueling,scale,100.0,34400,0.0022593930398579687,-0.5809016343951225,77.0,23.0,8.0,0.005,0.0,0.0
237,200,-1904.3369922796237,2.0,0.6076388888888888,0.8571428571428571,0.06666666666666556,0.1373620000000001,cuda,dueling,scale,100.0,34800,0.002113801362575032,-0.5822632627189159,19.0,14.0,1.0,0.0025,0.125,0.0
238,200,-1784.631606681705,95.0,0.555008210180624,0.3170731707317073,0.17384185688144083,0.13356200000000007,cuda,dueling,scale,100.0,35200,0.0021248340228339655,-0.584379271864891,45.0,113.0,12.0,0.025,0.5877862595419847,0.75
239,200,-2115.221523881322,10.0,0.6185737976782753,0.9324324324324325,0.15151515151515127,0.12976200000000004,cuda,dueling,scale,100.0,35600,0.002092486945912242,-0.5912351475656032,68.0,63.0,12.0,0.0025,0.07339449541284404,0.08333333333333333
240,200,-2065.77989622209,28.0,0.6200162733930025,0.6949152542372882,0.14202898550724635,0.12596200000000002,cuda,dueling,scale,100.0,36000,0.0019328603387111798,-0.5956451167166233,106.0,60.0,2.0,0.0125,0.39436619718309857,0.0
241,200,-1958.9519549606532,20.0,0.6063651591289783,0.6875,0.2424242424242423,0.1221620000000001,cuda,dueling,scale,100.0,36400,0.0023137452953960747,-0.5802265058457852,29.0,41.0,11.0,0.015,0.2702702702702703,0.5555555555555556
242,200,-2032.986272531745,8.0,0.6173767752715121,0.9180327868852459,0.19393939393939333,0.11836200000000008,cuda,dueling,scale,100.0,36800,0.0020941300864797084,-0.575308123677969,79.0,53.0,11.0,0.025,0.1016949152542373,0.1
243,200,-2077.1961418467727,1.0,0.6254152823920266,0.9615384615384616,0.06666666666666222,0.11456200000000005,cuda,dueling,scale,100.0,37200,0.0021148472774075344,-0.5739809286594391,66.0,28.0,5.0,0.02,0.0,0.125
244,200,-2129.0994395545636,15.0,0.6218418907905461,0.2,0.10067114093959728,0.11076200000000003,cuda,dueling,scale,100.0,37600,0.002117650624131784,-0.5841328604519367,40.0,9.0,2.0,0.005,0.9285714285714286,0.5
245,200,-2028.9977832147354,11.0,0.6199505358615004,0.3,0.17925925925925898,0.106962,cuda,dueling,scale,100.0,38000,0.002123699352378026,-0.5782165381312371,32.0,9.0,1.0,0.0025,0.6428571428571429,1.0
246,200,-2143.5469212118123,1.0,0.6359967715899919,0.9444444444444444,0.06666666666666222,0.10316200000000009,cuda,dueling,scale,100.0,38400,0.002485292737255804,-0.57180145829916,18.0,18.0,4.0,0.0175,0.05555555555555555,0.0
247,200,-2130.1854375288094,29.0,0.6118314424635333,0.7090909090909091,0.26826156299840503,0.09936200000000006,cuda,dueling,scale,100.0,38800,0.0022670635976828634,-0.5858372187614441,74.0,44.0,15.0,0.025,0.18518518518518517,0.6666666666666666
248,200,-1930.9583423665113,29.0,0.5988274706867671,0.6170212765957447,0.20537240537240534,0.09556200000000004,cuda,dueling,scale,100.0,39200,0.0021633492660475895,-0.5824601271748543,73.0,36.0,13.0,0.015,0.22413793103448276,0.7272727272727273
249,200,-1841.8175726639402,35.0,0.5875850340136054,0.13513513513513514,0.18027961736571005,0.09176200000000001,cuda,dueling,scale,100.0,39600,0.002290534407366067,-0.5792450630664825,42.0,35.0,6.0,0.0225,0.9354838709677419,0.5
250,200,-2046.0110474485903,9.0,0.6237704918032787,0.84375,0.21599999999999941,0.08796199999999998,cuda,dueling,scale,100.0,40000,0.0022108531376579775,-0.583826936930418,57.0,25.0,7.0,0.0025,0.15151515151515152,0.2857142857142857
251,200,-1934.691602881657,24.0,0.599323753169907,0.39473684210526316,0.2206896551724137,0.08416200000000007,cuda,dueling,scale,100.0,40400,0.0029122306336648762,-0.5452430853247643,63.0,36.0,3.0,0.0075,0.5714285714285714,0.0
252,200,-2085.144274169979,2.0,0.6319218241042345,0.9310344827586207,0.1333333333333289,0.08036200000000004,cuda,dueling,scale,100.0,40800,0.002436869938974269,-0.5472432129085064,131.0,21.0,8.0,0.01,0.025,0.07142857142857142
253,200,-1986.143794547158,14.0,0.6133333333333333,0.75,0.2840579710144923,0.07656200000000002,cuda,dueling,scale,100.0,41200,0.0024595272936858235,-0.5455635620653629,39.0,37.0,9.0,0.0175,0.2608695652173913,0.14285714285714285
254,200,-2245.0089210317797,20.0,0.6172638436482085,0.5675675675675675,0.199004975124378,0.072762,cuda,dueling,scale,100.0,41600,0.0023729881324106826,-0.5618257586658001,39.0,24.0,13.0,0.01,0.7142857142857143,0.0
255,200,-1907.1909368944666,7.0,0.6067125645438899,0.6875,0.1719298245614029,0.06896199999999997,cuda,dueling,scale,100.0,42000,0.002506029566284269,-0.5504809372127056,41.0,17.0,1.0,0.0075,0.3333333333333333,0.0
256,200,-1981.122525711659,9.0,0.6152556580050293,0.5384615384615384,0.28421052631578847,0.06516200000000005,cuda,dueling,scale,100.0,42400,0.002637272252468392,-0.5399310582876206,33.0,11.0,4.0,0.005,0.5,0.5
257,200,-2034.0540763505544,24.0,0.6180499597099114,0.3793103448275862,0.17777777777777773,0.06136200000000003,cuda,dueling,scale,100.0,42800,0.0024646197725087405,-0.5377482204139232,41.0,26.0,6.0,0.01,0.4666666666666667,1.0
258,200,-1992.0680389535657,9.0,0.6152556580050293,0.8478260869565217,0.13170731707317052,0.057562,cuda,dueling,scale,100.0,43200,0.0023303905432112515,-0.5383592665195465,93.0,41.0,7.0,0.035,0.09259259259259259,0.2857142857142857
259,200,-1961.166220681724,18.0,0.6093489148580968,0.5428571428571428,0.13333333333333328,0.053761999999999976,cuda,dueling,scale,100.0,43600,0.00239927000249736,-0.5394065327942371,57.0,32.0,5.0,0.0175,0.5625,0.0
260,200,-1936.5684531743834,4.0,0.6129582267689685,0.7142857142857143,0.06666666666666639,0.050000000000000044,cuda,dueling,scale,100.0,44000,0.002410578602575697,-0.5392812962830067,13.0,7.0,1.0,0.0025,0.4444444444444444,0.0
261,200,-1883.5289957429939,4.0,0.6054006968641115,0.5714285714285714,0.17777777777777581,0.050000000000000044,cuda,dueling,scale,100.0,44400,0.0029845851054415107,-0.5280225519090891,53.0,7.0,1.0,0.0125,0.4444444444444444,0.0
262,200,-1700.9312849350729,55.0,0.5562390158172232,0.045454545454545456,0.1433309642264866,0.050000000000000044,cuda,dueling,scale,100.0,44800,0.0026298748300177975,-0.526643172800541,71.0,45.0,0.0,0.005,0.9649122807017544,0.0
263,200,-1965.1434897543074,6.0,0.6135593220338983,0.8333333333333334,0.1199999999999996,0.050000000000000044,cuda,dueling,scale,100.0,45200,0.0025879285426344723,-0.5325164945423603,66.0,17.0,3.0,0.02,0.08695652173913043,0.6666666666666666
264,200,-1871.1440274161037,16.0,0.5972342264477096,0.38095238095238093,0.14222222222222214,0.050000000000000044,cuda,dueling,scale,100.0,45600,0.0025928585178917273,-0.519963125884533,30.0,20.0,1.0,0.0025,0.5384615384615384,1.0
265,200,-1973.161006998251,3.0,0.6077922077922078,0.9555555555555556,0.11999999999999841,0.050000000000000044,cuda,dueling,scale,100.0,46000,0.0025969622551929206,-0.5283318862318993,68.0,47.0,3.0,0.02,0.019230769230769232,0.3333333333333333
266,200,-2063.6159269309355,13.0,0.6198686371100164,0.8181818181818182,0.1390946502057612,0.050000000000000044,cuda,dueling,scale,100.0,46400,0.0034582353418227286,-0.5417317460477352,82.0,46.0,20.0,0.0175,0.17105263157894737,0.0
267,200,-1949.4412018785586,12.0,0.6041131105398457,0.8157894736842105,0.09411764705882347,0.050000000000000044,cuda,dueling,scale,100.0,46800,0.0029325268568936736,-0.543267299234867,7.0,48.0,1.0,0.0275,0.1506849315068493,1.0
268,200,-1828.930050508107,66.0,0.5785536159600998,0.32,0.07523316062176166,0.050000000000000044,cuda,dueling,scale,100.0,47200,0.0029575517936609686,-0.5431303888559341,22.0,43.0,11.0,0.0125,0.825,0.0
269,200,-1834.2201809668056,29.0,0.5884879725085911,0.0,0.10325352977286678,0.050000000000000044,cuda,dueling,scale,100.0,47600,0.002838157377555035,-0.5411350582540035,39.0,27.0,2.0,0.005,1.0,1.0
270,200,-1988.5831122650982,1.0,0.6203703703703703,0.9642857142857143,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,48000,0.0033523852040525525,-0.5417595128715038,44.0,24.0,5.0,0.0075,0.043478260869565216,0.0
271,200,-1974.0129688289749,15.0,0.6141078838174274,0.6578947368421053,0.1376146788990825,0.050000000000000044,cuda,dueling,scale,100.0,48400,0.0032771383435465395,-0.5271741479635239,50.0,36.0,2.0,0.0,0.2653061224489796,0.5
272,200,-2072.4991834773355,3.0,0.6271604938271605,0.9032258064516129,0.11999999999999841,0.050000000000000044,cuda,dueling,scale,100.0,48800,0.003170530571951531,-0.5334239414334297,63.0,23.0,10.0,0.0225,0.02564102564102564,0.1111111111111111
273,200,-2030.5991393214556,6.0,0.6196830692243537,0.85,0.1999999999999989,0.050000000000000044,cuda,dueling,scale,100.0,49200,0.002765048814471811,-0.5433220829069615,98.0,12.0,8.0,0.0,0.0,0.375
274,200,-2046.639460605907,1.0,0.605424321959755,0.967741935483871,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,49600,0.003113620124058798,-0.520547939389944,63.0,31.0,0.0,0.0,0.023255813953488372,0.0
275,200,-2592.6396809520156,3.0,0.6218697829716193,0.8571428571428571,0.06666666666666618,0.050000000000000044,cuda,dueling,scale,100.0,50000,0.003022089772275649,-0.5300318925082683,53.0,15.0,1.0,0.005,0.14285714285714285,0.0
276,200,-1974.2324701719476,7.0,0.6127118644067797,0.8666666666666667,0.08828828828828812,0.050000000000000044,cuda,dueling,scale,100.0,50400,0.003883685916662216,-0.48576382152736186,65.0,27.0,4.0,0.0225,0.16279069767441862,0.0
277,200,-2109.9811366278786,5.0,0.6373801916932907,0.6363636363636364,0.18518518518518381,0.050000000000000044,cuda,dueling,scale,100.0,50800,0.003516909289173782,-0.4849679893255234,45.0,10.0,3.0,0.0175,0.21428571428571427,1.0
278,200,-1772.738306435107,85.0,0.5554614733276884,0.5221238938053098,0.35811648079306074,0.050000000000000044,cuda,dueling,scale,100.0,51200,0.003423562945681624,-0.5023708853125572,57.0,107.0,17.0,0.0325,0.4482758620689655,0.7407407407407407
279,200,-2044.4203844874596,3.0,0.6238532110091743,0.8181818181818182,0.11999999999999841,0.050000000000000044,cuda,dueling,scale,100.0,51600,0.002989768773550168,-0.49775013387203215,39.0,12.0,1.0,0.0075,0.2727272727272727,0.0
280,200,-1979.3793979516759,8.0,0.6112054329371817,0.8125,0.23703703703703613,0.050000000000000044,cuda,dueling,scale,100.0,52000,0.0036131824686890467,-0.49988848984241485,36.0,33.0,3.0,0.015,0.11428571428571428,0.6666666666666666
281,200,-1911.2383860747223,4.0,0.6034934497816594,0.8666666666666667,0.17777777777777581,0.050000000000000044,cuda,dueling,scale,100.0,52400,0.004666996751911939,-0.4575129894167185,30.0,29.0,2.0,0.0075,0.13793103448275862,0.0
282,200,-2011.6183512151056,27.0,0.6099754701553557,0.7727272727272727,0.20506329113924046,0.050000000000000044,cuda,dueling,scale,100.0,52800,0.003833817311679013,-0.4533996030688286,109.0,64.0,6.0,0.08,0.3472222222222222,0.2
283,200,-2101.165310389349,5.0,0.6339501206757844,0.868421052631579,0.23809523809523583,0.050000000000000044,cuda,dueling,scale,100.0,53200,0.004025285602547228,-0.4655597027391195,62.0,35.0,6.0,0.015,0.08695652173913043,0.14285714285714285
284,200,-1923.1653196505026,30.0,0.5989974937343359,0.3225806451612903,0.21126760563380279,0.050000000000000044,cuda,dueling,scale,100.0,53600,0.0037343520182184873,-0.4651162268966436,17.0,33.0,5.0,0.02,0.6818181818181818,0.0
285,200,-1835.8922918595179,7.0,0.5944986690328306,0.5454545454545454,0.13066666666666632,0.050000000000000044,cuda,dueling,scale,100.0,54000,0.003204684244701639,-0.4649700190871954,35.0,12.0,0.0,0.0075,0.4117647058823529,0.0
286,200,-1941.2869470562434,12.0,0.6081424936386769,0.8666666666666667,0.09230769230769226,0.050000000000000044,cuda,dueling,scale,100.0,54400,0.004429429182782769,-0.4073264280706644,66.0,42.0,4.0,0.0125,0.17391304347826086,0.0
287,200,-1952.5667225825753,0.0,0.6153846153846154,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,54800,0.004023531206184998,-0.4198917758464813,15.0,39.0,4.0,0.0325,0.0,0.0
288,200,-1906.0143454601944,35.0,0.5978441127694859,0.3333333333333333,0.11021142600089967,0.050000000000000044,cuda,dueling,scale,100.0,55200,0.004029154104646295,-0.4152334303408861,45.0,15.0,12.0,0.015,0.7857142857142857,0.5909090909090909
289,200,-2007.5725682536447,6.0,0.6184100418410042,0.9166666666666666,0.1199999999999996,0.050000000000000044,cuda,dueling,scale,100.0,55600,0.003839182738447562,-0.4319718012213707,13.0,34.0,2.0,0.0,0.09230769230769231,0.0
290,200,-1792.4016837789204,31.0,0.5747126436781609,0.66,0.07110617832038475,0.050000000000000044,cuda,dueling,scale,100.0,56000,0.0041283722862135615,-0.4181488208472729,20.0,49.0,1.0,0.0,0.4027777777777778,1.0
291,200,-2052.2583110881287,8.0,0.6214876033057851,0.8780487804878049,0.11228070175438576,0.050000000000000044,cuda,dueling,scale,100.0,56400,0.004828786730067805,-0.3925803458690643,45.0,36.0,5.0,0.0025,0.0392156862745098,0.6
292,200,-2031.2262194080542,4.0,0.6247933884297521,0.9090909090909091,0.17777777777777581,0.050000000000000044,cuda,dueling,scale,100.0,56800,0.0048900104011408985,-0.4043056656420231,71.0,29.0,5.0,0.0275,0.075,0.1111111111111111
293,200,-1826.468935551379,75.0,0.5762852404643449,0.1590909090909091,0.14417531718569782,0.050000000000000044,cuda,dueling,scale,100.0,57200,0.003895801758626476,-0.40973058581352234,14.0,93.0,1.0,0.015,0.78125,0.0
294,200,-1963.2943906265104,12.0,0.6140350877192983,0.47619047619047616,0.1116279069767441,0.050000000000000044,cuda,dueling,scale,100.0,57600,0.003789148717187345,-0.42443677119910717,34.0,21.0,0.0,0.0025,0.46153846153846156,0.0
295,200,-2150.568462986801,2.0,0.6384,0.95,0.06666666666666556,0.050000000000000044,cuda,dueling,scale,100.0,58000,0.003980881387833506,-0.40553824447095393,26.0,36.0,5.0,0.0025,0.05714285714285714,0.0
296,200,-2010.7805588203903,49.0,0.6063569682151589,0.5826086956521739,0.07881175118989003,0.050000000000000044,cuda,dueling,scale,100.0,58400,0.0051211877597961575,-0.3476278440468013,47.0,111.0,5.0,0.015,0.4144144144144144,0.375
297,200,-1822.8738605296116,43.0,0.5786324786324787,0.3877551020408163,0.1947340705634544,0.050000000000000044,cuda,dueling,scale,100.0,58800,0.004635265723336488,-0.3658017686009407,20.0,43.0,6.0,0.005,0.6730769230769231,0.6666666666666666
298,200,-1880.4777869355053,26.0,0.5952380952380952,0.2857142857142857,0.18622589531680436,0.050000000000000044,cuda,dueling,scale,100.0,59200,0.004284211663762107,-0.359404889382422,75.0,20.0,8.0,0.0025,0.7619047619047619,0.625
299,200,-2035.7711442276654,4.0,0.6254125412541254,0.9047619047619048,0.06666666666666639,0.050000000000000044,cuda,dueling,scale,100.0,59600,0.004438738537719473,-0.3719978814199567,40.0,16.0,12.0,0.045,0.2,0.0
300,200,-1998.049091530099,16.0,0.6174055829228243,0.25,0.08619528619528617,0.050000000000000044,cuda,dueling,scale,100.0,60000,0.0043829559115692975,-0.372085104547441,34.0,10.0,2.0,0.0025,0.9411764705882353,0.0
301,200,-1936.0142618271163,32.0,0.5990016638935108,0.6037735849056604,0.1648953301127214,0.050000000000000044,cuda,dueling,scale,100.0,60400,0.005272967440541834,-0.29565326001495124,62.0,42.0,14.0,0.015,0.39655172413793105,0.36
302,200,-2074.059985617895,5.0,0.6291768541157294,0.6666666666666666,0.18518518518518381,0.050000000000000044,cuda,dueling,scale,100.0,60800,0.004411453666398302,-0.3119261968694627,33.0,8.0,2.0,0.01,0.23076923076923078,0.5
303,200,-1918.6322445883022,3.0,0.6077922077922078,0.9591836734693877,0.11999999999999841,0.050000000000000044,cuda,dueling,scale,100.0,61200,0.004581505574751645,-0.3086180105432868,33.0,47.0,2.0,0.005,0.05263157894736842,0.0
304,200,-2214.8214334051227,4.0,0.6197654941373534,0.9583333333333334,0.13333333333333222,0.050000000000000044,cuda,dueling,scale,100.0,61600,0.004274541811319068,-0.31467771077528595,72.0,32.0,19.0,0.0125,0.0,0.11764705882352941
305,200,-2075.554112409525,6.0,0.6331456154465004,0.16666666666666666,0.1199999999999996,0.050000000000000044,cuda,dueling,scale,100.0,62000,0.004504351136274636,-0.3155709722544998,5.0,7.0,0.0,0.0075,0.75,0.0
306,200,-2073.8854872985753,29.0,0.6096169519152405,0.5471698113207547,0.22516733601070946,0.050000000000000044,cuda,dueling,scale,100.0,62400,0.006202471974538639,-0.25172250350005926,55.0,42.0,12.0,0.0075,0.391304347826087,0.5
307,200,-1881.4906752503448,7.0,0.5897666068222621,0.9487179487179487,0.25128205128205,0.050000000000000044,cuda,dueling,scale,100.0,62800,0.0053392053325660525,-0.25165620040148495,46.0,64.0,16.0,0.0075,0.012987012987012988,0.20689655172413793
308,200,-2131.740058441228,3.0,0.6234413965087282,0.9512195121951219,0.11999999999999841,0.050000000000000044,cuda,dueling,scale,100.0,63200,0.005780386468395591,-0.24926208925433457,95.0,43.0,1.0,0.0275,0.047619047619047616,0.0
309,200,-1708.0016551412916,31.0,0.5688568856885688,0.23333333333333334,0.3187396351575455,0.050000000000000044,cuda,dueling,scale,100.0,63600,0.005545896615367383,-0.24426176473498346,37.0,27.0,4.0,0.0075,0.78125,0.8571428571428571
310,200,-1896.7549579361635,0.0,0.612736660929432,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,64000,0.004830918636871502,-0.24625510496320202,22.0,7.0,2.0,0.0,0.0,0.0
311,200,-1842.514803607233,2.0,0.5992876224398932,0.9375,0.06666666666666556,0.050000000000000044,cuda,dueling,scale,100.0,64400,0.0073623057431541385,-0.1892899538297206,33.0,12.0,9.0,0.015,0.0,0.18181818181818182
312,200,-2117.4085400708013,8.0,0.6273393002441009,0.8108108108108109,0.17777777777777728,0.050000000000000044,cuda,dueling,scale,100.0,64800,0.005883014504797756,-0.17016588302329183,42.0,31.0,11.0,0.0125,0.16666666666666666,0.09090909090909091
313,200,-2119.36693593044,1.0,0.6135389888603257,0.9090909090909091,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,65200,0.0062234097416512665,-0.18599833011627198,49.0,3.0,13.0,0.0275,1.0,0.0
314,200,-1999.5555953100054,1.0,0.6203703703703703,0.9777777777777777,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,65600,0.005777065913425758,-0.19309982259757816,6.0,46.0,0.0,0.005,0.011627906976744186,0.0
315,200,-1883.805334972601,20.0,0.5905923344947736,0.8,0.23391812865497064,0.050000000000000044,cuda,dueling,scale,100.0,66000,0.0057872605824377385,-0.18363209220580756,35.0,46.0,19.0,0.02,0.17391304347826086,0.2222222222222222
316,200,-1842.2739500259781,44.0,0.5813559322033899,0.11764705882352941,0.2210045662100456,0.050000000000000044,cuda,dueling,scale,100.0,66400,0.0076486538210883736,-0.12986859342083334,70.0,37.0,1.0,0.0225,0.9130434782608695,1.0
317,200,-1771.6966964609526,41.0,0.5696757230499562,0.39622641509433965,0.28371308016877633,0.050000000000000044,cuda,dueling,scale,100.0,66800,0.006940006222575903,-0.1411544815544039,51.0,41.0,15.0,0.0125,0.6521739130434783,0.4782608695652174
318,200,-2116.9543173406396,33.0,0.624124513618677,0.6129032258064516,0.36482412060301495,0.050000000000000044,cuda,dueling,scale,100.0,67200,0.0067456388892605905,-0.14739028141833843,83.0,37.0,29.0,0.0125,0.5789473684210527,0.19642857142857142
319,200,-1972.734105797876,13.0,0.602233676975945,0.8727272727272727,0.10730158730158725,0.050000000000000044,cuda,dueling,scale,100.0,67600,0.006669905104208737,-0.16300097498577087,55.0,48.0,15.0,0.0225,0.16393442622950818,0.15
320,200,-1851.6250591764162,38.0,0.5853865760407817,0.08695652173913043,0.11884773662551439,0.050000000000000044,cuda,dueling,scale,100.0,68000,0.00588312528678216,-0.15219208606518805,40.0,17.0,7.0,0.0125,1.0,0.6923076923076923
321,200,-1951.2769928212188,14.0,0.6081081081081081,0.5862068965517241,0.12098765432098758,0.050000000000000044,cuda,dueling,scale,100.0,68400,0.008288626415887847,-0.08049069815780968,53.0,26.0,3.0,0.0075,0.3157894736842105,0.3333333333333333
322,200,-2002.9430326349598,51.0,0.6110665597433841,0.3469387755102041,0.19160220994475136,0.050000000000000044,cuda,dueling,scale,100.0,68800,0.00705988647066988,-0.09389056724496186,61.0,41.0,13.0,0.0175,0.7068965517241379,0.45454545454545453
323,200,-1824.7006039109408,30.0,0.5854922279792746,0.20689655172413793,0.24390243902439018,0.050000000000000044,cuda,dueling,scale,100.0,69200,0.00798766923137009,-0.08667648252099752,44.0,42.0,5.0,0.045,0.7096774193548387,1.0
324,200,-1913.0667976095842,46.0,0.5910224438902744,0.48214285714285715,0.34575163398692804,0.050000000000000044,cuda,dueling,scale,100.0,69600,0.006722508477978408,-0.0978668715339154,64.0,55.0,4.0,0.015,0.5324675324675324,0.7142857142857143
325,200,-1990.9549510300014,30.0,0.6097560975609756,0.29411764705882354,0.22222222222222218,0.050000000000000044,cuda,dueling,scale,100.0,70000,0.006751607689075172,-0.08767866441980005,20.0,30.0,6.0,0.015,0.6666666666666666,0.6666666666666666
326,200,-2010.7522795109235,31.0,0.6073469387755102,0.7142857142857143,0.1755251141552511,0.050000000000000044,cuda,dueling,scale,100.0,70400,0.011028092943597585,-0.026852646302431823,44.0,53.0,20.0,0.0175,0.32051282051282054,0.16666666666666666
327,200,-2047.1558780247433,36.0,0.6121308858739026,0.6352941176470588,0.22153846153846152,0.050000000000000044,cuda,dueling,scale,100.0,70800,0.00888171639526263,-0.03568497171159834,28.0,80.0,5.0,0.005,0.2204724409448819,0.8
328,200,-1980.0874584864825,25.0,0.6131921824104235,0.1875,0.10088781275221952,0.050000000000000044,cuda,dueling,scale,100.0,71200,0.007976577922236175,-0.032650756295770404,31.0,11.0,5.0,0.02,1.0,0.4
329,200,-1946.9238598119935,4.0,0.6106346483704974,0.875,0.06666666666666639,0.050000000000000044,cuda,dueling,scale,100.0,71600,0.007568290102062747,-0.03300599872134626,8.0,19.0,1.0,0.0125,0.14285714285714285,0.0
330,200,-2133.125543867027,1.0,0.6414944356120826,0.8888888888888888,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,72000,0.007460023689782247,-0.053343700533732774,45.0,7.0,2.0,0.0,0.125,0.0
331,200,-2062.671989898733,4.0,0.6311941510966693,0.9047619047619048,0.06666666666666639,0.050000000000000044,cuda,dueling,scale,100.0,72400,0.011923610621597618,0.08410089615732431,29.0,17.0,5.0,0.0175,0.07407407407407407,0.2
332,200,-1822.9591797052458,32.0,0.5815972222222222,0.3333333333333333,0.1446327683615819,0.050000000000000044,cuda,dueling,scale,100.0,72800,0.009767849755007774,0.06409611572045833,33.0,16.0,11.0,0.0,0.5,1.0
333,200,-2200.433668758708,2.0,0.6384,0.9722222222222222,0.06666666666666556,0.050000000000000044,cuda,dueling,scale,100.0,73200,0.008809172901092097,0.06341718949843198,14.0,38.0,4.0,0.015,0.0,0.25
334,200,-1927.733289386031,27.0,0.5978077571669477,0.5636363636363636,0.21990950226244338,0.050000000000000044,cuda,dueling,scale,100.0,73600,0.008400253497529774,0.04859438217245042,54.0,51.0,8.0,0.0275,0.40384615384615385,0.42857142857142855
335,200,-2034.3196853772818,12.0,0.6231647634584013,0.5882352941176471,0.1999999999999997,0.050000000000000044,cuda,dueling,scale,100.0,74000,0.00973337510949932,0.05215757569298148,9.0,11.0,6.0,0.0,0.1111111111111111,0.8333333333333334
336,200,-1875.6942404574768,42.0,0.5862068965517241,0.6060606060606061,0.20631578947368417,0.050000000000000044,cuda,dueling,scale,100.0,74400,0.01271948660723865,0.18046650826931,42.0,75.0,6.0,0.05,0.49382716049382713,0.2
337,200,-1859.3315603075812,72.0,0.5628140703517588,0.6901408450704225,0.3130434782608696,0.050000000000000044,cuda,dueling,scale,100.0,74800,0.010185813214629889,0.14978820796124637,47.0,134.0,14.0,0.015,0.2717391304347826,0.7857142857142857
338,200,-1913.1629215699047,23.0,0.5981308411214953,0.6,0.2651629072681703,0.050000000000000044,cuda,dueling,scale,100.0,75200,0.010016048476099968,0.15785098151303828,56.0,34.0,6.0,0.0075,0.34545454545454546,0.36363636363636365
339,200,-2028.1927937948135,4.0,0.6257213520197856,0.75,0.06666666666666639,0.050000000000000044,cuda,dueling,scale,100.0,75600,0.009706656693015247,0.12982554876245558,8.0,7.0,2.0,0.0025,0.0,1.0
340,200,-1726.146298461743,39.0,0.560251798561151,0.3541666666666667,0.1581903276131045,0.050000000000000044,cuda,dueling,scale,100.0,76000,0.00955864711315371,0.15533197704702617,18.0,42.0,9.0,0.0125,0.46,1.0
341,200,-2035.4810069982516,7.0,0.6169321039396479,0.7037037037037037,0.06666666666666657,0.050000000000000044,cuda,dueling,scale,100.0,76400,0.01476377317449078,0.23262984545435755,15.0,25.0,3.0,0.0175,0.2692307692307692,0.0
342,200,-2013.0231021072852,30.0,0.6091205211726385,0.7288135593220338,0.17647058823529407,0.050000000000000044,cuda,dueling,scale,100.0,76800,0.011960326766129584,0.2298461472429335,31.0,44.0,18.0,0.0125,0.3116883116883117,0.17142857142857143
343,200,-1951.548464278607,44.0,0.6054817275747508,0.5757575757575758,0.11050228310502283,0.050000000000000044,cuda,dueling,scale,100.0,77200,0.011550579592585564,0.22544328887946904,43.0,72.0,7.0,0.035,0.4782608695652174,0.0
344,200,-2032.4891310722644,9.0,0.6197183098591549,0.7948717948717948,0.21599999999999941,0.050000000000000044,cuda,dueling,scale,100.0,77600,0.010768327480182052,0.22216547543182968,23.0,41.0,4.0,0.0275,0.1956521739130435,0.0
345,200,-2076.328902066529,10.0,0.6229508196721312,0.8604651162790697,0.19607843137254863,0.050000000000000044,cuda,dueling,scale,100.0,78000,0.01202078304020688,0.22347039087675513,50.0,25.0,19.0,0.0025,0.2564102564102564,0.0
