episode,step_count,train_reward,train_throughput,train_drop_rate,train_jamming_failure_rate,train_fairness,epsilon,device,network_type,reward_processing_mode,reward_processing_scale,replay_size,avg_loss,avg_q,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,invalid_action_rate,backscatter_success_rate,active_success_rate
114,200,-1856.879119493608,46.0,0.5889830508474576,0.4047619047619047,0.1754560530679933,0.585781,cuda,dueling,scale,100.0,45600,0.0008817173462011,-0.3633350425213575,25.0,39.0,4.0,0.0075,0.7017543859649122,0.75
115,200,-2016.59437889748,26.0,0.6139497161394971,0.5263157894736842,0.4251572327044022,0.5819810000000001,cuda,dueling,scale,100.0,46000,0.0010149215173441,-0.3704436446726322,52.0,20.0,20.0,0.005,0.4347826086956521,0.5517241379310345
116,200,-1856.4611043369453,18.0,0.5939130434782609,0.52,0.1770491803278687,0.5781810000000001,cuda,dueling,scale,100.0,46400,0.0011066953011322,-0.3406668335944414,29.0,21.0,5.0,0.0025,0.6666666666666666,0.0
117,200,-1840.122876206813,51.0,0.5796124684077506,0.4,0.3420118343195266,0.574381,cuda,dueling,scale,100.0,46800,0.0009764070325763,-0.3438523334264755,35.0,55.0,10.0,0.02,0.640625,0.5555555555555556
118,200,-2129.5067814570807,2.0,0.6126820908311911,0.9705882352941176,0.0666666666666655,0.570581,cuda,dueling,scale,100.0,47200,0.0009399514956749,-0.3372105365246534,39.0,30.0,5.0,0.01,0.0512820512820512,0.0
119,200,-2147.636456919127,11.0,0.6314948041566747,0.7777777777777778,0.0798679867986798,0.566781,cuda,dueling,scale,100.0,47600,0.0009293254220392,-0.3422330193966627,36.0,20.0,10.0,0.015,0.0454545454545454,0.5555555555555556
120,200,-1976.541383832497,8.0,0.6183333333333333,0.4166666666666667,0.1939393939393933,0.562981,cuda,dueling,scale,100.0,48000,0.0009268844724283,-0.3419156842678785,31.0,11.0,1.0,0.0025,0.6153846153846154,0.0
121,200,-1953.375710355286,11.0,0.6109704641350211,0.6956521739130435,0.2781609195402292,0.559181,cuda,dueling,scale,100.0,48400,0.0011197494025691,-0.3315196773409843,31.0,22.0,4.0,0.0075,0.3214285714285714,0.3333333333333333
122,200,-2029.8653917745603,4.0,0.620718462823726,0.9117647058823528,0.1333333333333322,0.555381,cuda,dueling,scale,100.0,48800,0.0011034445742552,-0.3379206080734729,38.0,27.0,8.0,0.005,0.0344827586206896,0.2307692307692307
123,200,-1854.8629163055505,34.0,0.586472602739726,0.5434782608695652,0.2227360308285163,0.5515810000000001,cuda,dueling,scale,100.0,49200,0.0009878657135413,-0.3367218678444624,29.0,48.0,3.0,0.0225,0.5454545454545454,0.6666666666666666
124,200,-1806.353051279737,23.0,0.5836267605633803,0.4482758620689655,0.3712280701754383,0.5477810000000001,cuda,dueling,scale,100.0,49600,0.0010236793445074,-0.3319219509512186,44.0,21.0,9.0,0.0125,0.4347826086956521,0.7647058823529411
125,200,-1971.869795009209,33.0,0.6021416803953872,0.6268656716417911,0.1866323907455012,0.543981,cuda,dueling,scale,100.0,50000,0.000982774370932,-0.3346588762849569,26.0,51.0,19.0,0.01,0.2777777777777778,0.4736842105263157
126,200,-1936.0532787192544,21.0,0.6021959459459459,0.5681818181818182,0.1354838709677419,0.540181,cuda,dueling,scale,100.0,50400,0.0012448854919057,-0.31297971829772,39.0,40.0,5.0,0.0075,0.3653846153846153,0.2
127,200,-2114.0885090396164,28.0,0.6256851996867658,0.7222222222222222,0.1719298245614035,0.536381,cuda,dueling,scale,100.0,50800,0.0011661753908265,-0.3174739781767129,33.0,49.0,6.0,0.0125,0.2753623188405797,0.8181818181818182
128,200,-1944.2798739777584,30.0,0.6019900497512438,0.5636363636363636,0.1910828025477706,0.532581,cuda,dueling,scale,100.0,51200,0.0010808418053784,-0.3268209747225046,27.0,47.0,9.0,0.01,0.4,0.2222222222222222
129,200,-1753.6635069787085,67.0,0.5611205432937182,0.2745098039215686,0.1832618901816697,0.528781,cuda,dueling,scale,100.0,51600,0.0010923568080761,-0.3207185415923595,40.0,42.0,10.0,0.0075,0.8055555555555556,0.5625
130,200,-1904.5271550573157,55.0,0.5898692810457516,0.2857142857142857,0.093842097099426,0.524981,cuda,dueling,scale,100.0,52000,0.0010100574154057,-0.3268327770382166,24.0,71.0,5.0,0.015,0.7,0.6666666666666666
131,200,-1953.5774669289924,15.0,0.6079258010118044,0.7058823529411765,0.3846153846153839,0.521181,cuda,dueling,scale,100.0,52400,0.0013701959818718,-0.3120458938926458,21.0,30.0,6.0,0.015,0.2941176470588235,0.4545454545454545
132,200,-1962.4579979456023,31.0,0.6021505376344086,0.475,0.5044619422572176,0.517381,cuda,dueling,scale,100.0,52800,0.0012181487493216,-0.3214185903221369,31.0,29.0,11.0,0.0025,0.4523809523809524,0.6
133,200,-1857.3867699613836,34.0,0.5877342419080068,0.4390243902439024,0.1767584097859326,0.5135810000000001,cuda,dueling,scale,100.0,53200,0.0012191964613157,-0.3196978733688593,21.0,35.0,7.0,0.0075,0.5849056603773585,0.2727272727272727
134,200,-1974.5432150824693,19.0,0.6127167630057804,0.5,0.2587813620071683,0.509781,cuda,dueling,scale,100.0,53600,0.0011721308590495,-0.3205435921996832,43.0,23.0,3.0,0.0,0.4838709677419355,0.6666666666666666
135,200,-1926.9363458088685,16.0,0.607413647851727,0.5,0.5019607843137245,0.505981,cuda,dueling,scale,100.0,54000,0.0011122068529948,-0.3144295077770948,74.0,24.0,2.0,0.0125,0.5,0.6666666666666666
136,200,-1894.854012488962,30.0,0.5932203389830508,0.5263157894736842,0.2040816326530611,0.502181,cuda,dueling,scale,100.0,54400,0.001485711299756,-0.2861238971352577,86.0,22.0,18.0,0.03,0.4074074074074074,0.6333333333333333
137,200,-1957.4430317779,47.0,0.5960912052117264,0.6086956521739131,0.1548545390816684,0.4983809999999999,cuda,dueling,scale,100.0,54800,0.0014415435321279,-0.2997230126336216,53.0,62.0,9.0,0.0075,0.5232558139534884,0.1428571428571428
138,200,-1972.4842620902843,37.0,0.6047077922077922,0.4651162790697674,0.1979754157628344,0.4945809999999999,cuda,dueling,scale,100.0,55200,0.0012458007223904,-0.2971272157877683,45.0,31.0,12.0,0.0125,0.5869565217391305,0.4166666666666667
139,200,-1798.7453865365253,66.0,0.5663865546218487,0.3684210526315789,0.2724202626641651,0.490781,cuda,dueling,scale,100.0,55600,0.0012408851459622,-0.3013728792220354,36.0,73.0,9.0,0.015,0.6888888888888889,0.2352941176470588
140,200,-2044.4453770559344,3.0,0.6259289843104872,0.875,0.1999999999999955,0.4869810000000001,cuda,dueling,scale,100.0,56000,0.0012329342533485,-0.2989082322269678,35.0,23.0,3.0,0.005,0.125,0.0
141,200,-1894.213999133892,18.0,0.5993150684931506,0.6585365853658537,0.4319999999999994,0.4831810000000001,cuda,dueling,scale,100.0,56400,0.0016500937077216,-0.2685007508099079,62.0,31.0,11.0,0.0025,0.3142857142857143,0.4666666666666667
142,200,-1998.708030663514,10.0,0.6101694915254238,0.8888888888888888,0.1515151515151512,0.479381,cuda,dueling,scale,100.0,56800,0.0013669742157799,-0.2705761516839265,33.0,40.0,5.0,0.0,0.1,0.4
143,200,-1991.4256754865216,11.0,0.6139028475711893,0.7407407407407407,0.1716312056737586,0.475581,cuda,dueling,scale,100.0,57200,0.0012974998683785,-0.2757553065568208,36.0,22.0,7.0,0.0125,0.217391304347826,0.5
144,200,-1971.8218604347535,21.0,0.606516290726817,0.7272727272727273,0.4027397260273969,0.4717810000000001,cuda,dueling,scale,100.0,57600,0.0013315925310598,-0.2876458923518658,60.0,47.0,10.0,0.015,0.2769230769230769,0.1875
145,200,-1949.6751041398172,47.0,0.5932896890343698,0.6081081081081081,0.4293488824101068,0.4679810000000001,cuda,dueling,scale,100.0,58000,0.0012180660964804,-0.2775469756126403,77.0,65.0,11.0,0.0075,0.3777777777777777,0.6190476190476191
146,200,-1984.2402303748252,8.0,0.6121930567315834,0.7714285714285715,0.2666666666666655,0.464181,cuda,dueling,scale,100.0,58400,0.0017263071212801,-0.2491528064757585,25.0,27.0,10.0,0.0075,0.1612903225806451,0.1666666666666666
147,200,-1919.4697518748048,12.0,0.6071428571428571,0.5,0.2999999999999994,0.460381,cuda,dueling,scale,100.0,58800,0.0014531030613579,-0.2526955544948578,37.0,21.0,0.0,0.0075,0.5454545454545454,0.0
148,200,-1951.8071865848112,30.0,0.6,0.6792452830188679,0.1023890784982935,0.456581,cuda,dueling,scale,100.0,59200,0.0013967734770267,-0.2496621146053075,28.0,49.0,6.0,0.015,0.4603174603174603,0.1111111111111111
149,200,-2009.530670532971,14.0,0.6181818181818182,0.68,0.2252873563218388,0.4527810000000001,cuda,dueling,scale,100.0,59600,0.0013606407510815,-0.2525638921186328,46.0,21.0,5.0,0.0075,0.4285714285714285,0.3333333333333333
150,200,-2050.254711430823,26.0,0.6167471819645732,0.6666666666666666,0.3414141414141413,0.4489810000000001,cuda,dueling,scale,100.0,60000,0.0014013389745377,-0.2580768280848861,41.0,59.0,11.0,0.03,0.3055555555555556,0.3333333333333333
151,200,-2084.3198838152416,19.0,0.6299524564183835,0.4230769230769231,0.39453551912568263,0.4489810000000001,cuda,dueling,scale,100.0,400,0.0,0.0,51.0,21.0,7.0,0.01,0.4,0.9
152,200,-1841.6277942912975,44.0,0.5841750841750841,0.21212121212121213,0.22176403207331039,0.4489810000000001,cuda,dueling,scale,100.0,800,0.0,0.0,39.0,24.0,10.0,0.005,0.875,0.5625
153,200,-1805.1758980992079,47.0,0.575938566552901,0.43137254901960786,0.2579100992410974,0.4489810000000001,cuda,dueling,scale,100.0,1200,0.0,0.0,33.0,46.0,7.0,0.005,0.5606060606060606,0.7692307692307693
154,200,-1977.7553359081528,5.0,0.6101113967437874,0.896551724137931,0.12820512820512756,0.4489810000000001,cuda,dueling,scale,100.0,1600,0.0,0.0,25.0,23.0,9.0,0.0125,0.043478260869565216,0.25
155,200,-2006.323901784453,11.0,0.6177446102819237,0.7317073170731707,0.07986798679867982,0.44896199999999997,cuda,dueling,scale,100.0,2000,0.007485823705792427,-0.16206985712051392,41.0,35.0,6.0,0.02,0.24390243902439024,0.1
156,200,-2063.378417578248,28.0,0.6185155626496409,0.6379310344827587,0.07708947885939035,0.44516200000000006,cuda,dueling,scale,100.0,2400,0.002261366849998012,-0.31255308143794536,65.0,42.0,21.0,0.015,0.32558139534883723,0.3783783783783784
157,200,-2065.3134432175375,3.0,0.6190075693860387,0.9487179487179487,0.11999999999999841,0.44136200000000003,cuda,dueling,scale,100.0,2800,0.0013984639223781415,-0.3543562901765108,60.0,34.0,9.0,0.015,0.08571428571428572,0.0
158,200,-1935.9606418332007,10.0,0.6095076400679117,0.7241379310344828,0.2564102564102557,0.437562,cuda,dueling,scale,100.0,3200,0.0014224604432820343,-0.3834421253204346,37.0,24.0,7.0,0.0075,0.27586206896551724,0.2
159,200,-1796.8800716449878,34.0,0.5798611111111112,0.3023255813953488,0.18349206349206346,0.433762,cuda,dueling,scale,100.0,3600,0.001200229957466945,-0.38406944885849953,18.0,42.0,3.0,0.005,0.6363636363636364,1.0
160,200,-1967.4980610012042,17.0,0.607563025210084,0.8235294117647058,0.3931972789115641,0.42996199999999996,cuda,dueling,scale,100.0,4000,0.001215788953122683,-0.39033513352274896,69.0,44.0,9.0,0.0075,0.125,0.5882352941176471
161,200,-1934.360405300804,12.0,0.6047904191616766,0.7659574468085106,0.4799999999999984,0.42616200000000004,cuda,dueling,scale,100.0,4400,0.001513899932615459,-0.39254430055618283,56.0,39.0,8.0,0.0075,0.25,0.09090909090909091
162,200,-1913.005804650381,18.0,0.6030534351145038,0.2727272727272727,0.44999999999999934,0.422362,cuda,dueling,scale,100.0,4800,0.0015301532205194235,-0.41639609791338444,25.0,21.0,2.0,0.0075,0.782608695652174,0.0
163,200,-2076.043005016522,14.0,0.5996548748921484,0.8688524590163934,0.1306666666666666,0.418562,cuda,dueling,scale,100.0,5200,0.0014133208128623664,-0.4205089549720287,59.0,51.0,10.0,0.0075,0.16901408450704225,0.1111111111111111
164,200,-1722.0596213785982,88.0,0.5467687074829932,0.25,0.3026182102383744,0.41476199999999996,cuda,dueling,scale,100.0,5600,0.0013464807969285175,-0.41755722239613535,24.0,100.0,15.0,0.0275,0.7307692307692307,0.6
165,200,-2158.4245388163927,1.0,0.644602048857368,0.9655172413793104,0.06666666666666222,0.41096199999999994,cuda,dueling,scale,100.0,6000,0.0013860610741539858,-0.42274840265512464,42.0,25.0,6.0,0.0075,0.037037037037037035,0.0
166,200,-2054.424345820775,13.0,0.6146095717884131,0.7884615384615384,0.28888888888888836,0.407162,cuda,dueling,scale,100.0,6400,0.0011861482118547429,-0.4467759963870048,55.0,45.0,8.0,0.0025,0.24,0.1
167,200,-1904.7703911609449,29.0,0.5967878275570583,0.2972972972972973,0.11281019450033533,0.403362,cuda,dueling,scale,100.0,6800,0.0017764987194095738,-0.4838551853597164,26.0,38.0,4.0,0.015,0.5641025641025641,1.0
168,200,-1877.5863708249758,57.0,0.5779816513761468,0.3918918918918919,0.21552238805970148,0.399562,cuda,dueling,scale,100.0,7200,0.001599558936432004,-0.467969678491354,44.0,65.0,9.0,0.005,0.581081081081081,0.7777777777777778
169,200,-2028.9845548673866,29.0,0.6130856219709209,0.6730769230769231,0.12376747608535686,0.39576199999999995,cuda,dueling,scale,100.0,7600,0.0014432626543566585,-0.46374856486916544,34.0,50.0,9.0,0.0225,0.32894736842105265,0.23529411764705882
170,200,-2040.608130618724,21.0,0.6192400970088925,0.5555555555555556,0.12510638297872337,0.39196200000000003,cuda,dueling,scale,100.0,8000,0.001257121753587853,-0.4514780941605568,77.0,20.0,8.0,0.01,0.46153846153846156,0.75
171,200,-1978.7249673623955,20.0,0.6003401360544217,0.6585365853658537,0.3703703703703701,0.3881620000000001,cuda,dueling,scale,100.0,8400,0.0012744955299422145,-0.44793049097061155,48.0,30.0,14.0,0.015,0.45161290322580644,0.23076923076923078
172,200,-1929.46867916377,38.0,0.601957585644372,0.1935483870967742,0.3592039800995024,0.3843620000000001,cuda,dueling,scale,100.0,8800,0.0011459561868105083,-0.4583671003580093,27.0,29.0,5.0,0.01,0.8055555555555556,1.0
173,200,-2005.2391449973322,8.0,0.6013925152306353,0.8958333333333334,0.19393939393939333,0.38056200000000007,cuda,dueling,scale,100.0,9200,0.001191684247169178,-0.4676044490933418,82.0,34.0,14.0,0.005,0.12244897959183673,0.08333333333333333
174,200,-2136.054856637472,5.0,0.6309813463098135,0.9210526315789473,0.18518518518518381,0.37676200000000004,cuda,dueling,scale,100.0,9600,0.0011476382031105458,-0.47024629458785056,18.0,41.0,1.0,0.01,0.06818181818181818,1.0
175,200,-1943.450822162955,37.0,0.6013289036544851,0.5394736842105263,0.19712023038156945,0.372962,cuda,dueling,scale,100.0,10000,0.001241271699545905,-0.4830169416964054,85.0,58.0,21.0,0.01,0.5573770491803278,0.08571428571428572
176,200,-1891.082906321429,32.0,0.5911789652247668,0.6176470588235294,0.43206751054852305,0.3691620000000001,cuda,dueling,scale,100.0,10400,0.0011529058846645058,-0.47928056985139844,38.0,63.0,6.0,0.01,0.4411764705882353,0.16666666666666666
177,200,-1774.22914814525,38.0,0.5719298245614035,0.3142857142857143,0.3008333333333333,0.3653620000000001,cuda,dueling,scale,100.0,10800,0.001095305880298838,-0.4803349496424198,47.0,32.0,7.0,0.0125,0.5581395348837209,1.0
178,200,-2054.0040076351597,14.0,0.6258064516129033,0.64,0.4666666666666655,0.36156200000000005,cuda,dueling,scale,100.0,11200,0.0010317833794397302,-0.48534351974725726,29.0,18.0,10.0,0.0175,0.4444444444444444,0.3157894736842105
179,200,-1890.524266791553,25.0,0.5936698032506416,0.74,0.07221259387637202,0.357762,cuda,dueling,scale,100.0,11600,0.0010917767518549225,-0.4913503667712212,55.0,46.0,7.0,0.0075,0.36764705882352944,0.0
180,200,-1954.2136804110926,24.0,0.6026823134953898,0.6041666666666666,0.2559999999999999,0.353962,cuda,dueling,scale,100.0,12000,0.0012602810663520359,-0.49526620641350744,26.0,43.0,6.0,0.0025,0.42857142857142855,0.3333333333333333
181,200,-1812.4750283121298,36.0,0.577391304347826,0.45,0.10614250614250613,0.3501620000000001,cuda,dueling,scale,100.0,12400,0.0011686438793549313,-0.4981668113172054,31.0,39.0,2.0,0.015,0.6428571428571429,0.0
182,200,-1866.2386970607834,21.0,0.5893635571054926,0.6538461538461539,0.10769230769230767,0.34636200000000006,cuda,dueling,scale,100.0,12800,0.0011150816676672548,-0.50207030788064,74.0,45.0,7.0,0.0075,0.34545454545454546,0.15384615384615385
183,200,-1923.0574697692107,19.0,0.6018675721561969,0.7708333333333334,0.22079510703363903,0.34256200000000003,cuda,dueling,scale,100.0,13200,0.0010712724024779163,-0.5144168816506862,50.0,26.0,23.0,0.0075,0.10526315789473684,0.35714285714285715
184,200,-1969.999431142865,30.0,0.6049382716049383,0.46153846153846156,0.6122448979591832,0.338762,cuda,dueling,scale,100.0,13600,0.0012939882482169195,-0.5300880861282349,67.0,34.0,10.0,0.045,0.5128205128205128,0.5555555555555556
185,200,-1868.6463139260673,18.0,0.5926892950391645,0.6829268292682927,0.4319999999999994,0.334962,cuda,dueling,scale,100.0,14000,0.0013061528644175268,-0.5253441207110882,80.0,37.0,7.0,0.015,0.3157894736842105,0.5
186,200,-1937.7700669022065,29.0,0.6038047973531845,0.1724137931034483,0.16938569989929503,0.33116200000000007,cuda,dueling,scale,100.0,14400,0.0012879278656328097,-0.5267975525557995,44.0,23.0,7.0,0.005,0.76,0.7142857142857143
187,200,-1967.472412954082,10.0,0.6127946127946128,0.7307692307692307,0.2083333333333329,0.32736200000000004,cuda,dueling,scale,100.0,14800,0.001335270998533815,-0.5323979592323304,25.0,23.0,4.0,0.0025,0.24,0.5
188,200,-2004.16812752725,24.0,0.6140065146579805,0.5909090909090909,0.11162790697674417,0.323562,cuda,dueling,scale,100.0,15200,0.001265918559220154,-0.5392972256243229,40.0,34.0,11.0,0.0125,0.43243243243243246,0.38095238095238093
189,200,-1981.9965876620527,10.0,0.6137699412258606,0.7575757575757576,0.3333333333333322,0.319762,cuda,dueling,scale,100.0,15600,0.0012414642830844969,-0.5407149286568165,26.0,29.0,9.0,0.0225,0.21428571428571427,0.36363636363636365
190,200,-2100.3133120006473,7.0,0.6278501628664495,0.7777777777777778,0.15555555555555506,0.31596199999999997,cuda,dueling,scale,100.0,16000,0.0012279723442043177,-0.5423964729905129,25.0,14.0,4.0,0.0025,0.3181818181818182,0.0
191,200,-2067.325885433132,19.0,0.619935170178282,0.7115384615384616,0.3592039800995021,0.31216200000000005,cuda,dueling,scale,100.0,16400,0.0013393094963976182,-0.5264881336688996,43.0,42.0,14.0,0.0175,0.24528301886792453,0.23076923076923078
192,200,-1861.262044336709,42.0,0.5817717206132879,0.6056338028169014,0.2534482758620689,0.308362,cuda,dueling,scale,100.0,16800,0.0011934448147076183,-0.5321389798820019,37.0,53.0,21.0,0.02,0.4810126582278481,0.10526315789473684
193,200,-1982.8298592906945,9.0,0.6116751269035533,0.8421052631578947,0.1741935483870964,0.304562,cuda,dueling,scale,100.0,17200,0.0011189168665441684,-0.5396830090880393,29.0,31.0,8.0,0.005,0.11764705882352941,0.45454545454545453
194,200,-1954.3347392618894,15.0,0.6065989847715736,0.6,0.1401869158878504,0.300762,cuda,dueling,scale,100.0,17600,0.0010735317520448007,-0.529700527638197,12.0,24.0,1.0,0.0,0.30952380952380953,1.0
195,200,-1852.127801380145,45.0,0.584524810765349,0.16129032258064516,0.4285714285714285,0.29696199999999995,cuda,dueling,scale,100.0,18000,0.0012270699531654826,-0.5403846763074398,19.0,23.0,10.0,0.0075,0.8857142857142857,0.7368421052631579
196,200,-2135.9615879221888,21.0,0.6328916601714731,0.45161290322580644,0.15891891891891888,0.29316200000000003,cuda,dueling,scale,100.0,18400,0.0014078020682791249,-0.5609168647229672,36.0,33.0,6.0,0.025,0.5666666666666667,0.3333333333333333
197,200,-1988.5607410558855,35.0,0.6085552865213882,0.46511627906976744,0.2057094878253568,0.289362,cuda,dueling,scale,100.0,18800,0.0012077970456448384,-0.5599832406640053,51.0,41.0,3.0,0.0125,0.6071428571428571,0.25
198,200,-1974.013770305149,39.0,0.6021328958162429,0.6119402985074627,0.31393188854489157,0.285562,cuda,dueling,scale,100.0,19200,0.0011771551123820245,-0.5708866260945797,53.0,50.0,19.0,0.015,0.36,0.3333333333333333
199,200,-2023.607264357563,4.0,0.6229235880398671,0.8571428571428571,0.13333333333333222,0.28176199999999996,cuda,dueling,scale,100.0,19600,0.0012024102386203595,-0.5752228419482708,21.0,13.0,9.0,0.005,0.0,0.3076923076923077
200,200,-1821.056009687656,37.0,0.5884413309982487,0.38181818181818183,0.08334855403348554,0.27796200000000004,cuda,dueling,scale,100.0,20000,0.001317737949138973,-0.5831713986396789,39.0,47.0,10.0,0.005,0.5882352941176471,0.4666666666666667
201,200,-2052.794435586135,9.0,0.6146095717884131,0.890625,0.28421052631578847,0.274162,cuda,dueling,scale,100.0,20400,0.0016366352391196414,-0.5787384885549546,29.0,44.0,20.0,0.015,0.10638297872340426,0.10256410256410256
202,200,-2067.161155671232,13.0,0.6257073565076798,0.7222222222222222,0.3414141414141407,0.2703620000000001,cuda,dueling,scale,100.0,20800,0.0014662100962596013,-0.5898086014389992,45.0,30.0,10.0,0.01,0.2127659574468085,0.23076923076923078
203,200,-2015.6409090746772,21.0,0.6142506142506142,0.6590909090909091,0.18967741935483864,0.2665620000000001,cuda,dueling,scale,100.0,21200,0.0014656096257385798,-0.5938979259133339,59.0,33.0,13.0,0.005,0.35714285714285715,0.2857142857142857
204,200,-2206.665517689426,19.0,0.613036303630363,0.5,0.16829836829836822,0.26276200000000005,cuda,dueling,scale,100.0,21600,0.0015396921295905486,-0.6040097112953663,71.0,25.0,7.0,0.0,0.5151515151515151,0.15384615384615385
205,200,-2029.1031273578647,19.0,0.6176470588235294,0.6862745098039216,0.24810996563573867,0.258962,cuda,dueling,scale,100.0,22000,0.0015628214098978787,-0.5993750204145908,37.0,42.0,14.0,0.0125,0.36585365853658536,0.16666666666666666
206,200,-1861.2150342375874,19.0,0.5864197530864198,0.625,0.2056980056980056,0.2551620000000001,cuda,dueling,scale,100.0,22400,0.001546253794513177,-0.6085500353574753,42.0,27.0,5.0,0.0025,0.3939393939393939,0.6666666666666666
207,200,-2109.7320290039756,2.0,0.6292042657916325,0.9722222222222222,0.06666666666666556,0.2513620000000001,cuda,dueling,scale,100.0,22800,0.0015460057399468497,-0.6201790943741798,40.0,33.0,7.0,0.0125,0.058823529411764705,0.0
208,200,-1894.4714214090418,35.0,0.5941422594142259,0.2222222222222222,0.25762355415352256,0.24756200000000006,cuda,dueling,scale,100.0,23200,0.0016993385649402626,-0.6089402851462364,32.0,26.0,2.0,0.0075,0.7857142857142857,0.5
209,200,-1922.8422156730646,29.0,0.6035502958579881,0.36363636363636365,0.11326599326599325,0.24376200000000003,cuda,dueling,scale,100.0,23600,0.001549321056518238,-0.611353343874216,31.0,43.0,2.0,0.0175,0.5490196078431373,0.3333333333333333
210,200,-2180.9690069982494,3.0,0.6401906274821286,0.9166666666666666,0.11999999999999841,0.239962,cuda,dueling,scale,100.0,24000,0.001601785863749683,-0.6250789198279381,62.0,19.0,6.0,0.0025,0.13043478260869565,0.0
211,200,-1793.2499603170554,8.0,0.5877587758775877,0.6428571428571429,0.26666666666666555,0.2361620000000001,cuda,dueling,scale,100.0,24400,0.001892403750680387,-0.625345881730318,47.0,14.0,1.0,0.01,0.3333333333333333,1.0
212,200,-1934.7101930388947,32.0,0.5973266499582289,0.5789473684210527,0.28683473389355735,0.23236200000000007,cuda,dueling,scale,100.0,24800,0.0017066883685765788,-0.6178438736498356,72.0,51.0,8.0,0.02,0.5,0.0
213,200,-1977.3437218938839,24.0,0.6076158940397351,0.25,0.07868852459016393,0.22856200000000004,cuda,dueling,scale,100.0,25200,0.0016610708687221632,-0.6289038053154945,20.0,16.0,0.0,0.0,0.8275862068965517,0.0
214,200,-1879.3184179384816,20.0,0.5941278065630398,0.46153846153846156,0.2614379084967319,0.22476200000000002,cuda,dueling,scale,100.0,25600,0.0017093102191574872,-0.6284121419489384,33.0,24.0,4.0,0.005,0.45161290322580644,0.8571428571428571
215,200,-1902.689863228576,8.0,0.6078767123287672,0.6875,0.19393939393939333,0.220962,cuda,dueling,scale,100.0,26000,0.0016000555592472665,-0.6207829590141773,26.0,16.0,6.0,0.035,0.5333333333333333,0.0
216,200,-1954.432739744833,14.0,0.6120401337792643,0.5,0.19797979797979778,0.21716200000000008,cuda,dueling,scale,100.0,26400,0.001783060230955016,-0.6112894926965237,34.0,17.0,1.0,0.0175,0.5454545454545454,1.0
217,200,-2024.3302705803103,30.0,0.6166394779771615,0.6052631578947368,0.08771929824561402,0.21336200000000005,cuda,dueling,scale,100.0,26800,0.0017299326625652611,-0.601614094376564,31.0,35.0,7.0,0.01,0.5454545454545454,0.0
218,200,-1918.2511369405645,28.0,0.6013344453711427,0.48148148148148145,0.06666666666666665,0.20956200000000003,cuda,dueling,scale,100.0,27200,0.0016384620493045078,-0.6044961014389991,50.0,27.0,0.0,0.0,0.6829268292682927,0.0
219,200,-1924.1065594067456,37.0,0.5978530140379852,0.35555555555555557,0.20236511456023648,0.205762,cuda,dueling,scale,100.0,27600,0.0016932438654475846,-0.618850105702877,61.0,43.0,4.0,0.0175,0.7,0.3333333333333333
220,200,-2033.8115573716316,8.0,0.6196013289036545,0.7083333333333334,0.13333333333333305,0.20196199999999997,cuda,dueling,scale,100.0,28000,0.0017575460861553437,-0.6131286446750164,67.0,21.0,5.0,0.0075,0.2222222222222222,0.0
221,200,-2069.1293476021838,12.0,0.6228571428571429,0.6206896551724138,0.09230769230769226,0.19816200000000006,cuda,dueling,scale,100.0,28400,0.0019048516172915698,-0.5989612713456154,50.0,26.0,5.0,0.005,0.3448275862068966,0.2
222,200,-1824.695295471188,51.0,0.5808636748518204,0.18181818181818182,0.1052823315118397,0.19436200000000003,cuda,dueling,scale,100.0,28800,0.0016626733035081998,-0.5953573048114776,69.0,29.0,4.0,0.0,0.8823529411764706,0.75
223,200,-2008.824604009098,19.0,0.6107883817427386,0.45161290322580644,0.1458585858585858,0.190562,cuda,dueling,scale,100.0,29200,0.0017111116123851389,-0.5986790183186531,74.0,22.0,11.0,0.045,0.7142857142857143,0.21052631578947367
224,200,-1982.9978891013566,8.0,0.6202321724709784,0.5714285714285714,0.3047619047619033,0.18676199999999998,cuda,dueling,scale,100.0,29600,0.001628772743861191,-0.6025294663012027,24.0,10.0,4.0,0.01,0.21428571428571427,0.7142857142857143
225,200,-2156.9291344152452,3.0,0.6283839212469237,0.9310344827586207,0.11999999999999841,0.18296199999999996,cuda,dueling,scale,100.0,30000,0.0015681149429292419,-0.6075217986106872,12.0,29.0,0.0,0.005,0.08333333333333333,0.0
226,200,-1956.5420580818381,41.0,0.5998370008149959,0.4745762711864407,0.44648074369189894,0.17916200000000004,cuda,dueling,scale,100.0,30400,0.0018609310596366412,-0.5863867844641208,43.0,59.0,4.0,0.01,0.4157303370786517,0.5
227,200,-2075.4100759498,9.0,0.624693376941946,0.9074074074074074,0.1636363636363633,0.17536200000000002,cuda,dueling,scale,100.0,30800,0.0017869123874697833,-0.5902262189984322,55.0,43.0,15.0,0.03,0.0625,0.23076923076923078
228,200,-1941.6665655839038,2.0,0.613013698630137,0.8571428571428571,0.06666666666666556,0.171562,cuda,dueling,scale,100.0,31200,0.0019350660889176652,-0.5991787271201611,20.0,12.0,8.0,0.0225,0.2,0.0
229,200,-1939.489364550621,13.0,0.6099410278011794,0.45,0.2299319727891153,0.16776199999999997,cuda,dueling,scale,100.0,31600,0.0016750776211847552,-0.590915584564209,25.0,21.0,3.0,0.0125,0.5789473684210527,0.5
