episode,step_count,train_reward,train_throughput,train_drop_rate,train_jamming_failure_rate,train_fairness,epsilon,replay_size,avg_loss,avg_q,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,invalid_action_rate,backscatter_success_rate,active_success_rate
31,200,-1910.1392555918983,45.0,0.5898922949461475,0.5806451612903226,0.29157667386609065,0.802362,12400,2.8037762773036956,-22.985827589035033,53.0,48.0,16.0,0.01,0.5072463768115942,0.35714285714285715
32,200,-2085.7290322762246,10.0,0.632,0.7586206896551724,0.15873015873015847,0.794762,12800,2.8656162244081496,-24.095490112304688,14.0,24.0,6.0,0.0025,0.3076923076923077,0.18181818181818182
33,200,-1953.7484632870512,27.0,0.6033333333333334,0.6041666666666666,0.7253731343283575,0.787162,13200,2.8211273616552353,-23.550046396255492,39.0,38.0,11.0,0.01,0.32075471698113206,0.5263157894736842
34,200,-1896.9594327956004,51.0,0.5856307435254804,0.6075949367088608,0.45994694960212196,0.779562,13600,2.7281059926748275,-24.638546342849732,45.0,68.0,12.0,0.0025,0.43434343434343436,0.42105263157894735
35,200,-1729.3388628529615,77.0,0.5501285347043702,0.37142857142857144,0.4348368170150348,0.771962,14000,2.9506082105636597,-25.89552212715149,49.0,59.0,15.0,0.0125,0.75,0.6363636363636364
36,200,-1970.1432831337731,32.0,0.6072013093289689,0.4883720930232558,0.3282051282051281,0.764362,14400,3.386904853582382,-28.613509616851807,39.0,35.0,11.0,0.015,0.4583333333333333,0.47619047619047616
37,200,-1889.9681745829173,16.0,0.5979292493528904,0.717948717948718,0.2752688172043008,0.756762,14800,3.211613861322403,-29.37027946472168,31.0,31.0,9.0,0.0125,0.2777777777777778,0.3333333333333333
38,200,-2080.0389173157305,9.0,0.6240786240786241,0.9193548387096774,0.21599999999999941,0.749162,15200,3.171443954706192,-29.98714846611023,75.0,50.0,17.0,0.0225,0.06756756756756757,0.14285714285714285
39,200,-1805.546634623071,26.0,0.5785270629991127,0.5849056603773585,0.14261603375527424,0.741562,15600,3.031033288836479,-30.090999927520752,29.0,50.0,5.0,0.01,0.29508196721311475,0.8
40,200,-2059.304900602012,37.0,0.615993665874901,0.6282051282051282,0.638228438228438,0.733962,16000,3.1696866285800933,-30.380526847839356,43.0,65.0,17.0,0.015,0.26582278481012656,0.5714285714285714
41,200,-1909.884622810944,24.0,0.5984719864176571,0.7037037037037037,0.47999999999999965,0.726362,16400,3.10143492937088,-36.2779736995697,44.0,44.0,14.0,0.0125,0.25757575757575757,0.28
42,200,-1915.35836302193,53.0,0.5846407927332783,0.5897435897435898,0.2717948717948718,0.718762,16800,3.2956058239936827,-38.15457317352295,64.0,57.0,24.0,0.0125,0.4567901234567901,0.36363636363636365
43,200,-2053.7431591470436,21.0,0.6213826366559485,0.53125,0.3094736842105261,0.7111620000000001,17200,3.2732859647274015,-38.985379180908204,30.0,27.0,12.0,0.02,0.6071428571428571,0.3076923076923077
44,200,-1951.0458381357116,21.0,0.605857740585774,0.6571428571428571,0.20275862068965508,0.703562,17600,3.0230727112293243,-38.156581983566284,51.0,28.0,8.0,0.02,0.3953488372093023,0.26666666666666666
45,200,-1821.4313106222041,69.0,0.572986577181208,0.4943820224719101,0.2450965250965251,0.695962,18000,3.0997991359233854,-38.77026372909546,46.0,70.0,22.0,0.01,0.5196078431372549,0.42105263157894735
46,200,-1986.6641599690913,53.0,0.5980707395498392,0.5507246376811594,0.20201366414958646,0.688362,18400,3.0977396357059477,-43.02016942977905,58.0,52.0,19.0,0.0075,0.55,0.2571428571428571
47,200,-2036.8796491338735,3.0,0.6240663900414938,0.92,0.11999999999999841,0.6807620000000001,18800,3.003256739974022,-43.40971092224121,23.0,18.0,9.0,0.01,0.047619047619047616,0.2
48,200,-2024.8369846415142,16.0,0.6126350789692435,0.6976744186046512,0.17777777777777767,0.673162,19200,2.9253101527690886,-43.360726547241214,61.0,29.0,15.0,0.0025,0.3870967741935484,0.16
49,200,-2052.4669211674445,14.0,0.61998361998362,0.84375,0.40833333333333244,0.665562,19600,2.965252538919449,-44.131139736175534,42.0,50.0,14.0,0.015,0.10714285714285714,0.32
50,200,-2134.0646019717346,5.0,0.6208333333333333,0.84,0.18518518518518381,0.6579619999999999,20000,3.0957218408584595,-44.346970100402835,12.0,22.0,4.0,0.005,0.21739130434782608,0.0
51,200,-1898.9744773657296,18.0,0.5876106194690266,0.8026315789473685,0.29999999999999977,0.6503620000000001,20400,3.2226461482048037,-47.76441762924194,66.0,51.0,27.0,0.0275,0.17647058823529413,0.1276595744680851
52,200,-2055.009647203398,27.0,0.6143896523848019,0.7254901960784313,0.14252199413489733,0.6427620000000001,20800,3.343864518404007,-49.950618000030516,79.0,31.0,20.0,0.0175,0.44642857142857145,0.058823529411764705
53,200,-1967.5639494656828,45.0,0.6017770597738288,0.47368421052631576,0.1750972762645914,0.635162,21200,3.227719683647156,-49.6560690498352,45.0,49.0,12.0,0.03,0.5303030303030303,0.5555555555555556
54,200,-1901.649346942981,40.0,0.5896147403685092,0.5223880597014925,0.3271983640081799,0.627562,21600,3.4625628554821013,-49.1881735420227,21.0,60.0,10.0,0.01,0.2911392405063291,0.9444444444444444
55,200,-2118.069282021244,14.0,0.6165289256198347,0.9247311827956989,0.19215686274509786,0.619962,22000,3.090949161052704,-48.27282917022705,31.0,75.0,23.0,0.02,0.08403361344537816,0.09090909090909091
56,200,-1828.0867224382405,68.0,0.5702410640066501,0.3548387096774194,0.3034120734908136,0.6123620000000001,22400,3.2534009450674057,-54.91896070480347,42.0,48.0,15.0,0.0025,0.6842105263157895,0.5714285714285714
57,200,-2139.0321902246073,20.0,0.622792937399679,0.7021276595744681,0.23391812865497064,0.604762,22800,3.578891524076462,-57.02491622924805,61.0,31.0,17.0,0.0125,0.42857142857142855,0.0625
58,200,-1841.949150802751,40.0,0.5800344234079173,0.5873015873015873,0.14981273408239698,0.597162,23200,3.3740020048618318,-55.704394035339355,46.0,56.0,8.0,0.02,0.40963855421686746,0.46153846153846156
59,200,-2026.859270734071,17.0,0.6193969030154849,0.6451612903225806,0.3158469945355188,0.589562,23600,3.7537655794620512,-57.13776214599609,52.0,29.0,4.0,0.0175,0.35714285714285715,0.3333333333333333
60,200,-2060.9088259672544,30.0,0.6144578313253012,0.75,0.1408450704225352,0.5819620000000001,24000,3.7197525656223296,-56.54508069992065,55.0,66.0,7.0,0.0075,0.28,0.14285714285714285
61,200,-2016.9928439482637,17.0,0.6134105960264901,0.7358490566037735,0.2438818565400842,0.574362,24400,3.54344260931015,-60.80379812240601,64.0,48.0,6.0,0.005,0.22580645161290322,0.375
62,200,-1863.9821672190735,36.0,0.5846153846153846,0.36363636363636365,0.2066985645933014,0.566762,24800,3.6514316070079804,-61.785243606567384,55.0,28.0,9.0,0.0125,0.6976744186046512,0.5
63,200,-1946.3769959391936,34.0,0.595655806182122,0.6590909090909091,0.19461279461279457,0.5591619999999999,25200,3.455502095222473,-62.028423404693605,46.0,86.0,5.0,0.0175,0.2967032967032967,0.875
64,200,-1960.9222235585669,74.0,0.5972778222578062,0.46987951807228917,0.26038991916310034,0.551562,25600,3.470302758216858,-62.547363681793215,108.0,56.0,28.0,0.015,0.6904761904761905,0.2962962962962963
65,200,-1995.0621588947024,13.0,0.6109243697478992,0.7931034482758621,0.28888888888888836,0.5439620000000001,26000,3.4845986199378967,-60.95369626998902,73.0,52.0,10.0,0.0125,0.12727272727272726,0.375
66,200,-1914.1903853640933,51.0,0.588477366255144,0.5764705882352941,0.5368421052631578,0.536362,26400,3.488263634443283,-66.32189908981323,56.0,67.0,21.0,0.0075,0.42857142857142855,0.525
67,200,-2060.9988679650373,5.0,0.6276595744680851,0.8709677419354839,0.23809523809523583,0.5287620000000001,26800,3.3625788009166717,-66.38660827636718,32.0,26.0,9.0,0.0125,0.03333333333333333,0.3076923076923077
68,200,-2116.031235930479,7.0,0.6259228876127974,0.9047619047619048,0.21777777777777682,0.5211619999999999,27200,3.4973411846160887,-66.5732756614685,41.0,66.0,3.0,0.015,0.1,0.0
69,200,-1817.3632519630582,43.0,0.5779500430663221,0.4918032786885246,0.32871111111111107,0.513562,27600,3.593521031141281,-67.14939401626587,62.0,39.0,26.0,0.015,0.3125,0.8
70,200,-1849.9790577470778,57.0,0.5859178541492037,0.2826086956521739,0.11855500821018063,0.505962,28000,3.6595898151397703,-67.01131504058839,62.0,37.0,10.0,0.01,0.8793103448275862,0.3333333333333333
71,200,-2134.977540575417,14.0,0.6329113924050633,0.7931034482758621,0.22528735632183883,0.4983620000000001,28400,3.785482004880905,-72.37153760910034,26.0,53.0,6.0,0.0025,0.1686746987951807,0.0
72,200,-2042.9666804489393,16.0,0.6208299430431244,0.6904761904761905,0.21880341880341864,0.49076200000000003,28800,3.473124474287033,-72.55515802383422,26.0,39.0,7.0,0.0175,0.32,0.0
73,200,-2012.7395119015277,21.0,0.6171617161716172,0.7755102040816326,0.2145985401459853,0.4831620000000001,29200,3.9547820699214937,-73.388528175354,36.0,32.0,18.0,0.015,0.1346153846153846,0.4
74,200,-2028.0609506490637,4.0,0.6149279050042409,0.94,0.10666666666666597,0.47556200000000004,29600,3.8102214407920836,-73.55993263244629,33.0,39.0,12.0,0.01,0.0392156862745098,0.08333333333333333
75,200,-1952.6020417734242,23.0,0.6045531197301856,0.7049180327868853,0.33587301587301566,0.467962,30000,3.6949313282966614,-74.10809551239014,55.0,49.0,17.0,0.015,0.2857142857142857,0.2413793103448276
76,200,-1956.1641327439118,44.0,0.5934156378600823,0.620253164556962,0.4710462287104622,0.46036200000000005,30400,3.5815300166606905,-78.47264324188232,52.0,55.0,29.0,0.0175,0.35135135135135137,0.3673469387755102
77,200,-2053.126766738455,8.0,0.6164154103852596,0.8974358974358975,0.10666666666666648,0.452762,30800,3.8702051651477816,-80.42223857879638,41.0,36.0,7.0,0.015,0.08333333333333333,0.3333333333333333
78,200,-1882.1105053364531,38.0,0.583547557840617,0.7083333333333334,0.30272536687631024,0.44516200000000006,31200,3.7877230548858645,-79.91325584411621,62.0,86.0,18.0,0.0225,0.2905982905982906,0.13793103448275862
79,200,-1985.2814538920948,24.0,0.6056572379367721,0.7571428571428571,0.25945945945945936,0.437562,31600,3.6627517354488375,-79.09487155914307,55.0,59.0,16.0,0.0175,0.2638888888888889,0.3333333333333333
80,200,-1896.9180810135085,28.0,0.5977984758679086,0.5531914893617021,0.3148594377510039,0.42996199999999996,32000,3.8832062065601347,-80.77313625335694,65.0,37.0,16.0,0.0275,0.3611111111111111,0.7142857142857143
81,200,-1846.7967105622479,36.0,0.5842600513259196,0.35135135135135137,0.27870967741935476,0.422362,32400,4.128540326356887,-86.59960430145264,30.0,31.0,13.0,0.0275,0.6111111111111112,0.6086956521739131
82,200,-2114.296559883813,19.0,0.6129568106312292,0.8604651162790697,0.24810996563573867,0.41476199999999996,32800,3.9971573066711428,-86.7523056793213,81.0,69.0,20.0,0.01,0.14285714285714285,0.17647058823529413
83,200,-1980.5973501270068,5.0,0.6060606060606061,0.9375,0.09803921568627413,0.407162,33200,3.83725670337677,-86.69991062164307,104.0,20.0,29.0,0.0075,0.047619047619047616,0.07547169811320754
84,200,-1824.234937603696,72.0,0.5697770437654831,0.3620689655172414,0.10510948905109489,0.399562,33600,3.915054106712341,-87.68922237396241,70.0,42.0,17.0,0.0075,0.782608695652174,0.5625
85,200,-1992.3573859766936,18.0,0.6013628620102215,0.8095238095238095,0.234782608695652,0.39196200000000003,34000,4.107280018329621,-87.28200756072998,33.0,48.0,20.0,0.0125,0.24561403508771928,0.13333333333333333
86,200,-2026.8497748208454,36.0,0.6026165167620605,0.4634146341463415,0.19907834101382485,0.3843620000000001,34400,4.1825112998485565,-95.7784983444214,103.0,28.0,14.0,0.03,0.625,0.4583333333333333
87,200,-2026.6314999239116,47.0,0.6112012987012987,0.5857142857142857,0.23562666666666662,0.37676200000000004,34800,4.121396549940109,-96.69200553894044,59.0,58.0,14.0,0.005,0.4074074074074074,0.5
88,200,-2043.8025690922825,17.0,0.6181520850367948,0.56,0.3058201058201055,0.3691620000000001,35200,4.247710654735565,-96.47420623779297,68.0,12.0,14.0,0.02,0.3333333333333333,0.42857142857142855
89,200,-2079.3643868683525,2.0,0.6143344709897611,0.9523809523809523,0.06666666666666556,0.36156200000000005,35600,4.384706233739853,-96.63439815521241,46.0,15.0,8.0,0.0175,0.0,0.16666666666666666
90,200,-1909.503638148928,64.0,0.5804081632653061,0.4935064935064935,0.16960662525879916,0.353962,36000,4.081235432624817,-95.93481483459473,62.0,68.0,19.0,0.0275,0.5612244897959183,0.2727272727272727
91,200,-1925.0755930747794,17.0,0.5991416309012876,0.7636363636363637,0.4099290780141838,0.34636200000000006,36400,4.43850204706192,-102.59874294281006,82.0,41.0,16.0,0.005,0.1590909090909091,0.38461538461538464
92,200,-1995.0423323828802,38.0,0.6009852216748769,0.5737704918032787,0.18728923476005185,0.338762,36800,4.388757275342941,-101.98140087127686,42.0,60.0,8.0,0.025,0.3953488372093023,0.2857142857142857
93,200,-1874.9673041583596,32.0,0.5930331350892099,0.4883720930232558,0.43206751054852305,0.33116200000000007,37200,4.2318686783313755,-101.94874305725098,81.0,34.0,14.0,0.0175,0.5142857142857142,0.5833333333333334
94,200,-1821.1089893416072,87.0,0.5682565789473685,0.41414141414141414,0.14250211804574978,0.323562,37600,4.330492869615555,-103.67520584106445,55.0,88.0,16.0,0.015,0.6833333333333333,0.18518518518518517
95,200,-1970.2364841276396,34.0,0.5983402489626556,0.7261904761904762,0.20716845878136197,0.31596199999999997,38000,4.298135712146759,-103.46212017059327,48.0,71.0,16.0,0.0125,0.3614457831325301,0.14285714285714285
96,200,-1812.324024106982,36.0,0.5697777777777778,0.5714285714285714,0.2938775510204081,0.308362,38400,4.815472152233124,-110.48824531555175,65.0,43.0,14.0,0.0075,0.3584905660377358,0.7083333333333334
97,200,-1928.2712231448359,16.0,0.6013686911890505,0.6938775510204082,0.2666666666666664,0.300762,38800,4.711780977249146,-112.75695938110351,49.0,26.0,25.0,0.005,0.12,0.35135135135135137
98,200,-1840.2691158284258,41.0,0.5801199657240789,0.6333333333333333,0.13389088012743924,0.29316200000000003,39200,4.522856469154358,-112.57465484619141,55.0,47.0,19.0,0.015,0.44594594594594594,0.2222222222222222
99,200,-1902.61814532421,36.0,0.5900253592561285,0.6461538461538462,0.27870967741935476,0.285562,39600,4.543167654275894,-111.54844078063965,60.0,41.0,29.0,0.025,0.2222222222222222,0.5416666666666666
100,200,-1936.0103167806487,49.0,0.5855481727574751,0.4878048780487805,0.13810756399194707,0.27796200000000004,40000,4.956416504383087,-113.19688762664795,48.0,73.0,16.0,0.0225,0.42696629213483145,0.5
101,200,-2143.5232640157064,10.0,0.6127946127946128,0.912621359223301,0.3333333333333322,0.2703620000000001,40400,4.941146204471588,-116.58482872009277,64.0,90.0,21.0,0.0325,0.072,0.03225806451612903
102,200,-2149.0137252523186,6.0,0.6334405144694534,0.9384615384615385,0.13333333333333283,0.26276200000000005,40800,4.255673282146454,-117.89489604949951,116.0,53.0,16.0,0.055,0.023529411764705882,0.15384615384615385
103,200,-2065.7588604281514,34.0,0.6029532403609515,0.515625,0.23212851405622487,0.2551620000000001,41200,4.652669023275376,-118.27211116790771,39.0,59.0,15.0,0.025,0.509090909090909,0.23076923076923078
104,200,-2155.8600344569863,32.0,0.6062091503267973,0.696969696969697,0.29425287356321833,0.24756200000000006,41600,4.675606528520584,-118.03384880065919,57.0,49.0,22.0,0.0175,0.37037037037037035,0.3157894736842105
105,200,-2320.522467748582,4.0,0.6241721854304636,0.9743589743589743,0.06666666666666639,0.239962,42000,4.918498162031174,-118.40472534179688,46.0,81.0,3.0,0.0325,0.034482758620689655,0.0
106,200,-2026.2611996757023,15.0,0.6102263202011735,0.7931034482758621,0.22388059701492516,0.23236200000000007,42400,4.617449526786804,-122.36063533782959,95.0,48.0,13.0,0.0075,0.20833333333333334,0.2777777777777778
107,200,-2055.6680266230837,0.0,0.616695059625213,1.0,1.0,0.22476200000000002,42800,4.613950572013855,-123.25565422058105,37.0,36.0,14.0,0.02,0.0,0.0
108,200,-1778.3556990090208,27.0,0.575134168157424,0.3902439024390244,0.09858012170385394,0.21716200000000008,43200,4.884810935258866,-124.79368194580078,76.0,37.0,5.0,0.0075,0.5510204081632653,0.0
109,200,-2167.1030736529287,15.0,0.630659253375695,0.9166666666666666,0.10948905109489046,0.20956200000000003,43600,4.778331397771836,-122.95914340972901,138.0,66.0,39.0,0.025,0.0136986301369863,0.22580645161290322
110,200,-2101.5490584412264,6.0,0.6259351620947631,0.9615384615384616,0.1199999999999996,0.20196199999999997,44000,4.620387694835663,-122.37376277923585,71.0,62.0,25.0,0.025,0.04819277108433735,0.04
111,200,-2083.0800538135286,39.0,0.6069131832797428,0.4576271186440678,0.13833560709413367,0.19436200000000003,44400,4.675207854509353,-128.74661979675292,24.0,46.0,13.0,0.0025,0.5625,0.5217391304347826
112,200,-1852.0647676673273,74.0,0.5698924731182796,0.5217391304347826,0.17808130081300813,0.18676199999999998,44800,4.677430299520492,-128.44989875793456,43.0,79.0,21.0,0.0225,0.5894736842105263,0.5
113,200,-2128.8589534392836,28.0,0.6056105610561056,0.8173913043478261,0.34385964912280687,0.17916200000000004,45200,4.990416736602783,-128.82620670318605,59.0,107.0,9.0,0.0175,0.13385826771653545,0.8461538461538461
114,200,-1869.0389026449236,60.0,0.567062818336163,0.6203703703703703,0.20304568527918782,0.171562,45600,4.96497423529625,-128.5439928817749,60.0,93.0,20.0,0.025,0.304635761589404,0.4375
115,200,-1974.3805790882288,40.0,0.5996732026143791,0.5,0.2231520223152022,0.16396200000000005,46000,4.871347554922104,-129.84830703735352,65.0,61.0,14.0,0.0375,0.3142857142857143,0.6923076923076923
116,200,-1954.804364355731,14.0,0.6030795551753636,0.8823529411764706,0.3111111111111106,0.156362,46400,5.115807423591614,-137.07450145721435,59.0,64.0,4.0,0.0075,0.08333333333333333,0.75
117,200,-1691.2468999755752,114.0,0.5339480301760269,0.33620689655172414,0.4366935483870968,0.14876200000000006,46800,4.989974038600922,-137.5192851257324,63.0,111.0,8.0,0.015,0.5838150289017341,0.8666666666666667
118,200,-2361.944629372301,7.0,0.609735269000854,0.9454545454545454,0.11264367816091927,0.14116200000000012,47200,4.8243095445632935,-135.28738899230956,52.0,108.0,7.0,0.0225,0.042682926829268296,0.0
119,200,-2178.185909197347,39.0,0.6125198098256736,0.7457627118644068,0.20736196319018402,0.13356200000000007,47600,5.080357823371887,-136.86464881896973,53.0,97.0,25.0,0.0125,0.21875,0.391304347826087
120,200,-1830.0128523020383,68.0,0.5797827903091061,0.2375,0.15170603674540684,0.12596200000000002,48000,4.908849506378174,-136.25437183380126,119.0,64.0,16.0,0.0175,0.835820895522388,0.375
121,200,-1954.590610150239,34.0,0.6172328086164043,0.18518518518518517,0.12310969116080935,0.11836200000000008,48400,5.13965206861496,-143.3043828201294,50.0,37.0,4.0,0.035,0.9714285714285714,0.0
122,200,-1977.2003460523622,22.0,0.609271523178808,0.6,0.3841269841269839,0.11076200000000003,48800,4.950001981258392,-143.78552795410155,69.0,11.0,29.0,0.0,0.75,0.24074074074074073
123,200,-1935.1870007934285,12.0,0.6047904191616766,0.7586206896551724,0.2399999999999996,0.10316200000000009,49200,4.570178502798081,-142.72901588439942,117.0,12.0,17.0,0.005,0.3,0.2
124,200,-1946.1045883506765,26.0,0.5864465682015638,0.7789473684210526,0.30867579908675785,0.09556200000000004,49600,5.065817523002624,-143.3887759399414,103.0,69.0,30.0,0.04,0.2638888888888889,0.16279069767441862
125,200,-2010.0806277109286,26.0,0.6095551894563427,0.7454545454545455,0.1453763440860215,0.08796199999999998,50000,5.088738210201264,-143.37412021636962,120.0,36.0,23.0,0.035,0.07407407407407407,0.5
126,200,-1902.385592656285,43.0,0.5881370091896407,0.6811594202898551,0.26738973246565434,0.08036200000000004,50400,4.893650640249252,-147.92977668762208,39.0,43.0,30.0,0.0125,0.30666666666666664,0.37037037037037035
127,200,-2131.9630358485847,41.0,0.6150793650793651,0.3541666666666667,0.2988444444444444,0.072762,50800,5.101160418987274,-149.24040229797365,100.0,30.0,25.0,0.0375,0.7857142857142857,0.4418604651162791
128,200,-2087.184328739632,23.0,0.6094137076796037,0.734375,0.07960872836719336,0.06516200000000005,51200,5.109412062168121,-150.24459712982178,38.0,49.0,16.0,0.0225,0.14473684210526316,0.46153846153846156
129,200,-2158.7042987010254,1.0,0.620050547598989,0.9830508474576272,0.06666666666666222,0.057562,51600,5.328069092035293,-150.19419692993165,89.0,41.0,21.0,0.0225,0.016666666666666666,0.0
130,200,-1967.4925175786457,45.0,0.5915841584158416,0.6666666666666666,0.3020134228187919,0.050000000000000044,52000,4.796334984302521,-149.01989166259764,28.0,88.0,18.0,0.01,0.1736111111111111,0.5882352941176471
131,200,-2145.9560240977667,0.0,0.6150556030795552,1.0,1.0,0.050000000000000044,52400,5.193648474216461,-152.28080673217772,70.0,67.0,22.0,0.0175,0.0,0.0
132,200,-2031.6834762037681,32.0,0.6153846153846154,0.7362637362637363,0.1416320885200553,0.050000000000000044,52800,5.113109298944473,-154.1541178894043,70.0,89.0,10.0,0.03,0.23140495867768596,0.2222222222222222
