total_reward,total_throughput,avg_throughput_per_frame,packet_delivery_ratio,packet_drop_rate,avg_queue_length,avg_delay_proxy,energy_efficiency,uav_energy_consumption,iot_energy_consumption,total_energy_consumption,jamming_failure_rate,collision_count,fairness_index,duplicate_target_count,invalid_action_count,episode_id,policy_name,scenario_name
-29923.412754834004,0.0,0.0,0.0,0.9899443587852785,9.966000000000001,1993.2000000000003,0.0,9.275483399593897,24.75,34.025483399593895,1.0,19.0,1.0,0.0,133.0,0,greedy_sinr,scenario_4_backscatter_types
-29910.48736024528,0.0,0.0,0.0,0.9899625267665952,9.969666666666667,1993.9333333333334,0.0,9.402691193458109,28.75,38.15269119345811,1.0,0.0,1.0,2.0,108.0,1,greedy_sinr,scenario_4_backscatter_types
-30010.869185638796,23.0,0.115,0.0015303746090890944,0.9884889214185907,9.963333333333333,86.63768115942028,0.7041979725414469,8.661269837220802,24.0,32.6612698372208,0.8558558558558559,0.0,0.2501182033096926,0.0,107.0,2,greedy_sinr,scenario_4_backscatter_types
-29751.49044603175,2.0,0.01,0.00013472549680026944,0.9897608622431795,9.971666666666668,997.1666666666667,0.0602205218229429,9.711269837220792,23.5,33.21126983722079,0.9924242424242424,0.0,0.06666666666666556,1.0,130.0,3,greedy_sinr,scenario_4_backscatter_types
-29874.399117604644,2.0,0.01,0.0001340931947703654,0.9898089171974522,9.967666666666666,996.7666666666667,0.049287272615362865,8.578427124746177,32.0,40.57842712474618,0.991304347826087,0.0,0.06666666666666556,0.0,133.0,4,greedy_sinr,scenario_4_backscatter_types
-30643.374594258188,15.0,0.075,0.0009785374127470807,0.9892360884597821,9.964666666666666,132.86222222222221,0.4390024193282606,9.418376618407349,24.75,34.16837661840735,0.8839285714285714,0.0,0.12820512820512814,1.0,149.0,5,greedy_sinr,scenario_4_backscatter_types
-30183.7667132035,2.0,0.01,0.00013274042609676777,0.9899117276166457,9.968,996.8,0.060750904858263316,8.671320343559634,24.25,32.921320343559636,0.9923664122137404,0.0,0.06666666666666556,0.0,146.0,6,greedy_sinr,scenario_4_backscatter_types
-29666.505916594466,0.0,0.0,0.0,0.9898778595046899,9.969666666666667,1993.9333333333334,0.0,11.258326112068513,21.75,33.00832611206852,1.0,0.0,1.0,2.0,121.0,7,greedy_sinr,scenario_4_backscatter_types
-29859.35601344274,10.0,0.05,0.0006697923643670462,0.9892833221701273,9.969,199.37999999999997,0.3644712577010721,8.187005768508874,19.25,27.437005768508875,0.9363636363636364,0.0,0.15151515151515127,0.0,119.0,8,greedy_sinr,scenario_4_backscatter_types
-29764.475531818152,0.0,0.0,0.0,0.9899193548387096,9.969666666666667,1993.9333333333334,0.0,8.219848480983488,24.0,32.21984848098349,1.0,0.0,1.0,0.0,112.0,9,greedy_sinr,scenario_4_backscatter_types
-30125.48888968253,0.0,0.0,0.0,0.9900365327133842,9.970666666666666,1994.1333333333332,0.0,7.5556349186103935,22.0,29.555634918610394,1.0,0.0,1.0,1.0,127.0,10,greedy_sinr,scenario_4_backscatter_types
-29994.082375804748,7.0,0.035,0.0004676643506146446,0.989510956707643,9.971666666666668,284.9047619047619,0.19264107903096647,10.587005768508861,25.75,36.33700576850886,0.9620253164556962,0.0,0.11264367816091927,0.0,117.0,11,greedy_sinr,scenario_4_backscatter_types
-29930.48203672436,0.0,0.0,0.0,0.9899779514932853,9.970333333333333,1994.0666666666664,0.0,7.53700576850887,19.25,26.78700576850887,1.0,0.0,1.0,0.0,106.0,12,greedy_sinr,scenario_4_backscatter_types
-30029.184071067877,1.0,0.005,6.665777896280495e-05,0.9899346753766165,9.972000000000001,1994.4000000000003,0.03682277379756682,6.407106781186541,20.75,27.157106781186542,0.9912280701754386,0.0,0.06666666666666222,1.0,99.0,13,greedy_sinr,scenario_4_backscatter_types
-30159.670764646347,3.0,0.015,0.00019917673615721683,0.989841986455982,9.976333333333333,665.0888888888888,0.0720984034055652,9.609797974644657,32.0,41.60979797464466,0.9823008849557522,0.0,0.11999999999999841,3.0,127.0,14,greedy_sinr,scenario_4_backscatter_types
