total_reward,total_throughput,avg_throughput_per_frame,packet_delivery_ratio,packet_drop_rate,avg_queue_length,avg_delay_proxy,energy_efficiency,uav_energy_consumption,iot_energy_consumption,total_energy_consumption,jamming_failure_rate,collision_count,fairness_index,duplicate_target_count,invalid_action_count,invalid_action_rate,out_of_coverage_action_count,out_of_coverage_action_rate,no_queue_selected_count,insufficient_energy_count,busy_mode_invalid_count,jammed_transmission_count,jammed_transmission_rate,successful_backscatter_packets,successful_active_packets,attempted_backscatter_packets,attempted_active_packets,backscatter_success_rate,active_success_rate,harvested_energy_total,mode_usage_idle,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,mode_usage_relay,mode_usage_avoid_jammer,greedy_fallback_count,per_uav_served_packets_uav_0,per_iot_delivered_packets_iot_0,per_iot_delivered_packets_iot_1,per_iot_delivered_packets_iot_2,per_iot_delivered_packets_iot_3,per_iot_delivered_packets_iot_4,episode_id,policy_name,scenario_name
-760.334765356286,114.0,0.57,0.2384937238493724,0.5815899581589958,14.483999999999998,25.410526315789472,19.82608695652178,5.749999999999988,0.0,5.749999999999988,0.0,0.0,0.2950283768444949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,114.0,0.0,1.0,0.0,1.0,85.0,1.0,114.0,0.0,0.0,0.0,0.0,114.0,91.0,0.0,23.0,0.0,0.0,10,backscatter_only,scenario_0_no_jammer_calibrated
-780.0567613178467,107.0,0.535,0.226215644820296,0.5983086680761099,14.57700000000002,27.24672897196265,19.814814814814856,5.399999999999989,0.0,5.399999999999989,0.0,0.0,0.24080344936376064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,108.0,0.0,0.9907407407407407,0.0,0.0,92.0,0.0,108.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,10.0,97.0,11,backscatter_only,scenario_0_no_jammer_calibrated
-749.5567576338749,119.0,0.595,0.25158562367864695,0.5813953488372093,14.58,24.50420168067227,19.83333333333338,5.999999999999987,0.0,5.999999999999987,0.0,0.0,0.2906310928681375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,119.0,0.0,1.0,0.0,1.0,80.0,1.0,119.0,0.0,0.0,0.0,0.0,119.0,96.0,23.0,0.0,0.0,0.0,12,backscatter_only,scenario_0_no_jammer_calibrated
-838.759733867334,114.0,0.57,0.22309197651663404,0.6203522504892368,14.469,25.38421052631579,20.000000000000043,5.699999999999988,0.0,5.699999999999988,0.0,0.0,0.29309878213802437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,114.0,0.0,1.0,0.0,0.0,86.0,0.0,114.0,0.0,0.0,0.0,0.0,114.0,20.0,0.0,2.0,0.0,92.0,13,backscatter_only,scenario_0_no_jammer_calibrated
-843.1961764967014,99.0,0.495,0.20454545454545456,0.6033057851239669,16.415000000000017,33.161616161616195,19.444471999693956,5.0914213562373,0.0,5.0914213562373,0.0,0.0,0.21248780487804877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,99.0,0.0,1.0,0.0,0.0,101.0,0.0,99.0,0.0,0.0,0.0,0.0,99.0,0.0,96.0,3.0,0.0,0.0,14,backscatter_only,scenario_0_no_jammer_calibrated
-860.522732550732,107.0,0.535,0.20980392156862746,0.6078431372549019,15.932999999999995,29.78130841121494,20.000000000000043,5.349999999999989,0.0,5.349999999999989,0.0,0.0,0.24080344936376064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,1.0,0.0,0.0,93.0,0.0,107.0,0.0,0.0,0.0,0.0,107.0,0.0,97.0,10.0,0.0,0.0,15,backscatter_only,scenario_0_no_jammer_calibrated
-798.0624186640562,111.0,0.555,0.222,0.592,14.55400000000001,26.223423423423437,19.821428571428612,5.599999999999988,0.0,5.599999999999988,0.0,0.0,0.2994531534815895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,112.0,0.0,0.9910714285714286,0.0,0.0,88.0,0.0,112.0,0.0,0.0,0.0,0.0,111.0,0.0,1.0,0.0,88.0,22.0,16,backscatter_only,scenario_0_no_jammer_calibrated
-822.3851854729005,105.0,0.525,0.21212121212121213,0.597979797979798,15.308000000000009,29.158095238095253,19.626168224299107,5.349999999999989,0.0,5.349999999999989,0.0,0.0,0.22842639593908629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,105.0,0.0,1.0,0.0,2.0,93.0,2.0,105.0,0.0,0.0,0.0,0.0,105.0,7.0,98.0,0.0,0.0,0.0,17,backscatter_only,scenario_0_no_jammer_calibrated
-818.1976177095078,103.0,0.515,0.2150313152400835,0.6116910229645094,15.189000000000005,29.493203883495156,19.283256858162776,5.341421356237299,0.0,5.341421356237299,0.0,0.0,0.23344702387501376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,103.0,0.0,1.0,0.0,1.0,96.0,1.0,103.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,95.0,8.0,18,backscatter_only,scenario_0_no_jammer_calibrated
-835.5315865018316,99.0,0.495,0.20454545454545456,0.6322314049586777,14.77599999999999,29.850505050505028,19.80000000000004,4.99999999999999,0.0,4.99999999999999,0.0,0.0,0.30566037735849055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,99.0,0.0,1.0,0.0,1.0,100.0,1.0,99.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,22.0,0.0,77.0,19,backscatter_only,scenario_0_no_jammer_calibrated
