total_reward,total_throughput,avg_throughput_per_frame,packet_delivery_ratio,packet_drop_rate,avg_queue_length,avg_delay_proxy,energy_efficiency,uav_energy_consumption,iot_energy_consumption,total_energy_consumption,jamming_failure_rate,collision_count,fairness_index,duplicate_target_count,invalid_action_count,episode_id,policy_name,scenario_name
-20110.291,2.0,0.01,0.000199860097931448,0.9898071350054961,9.966500000000002,996.6500000000002,0.4878048780487803,4.100000000000001,0.0,4.100000000000001,0.975609756097561,0.0,0.19999999999999002,0.0,96.0,0,backscatter_only,scenario_2_static_jammer
-20189.34800000001,0.0,0.0,0.0,0.9900368636046627,9.964500000000001,1992.9,0.0,5.799999999999995,0.0,5.799999999999995,1.0,0.0,1.0,0.0,108.0,1,backscatter_only,scenario_2_static_jammer
-20213.53500000001,0.0,0.0,0.0,0.9900418243377813,9.9735,1994.6999999999998,0.0,6.499999999999993,0.0,6.499999999999993,1.0,0.0,1.0,0.0,84.0,2,backscatter_only,scenario_2_static_jammer
-19697.40100000001,0.0,0.0,0.0,0.9898042414355628,9.968,1993.6,0.0,4.100000000000001,0.0,4.100000000000001,1.0,0.0,1.0,0.0,108.0,3,backscatter_only,scenario_2_static_jammer
-19975.47000000001,0.0,0.0,0.0,0.9899376132018515,9.971,1994.2,0.0,4.999999999999998,0.0,4.999999999999998,1.0,0.0,1.0,0.0,108.0,4,backscatter_only,scenario_2_static_jammer
-20439.621000000006,0.0,0.0,0.0,0.990166191365916,9.9785,1995.7,0.0,5.099999999999998,0.0,5.099999999999998,1.0,0.0,1.0,0.0,88.0,5,backscatter_only,scenario_2_static_jammer
-20099.429000000007,0.0,0.0,0.0,0.99000099990001,9.969,1993.8,0.0,4.899999999999999,0.0,4.899999999999999,1.0,0.0,1.0,0.0,102.0,6,backscatter_only,scenario_2_static_jammer
-19838.60000000001,1.0,0.005,0.00010140959334753067,0.9897576310718994,9.973,1994.6000000000001,0.16666666666666682,5.999999999999995,0.0,5.999999999999995,0.9916666666666667,0.0,0.09999999999999,0.0,94.0,7,backscatter_only,scenario_2_static_jammer
-19807.394000000008,0.0,0.0,0.0,0.9898477157360406,9.967,1993.4,0.0,5.399999999999997,0.0,5.399999999999997,1.0,0.0,1.0,0.0,100.0,8,backscatter_only,scenario_2_static_jammer
-19941.354000000007,0.0,0.0,0.0,0.9899264631812229,9.965499999999999,1993.0999999999997,0.0,4.4,0.0,4.4,1.0,0.0,1.0,0.0,100.0,9,backscatter_only,scenario_2_static_jammer
-19914.386000000013,2.0,0.01,0.0002018367140982945,0.989706327580987,9.967,996.7,0.4347826086956522,4.6,0.0,4.6,0.9782608695652174,0.0,0.19999999999999002,0.0,88.0,10,backscatter_only,scenario_2_static_jammer
-20015.558000000008,0.0,0.0,0.0,0.9899598393574297,9.9755,1995.1,0.0,4.799999999999999,0.0,4.799999999999999,1.0,0.0,1.0,0.0,102.0,11,backscatter_only,scenario_2_static_jammer
-20018.64100000004,1.0,0.005,0.00010059350165979277,0.9898400563323609,9.966,1993.1999999999998,0.16393442622950835,6.099999999999994,0.0,6.099999999999994,0.9918032786885246,0.0,0.09999999999999,0.0,100.0,12,backscatter_only,scenario_2_static_jammer
-20261.11500000004,2.0,0.01,0.0001985308715505261,0.9898749255509232,9.9695,996.9499999999999,0.4444444444444444,4.5,0.0,4.5,0.9777777777777777,0.0,0.0999999999999975,0.0,94.0,13,backscatter_only,scenario_2_static_jammer
-20166.465000000044,1.0,0.005,9.976057462090982e-05,0.9899241819632881,9.974,1994.8,0.2222222222222222,4.5,0.0,4.5,0.9888888888888889,0.0,0.09999999999999,0.0,98.0,14,backscatter_only,scenario_2_static_jammer
-20333.539000000037,2.0,0.01,0.00019790223629527012,0.9899069859489412,9.9725,997.25,0.40816326530612257,4.899999999999999,0.0,4.899999999999999,0.9795918367346939,0.0,0.0999999999999975,0.0,98.0,15,backscatter_only,scenario_2_static_jammer
-20234.150000000034,2.0,0.01,0.0001988862370723946,0.9898568019093079,9.972000000000001,997.2000000000002,0.40000000000000013,4.999999999999998,0.0,4.999999999999998,0.98,0.0,0.19999999999999002,0.0,104.0,16,backscatter_only,scenario_2_static_jammer
-20151.510000000028,2.0,0.01,0.0001996605770190676,0.9898173105720276,9.967,996.7,0.40000000000000013,4.999999999999998,0.0,4.999999999999998,0.98,0.0,0.19999999999999002,0.0,98.0,17,backscatter_only,scenario_2_static_jammer
-19955.39400000001,0.0,0.0,0.0,0.9899234179766223,9.967,1993.4,0.0,5.399999999999997,0.0,5.399999999999997,1.0,0.0,1.0,0.0,106.0,18,backscatter_only,scenario_2_static_jammer
-20184.664000000044,1.0,0.005,9.97307270370001e-05,0.989927196569263,9.971499999999999,1994.2999999999997,0.18518518518518529,5.399999999999997,0.0,5.399999999999997,0.9907407407407407,0.0,0.09999999999999,0.0,100.0,19,backscatter_only,scenario_2_static_jammer
-20109.01700000004,2.0,0.01,0.00020002000200020003,0.9897989798979898,9.9705,997.05,0.4255319148936171,4.699999999999999,0.0,4.699999999999999,0.9787234042553191,0.0,0.0999999999999975,0.0,100.0,20,backscatter_only,scenario_2_static_jammer
-20263.702000000045,1.0,0.005,9.935419771485345e-05,0.9899652260307998,9.9725,1994.5,0.1923076923076924,5.1999999999999975,0.0,5.1999999999999975,0.9903846153846154,0.0,0.09999999999999,0.0,106.0,21,backscatter_only,scenario_2_static_jammer
