scenario_name,policy_name,total_reward,total_throughput,avg_throughput_per_frame,packet_delivery_ratio,packet_drop_rate,avg_queue_length,energy_efficiency,jamming_failure_rate,collision_count,fairness_index
scenario_0_no_jammer,backscatter_only,76.98093120849173,8.34899677365112,0.0417449838682556,0.0016577453546840325,0.0016417305408862647,0.010772517182014786,0.17273923994720697,0.0,0.0,4.5810473972751695e-17
scenario_0_no_jammer,greedy_nearest,78.097858671081,8.223948767674402,0.04111974383837202,0.0016285137119264955,0.00162304353810365,0.010614509696258878,4.09108889366735,0.0,0.0,6.77913513331332e-17
scenario_0_no_jammer,greedy_sinr,82.38095232197826,11.98758936778261,0.05993794683891305,0.0023959241602900566,0.0024281109016743674,0.013501979420658682,0.8206460491991753,0.0,0.0,0.1003215250407832
scenario_0_no_jammer,htt_only,103.28762620540833,11.163157794908347,0.055815788974541744,0.0022713510373735418,0.0022953355900225663,0.012271076168977288,0.023879929741633846,0.0,0.0,0.13289966696092514
scenario_0_no_jammer,random,90.7652363990739,5.89915248150105,0.02949576240750525,0.0011819668783924907,0.0011880593616911152,0.008216607796297255,0.17839261952722396,0.0,0.0,0.20039280023854844
scenario_1_multi_uav,backscatter_only,156.7495215955153,14.516775868256541,0.0725838793412827,0.0014490420418375692,0.0014577882120454311,0.008490088880301264,0.11173997045756966,0.0,0.0,1.643682161960563e-05
scenario_1_multi_uav,greedy_nearest,156.03120037713123,18.03967530354888,0.09019837651774439,0.0017877822144608234,0.001784903239798432,0.009765482843794488,3.2614012997958146,0.0,0.0,0.000601067552927177
scenario_1_multi_uav,greedy_sinr,275.1261299087555,17.91490100896233,0.08957450504481167,0.0017995556716293565,0.0017769472135851022,0.010230181288493232,0.6273306037310441,0.0,45.89754958024736,0.0994974039096392
scenario_1_multi_uav,htt_only,196.99990303099165,20.38525498220847,0.10192627491104236,0.0020276079637355955,0.001997406427801856,0.009466228539319435,0.023912044421360554,0.0,28.167397800481584,0.09782115743194193
scenario_1_multi_uav,random,157.3426486174338,9.706556618044853,0.04853278309022427,0.0009672424128362905,0.00097657589315825,0.0057149984161455804,0.13513095253293123,0.0,1.4656997857914031,0.13024158529647142
scenario_2_static_jammer,backscatter_only,163.31616773582138,0.9128709291752769,0.004564354645876384,9.113622292314005e-05,0.00010299542463495903,0.004055505694334632,0.18475844163775418,0.009237922081887697,0.0,0.4427001787619536
scenario_2_static_jammer,greedy_nearest,168.0006858642367,1.0416609195243758,0.005208304597621878,0.0001044563554714297,0.00013240481290642477,0.003961343380636443,0.12155392614941155,0.008623493083975366,0.0,0.44624409587517444
scenario_2_static_jammer,greedy_sinr,270.19381902093073,1.0613372610104648,0.005306686305052324,0.00010648134663623721,0.00013993050261338228,0.003999425246063365,0.03337037093925516,0.005194415534168072,45.89754958024736,0.43363420147591886
scenario_2_static_jammer,htt_only,195.24440914708666,3.3002960508094583,0.01650148025404729,0.00033043089546795786,0.0003437428179147854,0.004152135581246375,0.03298782627571112,0.01838130832036837,28.167397800481584,0.060667634963549245
scenario_2_static_jammer,random,162.56989003065115,4.800502847224122,0.02400251423612061,0.0004810810863791106,0.0004911270333191452,0.005749587691364104,0.08670028180949359,0.19756519526547706,1.4656997857914031,0.10557202212746102
scenario_3_mobile_jammer,backscatter_only,198.48400627277618,27.821454550999544,0.13910727275499774,0.0027903695417469,0.0027963541360792655,0.014344098470089228,5.659115719185881,0.2837661942228259,0.0,0.1555369612173575
scenario_3_mobile_jammer,greedy_nearest,189.29005758717554,27.431021117345043,0.13715510558672522,0.002743701170178192,0.002735410180425808,0.015115465551899536,3.547804213838068,0.27172695016047177,0.0,0.03963750454105024
scenario_3_mobile_jammer,greedy_sinr,292.5464664933812,27.698790379829713,0.13849395189914857,0.002768463269284461,0.002745553202035899,0.015098184407861601,0.8985129235421241,0.20381807276048242,46.895837131134414,0.28161053771115896
scenario_3_mobile_jammer,htt_only,233.27235655630392,44.9562239180018,0.224781119590009,0.004512442258457193,0.0045060825044485765,0.023264403522646426,0.44453647404783414,0.24903564905518163,6.205670376968649,0.0800700910467569
scenario_3_mobile_jammer,random,137.0992264016432,6.043995785692712,0.03021997892846356,0.000603501212588861,0.0006015639649221826,0.005887938186831945,0.10650852469029294,0.26054189622041174,1.4656997857914031,0.21999224948323334
scenario_4_backscatter_types,backscatter_only,168.70443408111578,0.5560534167675356,0.0027802670838376776,3.702768050848945e-05,6.754840992002597e-05,0.003581490660494977,0.11479369304844177,0.005739684652422112,0.0,0.4474990813863605
scenario_4_backscatter_types,greedy_nearest,167.5276743471814,0.5208304597621879,0.002604152298810939,3.467746903370815e-05,6.385230880285733e-05,0.003559546371431686,0.07055488887359809,0.005282888710405184,0.0,0.40150419600860626
scenario_4_backscatter_types,greedy_sinr,183.76898966796477,6.245550140037637,0.031227750700188173,0.0004137971368534618,0.00039145010769426063,0.0038311921389593004,0.18535421310895275,0.03958575157060273,3.643447905992092,0.44816065908726915
scenario_4_backscatter_types,htt_only,160.43822743443928,19.425779766594438,0.09712889883297218,0.001289950069991923,0.0012707957587270642,0.006692440599287806,0.16260620997791225,0.10563968579644743,10.104056315311613,0.41028253015014116
scenario_4_backscatter_types,random,198.8525553595117,4.654129299904536,0.023270646499522683,0.00031107201272755276,0.0003249510850193628,0.00394282250393958,0.08176841682131503,0.19165240360231134,1.4656997857914031,0.23009354210203406
