episode,step_count,train_reward,train_throughput,train_drop_rate,train_jamming_failure_rate,train_fairness,epsilon,replay_size,avg_loss,avg_q_tot,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,backscatter_success_rate,active_success_rate,fallback_rate,device,high_level_action_0_count,high_level_action_1_count,high_level_action_2_count,high_level_action_3_count,high_level_action_4_count,high_level_action_5_count,high_level_action_6_count,high_level_action_7_count,high_level_action_8_count,high_level_action_9_count
81,200,-1483.0198016512038,197.0,0.45533391153512576,0.49074074074074076,0.31851122327547293,0.38439999999999996,81,17.871244430541992,-8.442764892578126,15.0,297.0,27.0,0.4937888198757764,0.7450980392156863,0.025,cuda,27.0,138.0,14.0,14.0,90.0,23.0,15.0,40.0,23.0,16.0
82,200,-1594.029472666664,176.0,0.5110565110565111,0.24757281553398058,0.21742121148311924,0.3768,82,14.896347999572754,-8.353389282226562,11.0,195.0,13.0,0.7336448598130841,0.9047619047619048,0.01,cuda,251.0,16.0,10.0,18.0,19.0,11.0,14.0,38.0,13.0,10.0
83,200,-1379.1040222315034,191.0,0.44706911636045493,0.29906542056074764,0.4954301622869559,0.3692,83,15.115974426269531,-8.321574096679688,14.0,203.0,11.0,0.7375,0.6666666666666666,0.005,cuda,146.0,25.0,13.0,16.0,52.0,18.0,14.0,84.0,17.0,15.0
84,200,-2042.56894913566,61.0,0.5882838283828383,0.7385321100917431,0.09693890842777127,0.36160000000000003,84,13.768200874328613,-8.6374853515625,11.0,204.0,14.0,0.20802919708029197,0.15384615384615385,0.0,cuda,202.0,86.0,13.0,16.0,12.0,17.0,7.0,18.0,11.0,18.0
85,200,-1540.876422342675,177.0,0.506350550381033,0.27184466019417475,0.23742184835739458,0.354,85,14.993364334106445,-8.76958251953125,8.0,195.0,12.0,0.6816326530612244,0.4166666666666667,0.0025,cuda,254.0,13.0,15.0,11.0,10.0,15.0,16.0,38.0,13.0,15.0
86,200,-1532.1983927125514,178.0,0.4941860465116279,0.22815533980582525,0.30728348365822905,0.34640000000000004,86,14.134272575378418,-8.466446533203126,11.0,184.0,22.0,0.766497461928934,0.675,0.0025,cuda,256.0,12.0,19.0,12.0,33.0,14.0,16.0,13.0,11.0,14.0
87,200,-1659.3905248695316,181.0,0.5240770465489567,0.33170731707317075,0.17085712795640043,0.3388000000000001,87,14.134926795959473,-8.420081787109375,14.0,190.0,17.0,0.7048458149779736,0.75,0.0075,cuda,252.0,34.0,11.0,15.0,16.0,18.0,13.0,25.0,7.0,9.0
88,200,-1654.9304760855428,172.0,0.5224719101123596,0.22705314009661837,0.20595934280144806,0.33120000000000005,88,13.098594665527344,-8.202081298828125,8.0,192.0,15.0,0.6741071428571429,0.75,0.0075,cuda,281.0,20.0,12.0,11.0,11.0,9.0,12.0,17.0,12.0,15.0
89,200,-1504.9382384860126,188.0,0.5093537414965986,0.2233502538071066,0.22845323508499774,0.3236000000000001,89,12.868936538696289,-7.596796264648438,8.0,186.0,11.0,0.8127853881278538,0.5882352941176471,0.0,cuda,294.0,8.0,10.0,8.0,10.0,16.0,16.0,18.0,9.0,11.0
90,200,-1779.6673047566142,145.0,0.5411184210526315,0.5384615384615384,0.2707488249307836,0.31600000000000006,90,14.424394607543945,-7.7268701171875,12.0,183.0,12.0,0.5661157024793388,0.36363636363636365,0.0,cuda,282.0,11.0,17.0,5.0,8.0,15.0,15.0,18.0,13.0,16.0
91,200,-1392.416017987633,213.0,0.44911690496215306,0.215311004784689,0.42072610933370425,0.3084,91,14.216689109802246,-8.1941455078125,13.0,186.0,23.0,0.7361702127659574,0.8695652173913043,0.005,cuda,174.0,13.0,12.0,13.0,103.0,14.0,12.0,37.0,12.0,10.0
92,200,-1401.8827970070215,233.0,0.4621710526315789,0.24890829694323144,0.391483684874707,0.30080000000000007,92,13.54306411743164,-8.284150390625,9.0,217.0,12.0,0.7859778597785978,0.8695652173913043,0.015,cuda,207.0,13.0,13.0,13.0,64.0,9.0,13.0,38.0,12.0,18.0
93,200,-1404.6734790965909,213.0,0.46959459459459457,0.26635514018691586,0.24249178224965925,0.2932,93,14.025618553161621,-8.491036376953126,9.0,190.0,24.0,0.7586206896551724,0.8043478260869565,0.0075,cuda,162.0,35.0,12.0,15.0,39.0,14.0,93.0,14.0,9.0,7.0
94,200,-1520.2674154822712,181.0,0.48519736842105265,0.22885572139303484,0.417204711875199,0.2856000000000001,94,14.565961837768555,-8.733726806640625,10.0,179.0,22.0,0.772020725388601,0.7441860465116279,0.0925,cuda,72.0,10.0,10.0,15.0,101.0,13.0,119.0,37.0,8.0,15.0
95,200,-1552.6951490678166,165.0,0.49663299663299665,0.319047619047619,0.3577764636309876,0.278,95,14.203163146972656,-8.735288696289063,9.0,192.0,19.0,0.6985645933014354,0.5757575757575758,0.095,cuda,60.0,38.0,10.0,9.0,100.0,12.0,118.0,31.0,8.0,14.0
96,200,-1901.2776958249096,75.0,0.5575916230366492,0.7433962264150943,0.16483516483516483,0.2704,96,13.869339942932129,-8.796158447265626,15.0,243.0,23.0,0.18831168831168832,0.425,0.1775,cuda,78.0,23.0,15.0,13.0,104.0,17.0,60.0,14.0,58.0,18.0
97,200,-1510.948889925322,192.0,0.4917218543046358,0.2409090909090909,0.2780090497737557,0.26280000000000003,97,14.177715301513672,-8.9400634765625,4.0,192.0,28.0,0.7236180904522613,0.9056603773584906,0.1575,cuda,55.0,34.0,5.0,11.0,119.0,6.0,133.0,12.0,11.0,14.0
98,200,-1536.8684288256,159.0,0.49022939677145283,0.3380952380952381,0.2832129053940514,0.2552,98,14.450687408447266,-8.676480712890625,7.0,191.0,20.0,0.6121495327102804,0.7567567567567568,0.215,cuda,34.0,11.0,16.0,9.0,135.0,9.0,125.0,40.0,10.0,11.0
99,200,-1300.698012279453,208.0,0.4373379429559205,0.1643835616438356,0.46595584275713514,0.24760000000000004,99,14.413127899169922,-8.028947143554687,8.0,192.0,27.0,0.7971014492753623,0.8269230769230769,0.01,cuda,42.0,38.0,15.0,9.0,121.0,10.0,133.0,7.0,13.0,12.0
100,200,-1673.021086855905,134.0,0.5197978096040438,0.4719626168224299,0.2245061265316329,0.24,100,13.965493202209473,-8.015944213867188,7.0,209.0,6.0,0.49224806201550386,0.7,0.3175,cuda,45.0,28.0,12.0,10.0,153.0,9.0,111.0,17.0,10.0,5.0
101,200,-1505.932623980705,194.0,0.4896265560165975,0.28270042194092826,0.3831806149460395,0.23239999999999994,101,13.603260040283203,-8.322880859375,9.0,215.0,22.0,0.6637931034482759,0.9302325581395349,0.11,cuda,27.0,17.0,49.0,13.0,141.0,12.0,109.0,6.0,12.0,14.0
102,200,-1521.3377431423994,203.0,0.4797734627831715,0.375,0.3409788589632204,0.2248000000000001,102,14.404519081115723,-8.572879638671875,2.0,198.0,18.0,0.6107142857142858,0.8888888888888888,0.2525,cuda,53.0,25.0,9.0,12.0,152.0,5.0,119.0,8.0,8.0,9.0
103,200,-1637.1328346683113,153.0,0.5160230073952342,0.31683168316831684,0.21522548613984277,0.21720000000000006,103,15.017129898071289,-8.944711303710937,9.0,183.0,19.0,0.6512820512820513,0.6842105263157895,0.1125,cuda,104.0,12.0,10.0,5.0,122.0,13.0,110.0,7.0,7.0,10.0
104,200,-1603.610707867207,173.0,0.5235772357723577,0.15591397849462366,0.2657166955209304,0.20960000000000012,104,13.843610763549805,-8.17597900390625,14.0,166.0,21.0,0.8383233532934131,0.825,0.155,cuda,55.0,7.0,8.0,6.0,138.0,14.0,145.0,10.0,9.0,8.0
105,200,-1364.0989979251367,232.0,0.47292724196277497,0.17647058823529413,0.25953035344037806,0.20200000000000007,105,13.984687805175781,-8.28660400390625,9.0,171.0,16.0,0.8467741935483871,0.6875,0.2775,cuda,58.0,26.0,9.0,5.0,138.0,12.0,131.0,6.0,10.0,5.0
106,200,-1420.4507315181243,189.0,0.4659949622166247,0.18226600985221675,0.3563369744126889,0.19440000000000002,106,13.461743354797363,-8.182674560546875,9.0,182.0,21.0,0.7452830188679245,0.7560975609756098,0.005,cuda,41.0,7.0,12.0,38.0,98.0,13.0,133.0,42.0,7.0,9.0
107,200,-1906.0276421068695,78.0,0.5736568457538995,0.7844036697247706,0.1774278215223097,0.18680000000000008,107,14.37839126586914,-8.290570678710937,5.0,195.0,24.0,0.284,0.15217391304347827,0.115,cuda,70.0,8.0,4.0,10.0,154.0,7.0,109.0,27.0,5.0,6.0
108,200,-1183.063482580414,219.0,0.4121863799283154,0.1380952380952381,0.40427361234037174,0.17920000000000003,108,14.234353065490723,-8.756048583984375,6.0,182.0,28.0,0.8407960199004975,0.8928571428571429,0.0775,cuda,73.0,7.0,8.0,10.0,107.0,6.0,111.0,65.0,5.0,8.0
109,200,-1660.3846909291062,188.0,0.5177304964539007,0.29949238578680204,0.2708352490421456,0.17160000000000009,109,14.716961860656738,-8.572518310546876,4.0,178.0,19.0,0.5871212121212122,0.8918918918918919,0.1175,cuda,88.0,20.0,8.0,13.0,128.0,4.0,118.0,9.0,8.0,4.0
110,200,-1764.5522092473107,121.0,0.5279866332497911,0.5591836734693878,0.49421097046413504,0.16400000000000003,110,13.813921928405762,-8.96958984375,6.0,224.0,22.0,0.4214876033057851,0.475,0.155,cuda,37.0,5.0,7.0,13.0,157.0,9.0,96.0,58.0,14.0,4.0
111,200,-1775.851319399693,141.0,0.5385839299920445,0.375609756097561,0.3217771303714494,0.15639999999999998,111,14.358312606811523,-9.09495361328125,2.0,194.0,13.0,0.5952380952380952,0.6153846153846154,0.115,cuda,53.0,9.0,11.0,5.0,127.0,3.0,123.0,55.0,8.0,6.0
112,200,-1774.9428117967636,118.0,0.5350370981038747,0.47549019607843135,0.41551775589376305,0.14880000000000004,112,13.93389892578125,-8.32840087890625,4.0,184.0,20.0,0.5210526315789473,0.5,0.0,cuda,63.0,53.0,19.0,5.0,113.0,4.0,126.0,8.0,6.0,3.0
113,200,-1725.6781112531432,160.0,0.5310687655343828,0.47635135135135137,0.20140036189127528,0.1412,113,14.462690353393555,-8.291038818359375,6.0,274.0,22.0,0.4447852760736196,0.35714285714285715,0.005,cuda,193.0,24.0,56.0,4.0,81.0,9.0,10.0,12.0,9.0,2.0
114,200,-1509.9129162577779,183.0,0.4949748743718593,0.18556701030927836,0.32702504760509743,0.13360000000000005,114,13.856489181518555,-7.9528125,6.0,176.0,18.0,0.79,0.7142857142857143,0.1725,cuda,129.0,13.0,10.0,7.0,116.0,8.0,76.0,28.0,5.0,8.0
115,200,-2035.5160254091868,68.0,0.5894308943089431,0.6171171171171171,0.09404108196054504,0.126,115,14.266509056091309,-7.871505126953125,1.0,217.0,5.0,0.22627737226277372,0.6,0.0,cuda,305.0,31.0,5.0,3.0,3.0,3.0,4.0,38.0,1.0,7.0
116,200,-1250.9569277003566,212.0,0.42732811140121846,0.14583333333333334,0.6313246242449783,0.11839999999999995,116,13.32091999053955,-8.218466796875,5.0,179.0,13.0,0.8691588785046729,1.0,0.0025,cuda,215.0,4.0,6.0,4.0,2.0,5.0,5.0,151.0,5.0,3.0
117,200,-1513.2184606714693,206.0,0.4876805437553101,0.42704626334519574,0.22367699768079274,0.11080000000000001,117,13.87643814086914,-8.409281005859375,3.0,273.0,8.0,0.46265060240963857,0.875,0.0025,cuda,240.0,128.0,5.0,1.0,2.0,4.0,5.0,10.0,3.0,2.0
118,200,-1320.8223864014751,210.0,0.441025641025641,0.10555555555555556,0.6821345707656613,0.10320000000000007,118,14.124200820922852,-8.78365234375,2.0,166.0,14.0,0.9077669902912622,0.8518518518518519,0.0,cuda,216.0,4.0,17.0,5.0,5.0,3.0,5.0,67.0,75.0,3.0
119,200,-1584.8530366501936,188.0,0.5008025682182986,0.15789473684210525,0.4296620471675176,0.09560000000000013,119,13.321532249450684,-8.20048828125,5.0,180.0,10.0,0.8663366336633663,0.6842105263157895,0.0,cuda,234.0,4.0,63.0,2.0,2.0,6.0,3.0,73.0,6.0,7.0
120,200,-1350.89569575262,202.0,0.44851063829787235,0.12244897959183673,0.7440554339897885,0.08800000000000008,120,14.646174430847168,-8.223462524414062,6.0,176.0,20.0,0.8367346938775511,1.0,0.0025,cuda,107.0,3.0,3.0,3.0,5.0,6.0,108.0,157.0,3.0,5.0
121,200,-1397.3588145226756,209.0,0.4578512396694215,0.09375,0.6329203796276172,0.08040000000000003,121,14.382672309875488,-7.96883544921875,1.0,183.0,9.0,0.8834080717488789,0.7058823529411765,0.0,cuda,185.0,2.0,8.0,36.0,3.0,1.0,47.0,111.0,2.0,5.0
122,200,-1386.8830549696859,198.0,0.45784148397976393,0.11173184357541899,0.44707492302429014,0.07280000000000009,122,14.480027198791504,-8.23474365234375,1.0,165.0,14.0,0.8557213930348259,1.0,0.0,cuda,177.0,1.0,4.0,62.0,2.0,2.0,49.0,52.0,3.0,48.0
123,200,-1958.9992912955506,59.0,0.5646958011996572,0.7941176470588235,0.44035420619860843,0.06520000000000004,123,13.288805961608887,-8.40392822265625,3.0,264.0,9.0,0.1625441696113074,0.8125,0.0,cuda,78.0,15.0,91.0,4.0,4.0,3.0,52.0,146.0,2.0,5.0
124,200,-1700.8793681834145,106.0,0.5268085106382979,0.5380434782608695,0.7202564102564102,0.057600000000000096,124,13.34916877746582,-8.635062255859374,0.0,174.0,11.0,0.3424124513618677,0.8571428571428571,0.0,cuda,79.0,6.0,2.0,3.0,2.0,1.0,137.0,166.0,2.0,2.0
125,200,-1566.9385456440189,165.0,0.49380677126341865,0.2681564245810056,0.7578288100208769,0.050000000000000044,125,13.48410415649414,-8.408212280273437,1.0,164.0,15.0,0.7451923076923077,0.3333333333333333,0.0,cuda,91.0,2.0,2.0,3.0,2.0,1.0,144.0,50.0,103.0,2.0
126,200,-1834.1470255014435,100.0,0.5378151260504201,0.7188755020080321,0.5324813631522897,0.050000000000000044,126,13.436478614807129,-8.666221923828125,1.0,237.0,12.0,0.23273657289002558,0.391304347826087,0.005,cuda,32.0,4.0,2.0,0.0,3.0,3.0,93.0,261.0,0.0,2.0
127,200,-1527.200503539624,204.0,0.48661417322834644,0.0898876404494382,0.6936,0.050000000000000044,127,12.965622901916504,-8.594000854492187,1.0,163.0,15.0,0.88,0.9333333333333333,0.0125,cuda,59.0,3.0,3.0,2.0,2.0,1.0,143.0,101.0,83.0,3.0
128,200,-1380.7560666260376,222.0,0.4537264537264537,0.11764705882352941,0.6975796178343949,0.050000000000000044,128,14.330890655517578,-8.56000732421875,1.0,177.0,10.0,0.9074889867841409,0.8,0.0,cuda,77.0,3.0,1.0,1.0,3.0,1.0,133.0,175.0,3.0,3.0
129,200,-1378.448471127759,222.0,0.457166392092257,0.1702127659574468,0.4217715019255456,0.050000000000000044,129,12.70095443725586,-8.091652221679688,1.0,178.0,11.0,0.8145161290322581,0.9090909090909091,0.0,cuda,95.0,3.0,75.0,4.0,2.0,1.0,135.0,55.0,30.0,0.0
130,200,-1728.8175909346044,142.0,0.523538961038961,0.40804597701149425,0.5784279977051061,0.050000000000000044,130,13.365154266357422,-8.330045776367188,1.0,160.0,14.0,0.6082949308755761,0.35714285714285715,0.0075,cuda,79.0,1.0,1.0,2.0,2.0,2.0,138.0,50.0,120.0,5.0
131,200,-1534.8900197806527,165.0,0.4822934232715008,0.3236994219653179,0.6335078534031413,0.050000000000000044,131,14.030444145202637,-7.984846801757812,0.0,158.0,15.0,0.6542056074766355,0.8620689655172413,0.0,cuda,113.0,3.0,1.0,30.0,2.0,0.0,146.0,4.0,97.0,4.0
132,200,-1585.7702819810345,164.0,0.49795584627964024,0.28888888888888886,0.39218431029454653,0.050000000000000044,132,14.75334358215332,-8.282493896484375,3.0,170.0,10.0,0.6581196581196581,0.5,0.055,cuda,158.0,3.0,1.0,28.0,31.0,3.0,92.0,3.0,78.0,3.0
133,200,-1450.8579276787298,183.0,0.4902459711620017,0.10465116279069768,0.2437602358336063,0.050000000000000044,133,15.205233573913574,-8.410493774414062,7.0,168.0,4.0,0.9179487179487179,0.5,0.0,cuda,276.0,2.0,2.0,57.0,9.0,7.0,43.0,1.0,2.0,1.0
134,200,-1441.7037489086633,217.0,0.4942434210526316,0.07017543859649122,0.19345946056983218,0.050000000000000044,134,13.018494606018066,-7.987322998046875,2.0,168.0,3.0,0.8870292887029289,1.0,0.0,cuda,315.0,4.0,2.0,1.0,0.0,2.0,70.0,2.0,1.0,3.0
135,200,-1492.5723788175155,181.0,0.5126903553299492,0.09580838323353294,0.1868480337639376,0.050000000000000044,135,15.727426528930664,-8.2461669921875,2.0,157.0,10.0,0.8994708994708994,0.6470588235294118,0.0,cuda,389.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0
136,200,-1499.3400544631907,174.0,0.5034013605442177,0.23668639053254437,0.1851743119266055,0.050000000000000044,136,14.050803184509277,-8.652021484375,5.0,158.0,11.0,0.7008547008547008,0.47619047619047616,0.095,cuda,266.0,3.0,1.0,9.0,57.0,5.0,40.0,1.0,16.0,2.0
137,200,-1724.8259584135533,124.0,0.5303776683087028,0.5229885057471264,0.2513650482262547,0.050000000000000044,137,14.436257362365723,-8.29369384765625,2.0,162.0,13.0,0.4152542372881356,1.0,0.0,cuda,182.0,1.0,4.0,15.0,1.0,2.0,113.0,0.0,79.0,3.0
138,200,-1415.0914829499134,194.0,0.4682804674457429,0.147239263803681,0.5845914880397639,0.050000000000000044,138,14.153687477111816,-8.919532470703125,3.0,142.0,21.0,0.8489583333333334,0.775,0.0,cuda,118.0,4.0,0.0,21.0,4.0,4.0,157.0,5.0,84.0,3.0
139,200,-1485.6304822902632,179.0,0.47394957983193275,0.3021978021978022,0.6804927259212064,0.050000000000000044,139,14.961482048034668,-8.96208251953125,2.0,163.0,20.0,0.6635514018691588,1.0,0.0025,cuda,103.0,2.0,3.0,9.0,4.0,4.0,142.0,19.0,108.0,6.0
140,200,-1403.9159217109225,204.0,0.45916666666666667,0.11173184357541899,0.6618320610687023,0.050000000000000044,140,14.000692367553711,-8.289979858398437,2.0,162.0,17.0,0.8984771573604061,0.8181818181818182,0.0,cuda,74.0,1.0,3.0,6.0,2.0,3.0,150.0,14.0,146.0,1.0
141,200,-1371.456738336268,200.0,0.4547759932375317,0.14814814814814814,0.7567158531971245,0.050000000000000044,141,13.59939956665039,-7.793366088867187,4.0,173.0,16.0,0.8415841584158416,0.9375,0.0025,cuda,29.0,0.0,1.0,1.0,8.0,4.0,162.0,76.0,119.0,0.0
142,200,-1410.1624449848766,189.0,0.468013468013468,0.1016949152542373,0.4504255721581237,0.050000000000000044,142,14.152570724487305,-8.270068969726562,2.0,172.0,5.0,0.8537735849056604,0.8,0.1025,cuda,35.0,1.0,1.0,1.0,59.0,2.0,163.0,131.0,5.0,2.0
143,200,-2130.0393077822087,19.0,0.6123966942148761,0.9135135135135135,0.5869918699186982,0.050000000000000044,143,12.818940162658691,-7.984027099609375,1.0,174.0,11.0,0.07386363636363637,0.2727272727272727,0.0025,cuda,33.0,1.0,2.0,2.0,5.0,1.0,162.0,50.0,143.0,1.0
144,200,-1979.2609778985252,62.0,0.5768595041322314,0.714975845410628,0.47810945273631833,0.050000000000000044,144,14.19997787475586,-8.32366943359375,0.0,199.0,10.0,0.2336448598130841,0.631578947368421,0.0025,cuda,37.0,1.0,0.0,2.0,3.0,1.0,137.0,77.0,140.0,2.0
145,200,-1836.2933832725312,80.0,0.5567703952901598,0.6630434782608695,0.9609609609609608,0.050000000000000044,145,13.836103439331055,-8.45083740234375,1.0,171.0,14.0,0.25384615384615383,0.5,0.0025,cuda,31.0,1.0,3.0,1.0,3.0,1.0,164.0,68.0,126.0,2.0
146,200,-1369.7734434341971,211.0,0.4502923976608187,0.15135135135135136,0.9220461841151496,0.050000000000000044,146,14.3936767578125,-9.093304443359376,2.0,166.0,19.0,0.8454106280193237,0.9473684210526315,0.0,cuda,25.0,0.0,2.0,2.0,0.0,2.0,171.0,89.0,107.0,2.0
147,200,-1528.0191603333012,147.0,0.49104859335038364,0.40555555555555556,0.7368797953964195,0.050000000000000044,147,14.46505355834961,-8.461063842773438,0.0,163.0,19.0,0.5959595959595959,0.8285714285714286,0.0,cuda,64.0,1.0,3.0,3.0,3.0,0.0,133.0,94.0,96.0,3.0
148,200,-1395.9342085281737,198.0,0.45791245791245794,0.11299435028248588,0.4543810848400556,0.050000000000000044,148,13.356629371643066,-8.074461059570313,2.0,162.0,15.0,0.8958333333333334,0.8666666666666667,0.0025,cuda,59.0,3.0,1.0,1.0,2.0,2.0,138.0,82.0,110.0,2.0
149,200,-1373.9409721974414,212.0,0.4494949494949495,0.17587939698492464,0.6440813986815707,0.050000000000000044,149,13.362875938415527,-8.029197998046875,3.0,175.0,24.0,0.8516746411483254,0.7391304347826086,0.0,cuda,63.0,1.0,3.0,3.0,1.0,3.0,122.0,91.0,113.0,0.0
150,200,-2549.377221619059,15.0,0.6242914979757085,0.9623287671232876,0.5999999999999983,0.050000000000000044,150,14.528717994689941,-8.08090576171875,1.0,281.0,13.0,0.03058823529411765,0.09090909090909091,0.0,cuda,58.0,2.0,3.0,0.0,2.0,2.0,18.0,50.0,262.0,3.0
151,200,-1699.4519844740512,167.0,0.5161544523246651,0.3384615384615385,0.8237778762368926,0.050000000000000044,151,14.623854637145996,-7.826377563476562,2.0,179.0,17.0,0.6303317535545023,1.0,0.0025,cuda,77.0,2.0,2.0,1.0,4.0,2.0,106.0,103.0,98.0,5.0
152,200,-1573.4637505820442,172.0,0.4846473029045643,0.4846938775510204,0.3401632746924227,0.050000000000000044,152,13.672755241394043,-8.57052978515625,1.0,175.0,21.0,0.5381818181818182,0.5714285714285714,0.0025,cuda,194.0,3.0,5.0,37.0,4.0,1.0,0.0,46.0,107.0,3.0
153,200,-1361.1256910772288,241.0,0.42916666666666664,0.38652482269503546,0.40271104177500433,0.050000000000000044,153,13.28778076171875,-8.507726440429687,0.0,263.0,19.0,0.5287081339712919,0.5263157894736842,0.0,cuda,112.0,2.0,1.0,2.0,2.0,0.0,2.0,31.0,245.0,3.0
154,200,-1431.9422630478266,159.0,0.4745470232959448,0.176056338028169,0.6680142687277051,0.050000000000000044,154,13.657973289489746,-8.583690185546875,1.0,122.0,21.0,0.8141025641025641,0.8,0.0,cuda,236.0,0.0,1.0,4.0,3.0,1.0,1.0,82.0,71.0,1.0
155,200,-2015.4488239758518,43.0,0.586756077116513,0.825,0.445006016847172,0.050000000000000044,155,13.746542930603027,-8.13876708984375,3.0,184.0,17.0,0.11313868613138686,0.375,0.0025,cuda,148.0,1.0,20.0,3.0,6.0,4.0,18.0,70.0,126.0,4.0
156,200,-2712.194175966284,37.0,0.6125696101829753,0.8700361010830325,0.4828924162257494,0.050000000000000044,156,13.265103340148926,-8.341473999023437,1.0,269.0,8.0,0.11650485436893204,0.06666666666666667,0.0025,cuda,103.0,4.0,1.0,2.0,4.0,1.0,1.0,29.0,251.0,4.0
157,200,-1607.197300850807,148.0,0.5008347245409015,0.3684210526315789,0.4289855072463768,0.050000000000000044,157,13.67172622680664,-8.211575317382813,4.0,175.0,15.0,0.5681818181818182,0.8846153846153846,0.0,cuda,226.0,3.0,2.0,8.0,2.0,4.0,6.0,26.0,119.0,4.0
158,200,-2034.9822307325264,102.0,0.5273972602739726,0.7178571428571429,0.5393468118195957,0.050000000000000044,158,15.014103889465332,-8.034418334960938,4.0,265.0,16.0,0.26621160409556316,0.8888888888888888,0.0,cuda,91.0,0.0,1.0,1.0,1.0,4.0,3.0,42.0,256.0,1.0
159,200,-1241.5894270518993,226.0,0.42214532871972316,0.12087912087912088,0.5911574074074074,0.050000000000000044,159,14.272634506225586,-8.9476318359375,2.0,156.0,26.0,0.8980582524271845,0.803921568627451,0.0,cuda,278.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,106.0,2.0
160,200,-1620.0107909374801,139.0,0.5079764903442485,0.44324324324324327,0.7104614818900533,0.050000000000000044,160,14.447376251220703,-9.293738403320312,3.0,164.0,21.0,0.576530612244898,0.6190476190476191,0.0,cuda,212.0,2.0,2.0,1.0,1.0,3.0,3.0,53.0,118.0,5.0
161,200,-1738.4363094782993,106.0,0.5264957264957265,0.5391705069124424,0.3611700417872067,0.050000000000000044,161,14.33668327331543,-8.935884399414062,1.0,198.0,19.0,0.3815789473684211,0.5135135135135135,0.0,cuda,189.0,1.0,2.0,1.0,2.0,1.0,4.0,29.0,170.0,1.0
162,200,-1846.7281048033553,88.0,0.5532271584241408,0.6187845303867403,0.5563218390804597,0.050000000000000044,162,16.011455535888672,-8.804879150390626,1.0,173.0,9.0,0.4375,0.2222222222222222,0.0025,cuda,172.0,0.0,1.0,0.0,2.0,1.0,33.0,50.0,140.0,1.0
163,200,-1672.928660656067,117.0,0.5099394987035436,0.43820224719101125,0.5000547945205479,0.050000000000000044,163,13.561894416809082,-8.2678662109375,2.0,171.0,7.0,0.444,0.42857142857142855,0.0025,cuda,84.0,3.0,1.0,60.0,2.0,2.0,117.0,62.0,69.0,0.0
164,200,-1954.9039171279687,47.0,0.5868661679135495,0.7016129032258065,0.23487506645401376,0.050000000000000044,164,13.906778335571289,-8.609890747070313,4.0,117.0,7.0,0.22033898305084745,0.5714285714285714,0.0,cuda,303.0,3.0,5.0,6.0,0.0,4.0,19.0,21.0,37.0,2.0
165,200,-1939.2375490767913,85.0,0.5756605284227382,0.5792682926829268,0.6910569105691056,0.050000000000000044,165,12.994319915771484,-8.2716455078125,0.0,151.0,13.0,0.32894736842105265,0.38461538461538464,0.0,cuda,80.0,2.0,3.0,29.0,1.0,0.0,145.0,44.0,61.0,35.0
166,200,-1918.504145830868,74.0,0.5672997522708505,0.64,0.34505356017643346,0.050000000000000044,166,12.661125183105469,-8.21843017578125,13.0,187.0,13.0,0.29218106995884774,0.13043478260869565,0.0,cuda,73.0,1.0,2.0,99.0,0.0,13.0,111.0,41.0,59.0,1.0
167,200,-1608.2078268310045,136.0,0.5025553662691652,0.32335329341317365,0.38775681341719076,0.050000000000000044,167,13.774310111999512,-8.310506591796875,2.0,162.0,6.0,0.7182320441988951,0.5,0.005,cuda,28.0,1.0,4.0,4.0,5.0,2.0,168.0,61.0,125.0,2.0
168,200,-1274.547811824708,247.0,0.4228187919463087,0.09375,0.4917502921855479,0.050000000000000044,168,13.698609352111816,-8.109473876953125,0.0,174.0,18.0,0.9110169491525424,0.9142857142857143,0.0025,cuda,101.0,0.0,1.0,19.0,9.0,1.0,132.0,21.0,114.0,2.0
169,200,-1804.3925384233924,122.0,0.5425361155698234,0.4619883040935672,0.5052274270196877,0.050000000000000044,169,13.710735321044922,-8.502197265625,1.0,159.0,12.0,0.4975609756097561,0.8695652173913043,0.0,cuda,76.0,2.0,0.0,25.0,2.0,1.0,159.0,45.0,90.0,0.0
170,200,-1451.3571294717785,222.0,0.4632,0.2127659574468085,0.5523873570948218,0.050000000000000044,170,14.082880020141602,-8.893087768554688,5.0,168.0,20.0,0.7322834645669292,0.9230769230769231,0.0,cuda,107.0,2.0,2.0,56.0,2.0,5.0,147.0,0.0,75.0,4.0
171,200,-1719.2684025034762,106.0,0.5309060118543607,0.45251396648044695,0.45786471067644663,0.050000000000000044,171,14.057598114013672,-8.994525146484374,3.0,170.0,9.0,0.4926829268292683,0.29411764705882354,0.0025,cuda,56.0,1.0,5.0,2.0,6.0,4.0,137.0,44.0,143.0,2.0
172,200,-1544.3198403425527,183.0,0.4915254237288136,0.1348314606741573,0.4579692307692308,0.050000000000000044,172,15.579646110534668,-8.713045654296875,1.0,162.0,16.0,0.8770949720670391,0.8387096774193549,0.0,cuda,54.0,1.0,2.0,6.0,19.0,1.0,156.0,73.0,86.0,2.0
173,200,-1449.1594526973893,176.0,0.4644995722840034,0.36507936507936506,0.5557229996411912,0.050000000000000044,173,13.859323501586914,-8.017266845703125,3.0,173.0,16.0,0.5714285714285714,1.0,0.0,cuda,48.0,2.0,3.0,2.0,4.0,3.0,155.0,88.0,93.0,2.0
