episode,step_count,train_reward,train_throughput,train_drop_rate,train_jamming_failure_rate,train_fairness,epsilon,replay_size,updates_per_episode,train_steps,target_update_count,avg_loss,avg_q_tot,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,backscatter_success_rate,active_success_rate,fallback_rate,device,high_level_action_0_count,high_level_action_1_count,high_level_action_2_count,high_level_action_3_count,high_level_action_4_count,high_level_action_5_count,high_level_action_6_count,high_level_action_7_count,high_level_action_8_count,high_level_action_9_count
24,200,-1808.7318266582731,136.0,0.5230263157894737,0.6474576271186441,0.6496663154197401,0.8176,24,1,15,0,54.425540924072266,-3.19336181640625,23.0,273.0,22.0,0.32193732193732194,0.575,0.0075,cuda,32.0,27.0,37.0,76.0,33.0,31.0,25.0,60.0,47.0,32.0
25,200,-1610.5779603656024,170.0,0.48756218905472637,0.5,0.6430796617712505,0.81,25,1,16,0,50.387508392333984,-3.597878112792969,26.0,230.0,39.0,0.539622641509434,0.3698630136986301,0.005,cuda,36.0,25.0,41.0,79.0,29.0,29.0,38.0,45.0,48.0,30.0
26,200,-1952.135530563957,103.0,0.5495049504950495,0.7195945945945946,0.3156031533541574,0.8024,26,1,17,0,46.289833068847656,-4.1188116455078125,23.0,271.0,25.0,0.28753993610223644,0.2765957446808511,0.0375,cuda,30.0,38.0,38.0,38.0,42.0,29.0,25.0,68.0,64.0,28.0
27,200,-1520.1932326449596,197.0,0.46166807076663857,0.4948453608247423,0.620001597571691,0.7948,27,1,18,0,44.01289367675781,-4.563495788574219,31.0,265.0,27.0,0.5353846153846153,0.48936170212765956,0.005,cuda,35.0,20.0,36.0,30.0,31.0,39.0,25.0,65.0,67.0,52.0
28,200,-1543.3643035842147,178.0,0.4717775905644482,0.47761194029850745,0.665071368597817,0.7872,28,1,19,0,39.555015563964844,-5.291578369140625,18.0,239.0,29.0,0.4967741935483871,0.43636363636363634,0.0075,cuda,26.0,28.0,28.0,90.0,22.0,27.0,37.0,34.0,81.0,27.0
29,200,-1471.3095443281957,201.0,0.4548523206751055,0.4295774647887324,0.47227774855339294,0.7796,29,1,20,0,34.22908020019531,-5.830089111328125,29.0,254.0,31.0,0.5346534653465347,0.7090909090909091,0.0075,cuda,33.0,59.0,26.0,75.0,27.0,31.0,36.0,26.0,52.0,35.0
30,200,-1505.9476381048962,203.0,0.45923460898502494,0.46864686468646866,0.4532695374800638,0.772,30,1,21,0,32.06037521362305,-6.31873046875,19.0,279.0,24.0,0.4582278481012658,0.4782608695652174,0.03,cuda,25.0,32.0,26.0,31.0,35.0,30.0,38.0,84.0,67.0,32.0
31,200,-1765.4926137317725,162.0,0.5115907274180655,0.5757575757575758,0.38084457988680886,0.7644,31,1,22,0,29.630712509155273,-7.370870361328125,30.0,258.0,40.0,0.45229681978798586,0.4473684210526316,0.01,cuda,16.0,40.0,38.0,30.0,25.0,32.0,33.0,112.0,34.0,40.0
32,200,-1457.9600889255803,222.0,0.4485355648535565,0.4965986394557823,0.3430361244518689,0.7568,32,1,23,0,27.394214630126953,-8.224498291015625,31.0,265.0,30.0,0.5402298850574713,0.6415094339622641,0.0075,cuda,28.0,41.0,39.0,67.0,26.0,36.0,31.0,35.0,38.0,59.0
33,200,-1513.098802718637,214.0,0.46046128500823724,0.4864864864864865,0.5044723507380481,0.7492,33,1,24,0,26.24547576904297,-8.725472412109376,13.0,275.0,21.0,0.5855855855855856,0.48717948717948717,0.0,cuda,36.0,23.0,33.0,99.0,20.0,21.0,29.0,26.0,48.0,65.0
34,200,-1525.9021752339754,206.0,0.4562864279766861,0.48606811145510836,0.6597636815920398,0.7416,34,1,25,0,28.733564376831055,-9.805172119140625,20.0,298.0,25.0,0.5565749235474006,0.5106382978723404,0.005,cuda,36.0,22.0,37.0,31.0,37.0,28.0,24.0,19.0,100.0,66.0
35,200,-1554.5853062338865,190.0,0.4660519698239732,0.5016611295681063,0.43757575757575756,0.734,35,1,26,0,29.566822052001953,-10.246846923828125,23.0,268.0,33.0,0.43977591036414565,0.532258064516129,0.015,cuda,25.0,23.0,37.0,74.0,27.0,25.0,27.0,33.0,93.0,36.0
36,200,-1471.0506915157416,200.0,0.4567062818336163,0.4633333333333333,0.30637254901960786,0.7264,36,1,27,0,30.106544494628906,-10.152791137695312,26.0,267.0,33.0,0.45,0.6129032258064516,0.0175,cuda,32.0,28.0,32.0,114.0,28.0,30.0,17.0,32.0,49.0,38.0
37,200,-1497.3408901663238,202.0,0.45875420875420875,0.5017301038062284,0.5039397307644806,0.7188000000000001,37,1,28,0,28.319385528564453,-10.090611572265624,18.0,256.0,33.0,0.554140127388535,0.4307692307692308,0.0375,cuda,18.0,26.0,32.0,63.0,27.0,21.0,41.0,28.0,87.0,57.0
38,200,-1385.1998422629538,195.0,0.4386584289496911,0.4711864406779661,0.4398750650702759,0.7112,38,1,29,0,28.957612991333008,-10.13370849609375,17.0,269.0,26.0,0.45938375350140054,0.6458333333333334,0.005,cuda,30.0,30.0,38.0,79.0,21.0,22.0,32.0,26.0,98.0,24.0
39,200,-1596.0876990715064,212.0,0.47368421052631576,0.4966216216216216,0.42260460742830275,0.7036,39,1,30,0,27.262479782104492,-9.91539306640625,28.0,259.0,37.0,0.5323076923076923,0.5492957746478874,0.01,cuda,31.0,23.0,22.0,40.0,31.0,32.0,23.0,25.0,135.0,38.0
40,200,-1411.1556418543162,216.0,0.44044558697514996,0.49498327759197325,0.45674008810572686,0.696,40,1,31,0,26.20901870727539,-9.65155029296875,24.0,263.0,36.0,0.5172413793103449,0.5454545454545454,0.0025,cuda,30.0,36.0,30.0,91.0,21.0,29.0,23.0,31.0,80.0,29.0
41,200,-1824.86100058133,123.0,0.5264900662251656,0.6632653061224489,0.6109024833434282,0.6884,41,1,32,0,24.673307418823242,-9.31798828125,16.0,266.0,30.0,0.321875,0.35714285714285715,0.0025,cuda,22.0,26.0,34.0,94.0,35.0,22.0,36.0,29.0,77.0,25.0
42,200,-2210.727983981022,46.0,0.6006441223832528,0.8719723183391004,0.6983498349834981,0.6808000000000001,42,1,33,0,24.82323455810547,-8.921700439453126,19.0,256.0,35.0,0.11960132890365449,0.15625,0.0025,cuda,24.0,23.0,30.0,30.0,32.0,26.0,31.0,21.0,160.0,23.0
43,200,-1423.3668304983014,223.0,0.44240400667779634,0.44086021505376344,0.6471338408484612,0.6732,43,1,34,0,24.704853057861328,-8.43796630859375,15.0,248.0,31.0,0.5958904109589042,0.8166666666666667,0.0325,cuda,27.0,31.0,22.0,28.0,31.0,21.0,32.0,24.0,162.0,22.0
44,200,-1842.7644893442887,118.0,0.5302402651201326,0.7047619047619048,0.6123131046613897,0.6656,44,1,35,0,25.32215118408203,-8.1654052734375,20.0,283.0,32.0,0.3032258064516129,0.375,0.005,cuda,29.0,19.0,25.0,29.0,29.0,25.0,20.0,25.0,166.0,33.0
45,200,-1650.8101743111665,185.0,0.48703403565640196,0.5114754098360655,0.7789916922726755,0.658,45,1,36,0,23.052906036376953,-7.854989624023437,17.0,276.0,30.0,0.4306784660766962,0.6964285714285714,0.005,cuda,16.0,28.0,22.0,32.0,34.0,23.0,24.0,37.0,161.0,23.0
46,200,-1762.7612159595565,141.0,0.5120732722731057,0.6335616438356164,0.6375180375180375,0.6504000000000001,46,1,37,0,23.62563705444336,-7.49184326171875,26.0,268.0,24.0,0.3801916932907348,0.5116279069767442,0.005,cuda,41.0,22.0,29.0,22.0,24.0,31.0,26.0,28.0,153.0,24.0
47,200,-1552.1313021959115,205.0,0.46841673502871206,0.4548611111111111,0.29795455351129074,0.6428,47,1,38,0,23.338510513305664,-7.62158203125,17.0,261.0,27.0,0.49127906976744184,0.6923076923076923,0.025,cuda,24.0,33.0,26.0,17.0,21.0,21.0,28.0,29.0,178.0,23.0
48,200,-1470.3097945570703,213.0,0.45348837209302323,0.4797297297297297,0.5842379756615801,0.6352,48,1,39,0,22.486570358276367,-7.424805908203125,23.0,269.0,28.0,0.573170731707317,0.4807692307692308,0.005,cuda,31.0,30.0,33.0,33.0,27.0,29.0,22.0,29.0,151.0,15.0
49,200,-1629.221948519333,183.0,0.48863636363636365,0.46735395189003437,0.4982370006694934,0.6275999999999999,49,1,40,0,23.43224334716797,-7.679599609375,13.0,275.0,17.0,0.4755043227665706,0.6,0.0275,cuda,21.0,33.0,18.0,27.0,22.0,19.0,28.0,16.0,186.0,30.0
50,200,-1347.0550697072417,227.0,0.421875,0.47435897435897434,0.44829266170777327,0.62,50,1,41,0,21.469585418701172,-7.928394775390625,21.0,280.0,32.0,0.6047904191616766,0.43103448275862066,0.0275,cuda,21.0,15.0,28.0,28.0,21.0,24.0,32.0,31.0,175.0,25.0
51,200,-2153.647898980169,42.0,0.5963606286186931,0.8768115942028986,0.13900709219858154,0.6124,51,1,42,0,22.825843811035156,-8.189580078125,18.0,248.0,28.0,0.12025316455696203,0.07692307692307693,0.01,cuda,24.0,19.0,72.0,32.0,34.0,26.0,25.0,23.0,125.0,20.0
52,200,-1602.7679311068791,202.0,0.4753289473684211,0.5061349693251533,0.43288775726713347,0.6048,52,1,43,0,20.3399715423584,-8.243947143554687,16.0,303.0,23.0,0.49560117302052786,0.75,0.0075,cuda,19.0,28.0,49.0,22.0,25.0,22.0,23.0,26.0,145.0,41.0
53,200,-1568.9623843335069,184.0,0.4693534844668346,0.5085324232081911,0.5595108246570815,0.5972,53,1,44,0,20.373950958251953,-8.519270629882813,20.0,259.0,35.0,0.5137931034482759,0.5223880597014925,0.005,cuda,26.0,32.0,15.0,26.0,28.0,27.0,28.0,34.0,153.0,31.0
54,200,-1471.0499998484106,217.0,0.45921696574225124,0.36328125,0.5477694410515908,0.5896,54,1,45,0,20.52621078491211,-8.6605322265625,17.0,220.0,36.0,0.5375,0.6617647058823529,0.01,cuda,82.0,21.0,33.0,22.0,25.0,23.0,19.0,16.0,78.0,81.0
55,200,-1635.3665951934283,154.0,0.49744463373083475,0.4789272030651341,0.3134549299497753,0.5820000000000001,55,1,46,0,20.068517684936523,-8.786259765625,11.0,239.0,23.0,0.505338078291815,0.2857142857142857,0.0175,cuda,62.0,18.0,87.0,20.0,21.0,18.0,30.0,22.0,100.0,22.0
56,200,-1597.4502748505727,214.0,0.4822866344605475,0.4965753424657534,0.48415265884342956,0.5744,56,1,47,0,19.044021606445312,-8.746796875,18.0,265.0,27.0,0.5745341614906833,0.5576923076923077,0.005,cuda,55.0,25.0,57.0,23.0,20.0,26.0,19.0,27.0,113.0,35.0
57,200,-1429.1074299496445,240.0,0.46070234113712377,0.40298507462686567,0.28533214444939814,0.5668,57,1,48,0,19.537927627563477,-8.848363037109374,15.0,241.0,27.0,0.5757575757575758,0.5961538461538461,0.0125,cuda,87.0,23.0,113.0,20.0,30.0,19.0,11.0,24.0,44.0,29.0
58,200,-2136.955756636787,39.0,0.6001648804616653,0.8725099601593626,0.3915057915057914,0.5591999999999999,58,1,49,0,18.91947364807129,-8.703905639648438,14.0,230.0,21.0,0.08450704225352113,0.38461538461538464,0.005,cuda,146.0,16.0,32.0,20.0,22.0,16.0,22.0,23.0,75.0,28.0
59,200,-1741.7125854246704,164.0,0.5306284805091488,0.3786008230452675,0.23812306330234617,0.5516000000000001,59,1,50,0,19.417278289794922,-8.486890869140625,21.0,228.0,15.0,0.5703125,0.72,0.005,cuda,101.0,29.0,69.0,29.0,17.0,25.0,28.0,32.0,50.0,20.0
60,200,-1576.418496221462,165.0,0.49413735343383586,0.35064935064935066,0.3733799629705822,0.544,60,1,51,0,18.268796920776367,-8.166602783203125,13.0,206.0,25.0,0.6233766233766234,0.44680851063829785,0.015,cuda,145.0,33.0,62.0,20.0,22.0,17.0,17.0,25.0,38.0,21.0
61,200,-1607.4477929347236,179.0,0.5050933786078099,0.5042372881355932,0.24210208168045638,0.5364,61,1,52,0,17.077211380004883,-8.098213500976563,14.0,213.0,23.0,0.5503355704697986,0.3488372093023256,0.0025,cuda,190.0,23.0,20.0,22.0,25.0,19.0,17.0,24.0,40.0,20.0
62,200,-1827.6395155409646,104.0,0.5514893617021277,0.6533333333333333,0.1570951343500363,0.5288,62,1,53,0,18.09418296813965,-8.147039794921875,15.0,204.0,21.0,0.28488372093023256,0.14634146341463414,0.0025,cuda,169.0,28.0,32.0,20.0,24.0,20.0,16.0,20.0,50.0,21.0
63,200,-1659.2689385585684,178.0,0.5201938610662359,0.34101382488479265,0.2397034347102436,0.5212,63,1,54,0,17.419445037841797,-8.252727661132813,21.0,189.0,28.0,0.6510638297872341,0.45454545454545453,0.0225,cuda,124.0,18.0,82.0,20.0,22.0,27.0,26.0,19.0,40.0,22.0
64,200,-1644.76929657096,122.0,0.5128644939965694,0.4943181818181818,0.35236742424242423,0.5136000000000001,64,1,55,0,17.659883499145508,-8.553442993164062,16.0,156.0,20.0,0.5376344086021505,0.5641025641025641,0.02,cuda,94.0,20.0,25.0,19.0,27.0,23.0,99.0,15.0,51.0,27.0
65,200,-1496.8714554371425,190.0,0.4704904405652535,0.3898305084745763,0.5858487504057124,0.506,65,1,56,0,17.050514221191406,-8.419882202148438,13.0,204.0,32.0,0.6419753086419753,0.5862068965517241,0.005,cuda,44.0,14.0,25.0,19.0,27.0,19.0,107.0,19.0,55.0,71.0
66,200,-1557.2283197123909,185.0,0.48026315789473684,0.40816326530612246,0.6364481636448164,0.49839999999999995,66,1,57,0,14.896236419677734,-8.704391479492188,32.0,225.0,20.0,0.5899280575539568,0.5526315789473685,0.0025,cuda,23.0,21.0,40.0,59.0,23.0,39.0,85.0,27.0,66.0,17.0
67,200,-1604.6856390210912,167.0,0.48960931005818786,0.46564885496183206,0.5747346728490469,0.4908,67,1,58,0,15.843454360961914,-8.403895263671876,71.0,226.0,36.0,0.5397489539748954,0.6666666666666666,0.0075,cuda,20.0,22.0,26.0,41.0,21.0,107.0,29.0,18.0,92.0,24.0
68,200,-1711.20765407896,122.0,0.5185185185185185,0.5608695652173913,0.38076234331030956,0.48319999999999996,68,1,59,0,15.302207946777344,-8.292444458007813,24.0,216.0,14.0,0.4830508474576271,0.2962962962962963,0.025,cuda,36.0,19.0,10.0,23.0,19.0,31.0,98.0,15.0,70.0,79.0
69,200,-1626.5878765511832,151.0,0.4995801847187238,0.49557522123893805,0.7440365475607766,0.4756,69,1,60,0,14.845022201538086,-8.087821655273437,14.0,199.0,29.0,0.5535714285714286,0.4909090909090909,0.005,cuda,13.0,17.0,22.0,60.0,30.0,18.0,107.0,16.0,72.0,45.0
70,200,-2468.5719296422362,11.0,0.630016051364366,0.9691780821917808,0.4245614035087704,0.46799999999999997,70,1,61,0,15.647522926330566,-8.237636108398437,14.0,275.0,19.0,0.025069637883008356,0.06666666666666667,0.09,cuda,20.0,53.0,22.0,45.0,63.0,19.0,21.0,30.0,104.0,23.0
71,200,-1510.223403622366,209.0,0.4746317512274959,0.36904761904761907,0.597102043606042,0.46040000000000003,71,1,62,0,13.865100860595703,-8.237196044921875,16.0,231.0,22.0,0.6642066420664207,0.725,0.02,cuda,26.0,19.0,17.0,18.0,18.0,31.0,71.0,14.0,165.0,21.0
72,200,-1460.8869170217338,206.0,0.4604496253122398,0.40310077519379844,0.7205977245712345,0.4528000000000001,72,1,63,0,13.909528732299805,-8.011693115234374,6.0,232.0,26.0,0.5742574257425742,0.64,0.0125,cuda,19.0,20.0,19.0,48.0,15.0,11.0,87.0,24.0,123.0,34.0
73,200,-1640.3738694073575,141.0,0.4904513888888889,0.6688524590163935,0.5547928003348681,0.44520000000000004,73,1,64,0,14.1904296875,-7.489957275390625,23.0,278.0,29.0,0.3627760252365931,0.5098039215686274,0.0025,cuda,10.0,17.0,27.0,25.0,17.0,25.0,20.0,20.0,216.0,23.0
74,200,-1921.642224610171,84.0,0.5582362728785357,0.6952789699570815,0.5309255079006772,0.4376000000000001,74,1,65,0,15.032999038696289,-7.753209838867187,13.0,215.0,18.0,0.3055555555555556,0.21212121212121213,0.02,cuda,25.0,16.0,22.0,14.0,13.0,17.0,104.0,20.0,160.0,9.0
75,200,-2003.8677044062313,67.0,0.5710702341137124,0.79182156133829,0.793810786914235,0.43000000000000005,75,1,66,0,14.259058952331543,-7.8375830078125,17.0,253.0,16.0,0.21575342465753425,0.13333333333333333,0.0075,cuda,15.0,20.0,14.0,29.0,15.0,21.0,70.0,22.0,95.0,99.0
76,200,-1460.3320175901697,193.0,0.4608915054667788,0.39183673469387753,0.6824035907300541,0.4224,76,1,67,0,14.094799995422363,-7.453299560546875,15.0,226.0,19.0,0.5463258785942492,0.5789473684210527,0.0075,cuda,22.0,15.0,17.0,23.0,13.0,16.0,95.0,18.0,132.0,49.0
77,200,-1405.892295414435,193.0,0.4463667820069204,0.4849624060150376,0.6965684899485741,0.41480000000000006,77,1,68,0,14.387470245361328,-7.832903442382812,21.0,233.0,33.0,0.5049180327868853,0.6,0.0075,cuda,17.0,14.0,18.0,17.0,13.0,24.0,94.0,11.0,167.0,25.0
78,200,-1444.1445214133544,223.0,0.4498355263157895,0.3781818181818182,0.7676005248128425,0.4072,78,1,69,0,16.490999221801758,-8.229742431640625,5.0,249.0,27.0,0.5838709677419355,0.8076923076923077,0.0125,cuda,44.0,6.0,23.0,40.0,19.0,10.0,53.0,20.0,94.0,91.0
79,200,-1515.7391778258443,164.0,0.4829642248722317,0.4166666666666667,0.5134784268804887,0.39960000000000007,79,1,70,0,14.945361137390137,-8.379169921875,15.0,220.0,21.0,0.4840989399293286,0.675,0.0225,cuda,71.0,19.0,14.0,22.0,17.0,20.0,82.0,22.0,91.0,42.0
80,200,-1249.6308216690165,225.0,0.4147627416520211,0.32916666666666666,0.6354735454716626,0.392,80,1,71,0,15.104475021362305,-8.503218383789063,13.0,212.0,29.0,0.6826568265682657,0.7142857142857143,0.0075,cuda,33.0,20.0,20.0,81.0,16.0,14.0,102.0,16.0,65.0,33.0
81,200,-2081.480373928341,74.0,0.5766423357664233,0.7920792079207921,0.8947712418300652,0.38439999999999996,81,1,72,0,14.39426040649414,-8.405983276367188,12.0,281.0,24.0,0.19658119658119658,0.12195121951219512,0.0125,cuda,22.0,14.0,21.0,38.0,13.0,13.0,22.0,13.0,77.0,167.0
82,200,-1435.955375171748,178.0,0.4502202643171806,0.4146341463414634,0.3936389613616598,0.3768,82,1,73,0,14.789941787719727,-8.252003784179687,10.0,231.0,15.0,0.5962962962962963,0.5862068965517241,0.005,cuda,34.0,14.0,16.0,70.0,17.0,12.0,93.0,14.0,70.0,60.0
83,200,-1601.63488290644,174.0,0.4913863822805578,0.39805825242718446,0.4709286047596827,0.3692,83,1,74,0,15.031110763549805,-8.143701782226563,13.0,187.0,19.0,0.6,0.5,0.0125,cuda,69.0,11.0,14.0,105.0,15.0,14.0,102.0,16.0,28.0,26.0
84,200,-1369.3828691599635,176.0,0.4469964664310954,0.38392857142857145,0.6856131031429836,0.36160000000000003,84,1,75,0,14.600481033325195,-7.407728271484375,8.0,198.0,26.0,0.6213991769547325,0.5,0.015,cuda,93.0,10.0,16.0,30.0,16.0,10.0,69.0,20.0,83.0,53.0
85,200,-1473.7399469755974,209.0,0.46405228758169936,0.2911392405063291,0.5046034771558944,0.354,85,1,76,0,14.078721046447754,-7.11741943359375,13.0,217.0,20.0,0.7364341085271318,0.5277777777777778,0.005,cuda,39.0,16.0,17.0,119.0,13.0,14.0,101.0,11.0,56.0,14.0
86,200,-1819.9966556944457,135.0,0.536741214057508,0.551440329218107,0.24363344696210146,0.34640000000000004,86,1,77,0,15.157878875732422,-6.629973754882813,13.0,229.0,15.0,0.39570552147239263,0.23076923076923078,0.0,cuda,113.0,18.0,15.0,13.0,12.0,14.0,86.0,89.0,32.0,8.0
87,200,-1605.2618989437337,176.0,0.5016051364365971,0.2798165137614679,0.5982232522209348,0.3388000000000001,87,1,78,0,14.139084815979004,-7.43632568359375,16.0,199.0,19.0,0.6595744680851063,0.5833333333333334,0.005,cuda,79.0,17.0,17.0,108.0,16.0,18.0,91.0,8.0,33.0,13.0
88,200,-1373.7411920695506,206.0,0.43583118001722654,0.4007936507936508,0.8635734635734635,0.33120000000000005,88,1,79,0,13.219210624694824,-7.30105224609375,40.0,220.0,32.0,0.6692015209125475,0.6,0.0075,cuda,76.0,15.0,10.0,107.0,16.0,96.0,16.0,10.0,40.0,14.0
89,200,-1469.9779547939818,220.0,0.4602272727272727,0.3130081300813008,0.7535419585863303,0.3236000000000001,89,1,80,0,14.460124969482422,-8.100892333984374,21.0,226.0,20.0,0.6192052980132451,0.8461538461538461,0.0025,cuda,49.0,11.0,15.0,119.0,11.0,47.0,72.0,15.0,49.0,12.0
