config_name,final_throughput_per_frame,final_reward,final_drop,final_jam,final_fairness,final_energy_efficiency,final_backscatter_success,final_active_success,final_fallback_rate,num_successful_runs,throughput_delta_vs_qmix_base,fairness_delta_vs_qmix_base,jam_delta_vs_qmix_base,drop_delta_vs_qmix_base,tradeoff_score,rank
qmix_sc4_fair_w2,0.9882777777777779,-1456.007908695138,0.47706942317760626,0.16005583068006457,0.5111224790472559,7.713629295977811,0.8366272144169478,0.7922790581274759,0.014416666666666633,3,0.02787777777777789,-0.014877520952744083,-0.045544169319935435,0.002669423177606267,4.0,1
qmix_sc4_fair_w3,0.8876666666666667,-1555.134872292156,0.4937737334561656,0.31226100120053246,0.49331947856153063,5.042658882997873,0.6702545918604198,0.6786350260649484,0.04402777777777773,3,-0.07273333333333332,-0.03268052143846939,0.10666100120053246,0.01937373345616561,0.9170392017320455,2
qmix_sc4_no_balance_action,0.843888888888889,-1568.611275093211,0.492612476014594,0.33523047636596753,0.47670575620990374,5.590134035011878,0.6530935284745629,0.7545657111959029,0.0188333333333333,3,-0.11651111111111101,-0.04929424379009628,0.12963047636596753,0.018212476014594026,0.06951843100412858,3
