scenario_name,policy_name,total_reward,total_throughput,avg_throughput_per_frame,packet_delivery_ratio,packet_drop_rate,avg_queue_length,energy_efficiency,jamming_failure_rate,collision_count,fairness_index,invalid_action_rate,out_of_coverage_action_rate,insufficient_energy_count,jammed_transmission_rate,successful_backscatter_packets,successful_active_packets,backscatter_success_rate,active_success_rate,harvested_energy_total,mode_usage_backscatter,mode_usage_active
scenario_0_no_jammer_calibrated,backscatter_only,90.92181743536544,10.44030650891055,0.052201532544552745,0.010375721958206513,0.012205674802327591,0.06053373714990191,0.08659656520787905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.44030650891055,0.0,0.004851682934366586,0.0,0.0,10.785793124908958,0.0
scenario_0_no_jammer_calibrated,greedy_nearest,86.25373292364647,7.0,0.034999999999999996,0.004002590376455795,0.005402663353670642,0.1550945947908319,0.6644790428660863,0.0,0.0,0.0036165229125249606,0.0,0.0,0.0,0.0,5.859465277082315,2.309401076758503,0.00510929441760738,0.0,0.0,5.686240703077328,1.1547005383792515
scenario_0_no_jammer_calibrated,greedy_sinr,76.14056845282873,7.810249675906654,0.03905124837953328,0.0056636552390835005,0.007121349035749516,0.17750023474162768,0.09240130705573588,0.0,0.0,0.13952289935410758,0.0,0.0,0.0,0.0,5.686240703077328,3.0550504633038944,0.0,0.0,0.0,5.686240703077328,1.5275252316519472
scenario_0_no_jammer_calibrated,htt_only,77.93366398464988,23.065125189341593,0.11532562594670792,0.017469037634719242,0.016471600310894226,0.4549355265675911,0.027587448090969,0.0,0.0,0.0030729636533730646,0.0,0.0,0.0,0.0,0.0,23.065125189341593,0.0,0.0,10.236360113714241,0.0,11.532562594670797
scenario_0_no_jammer_calibrated,random,46.881287135793706,14.46835627614047,0.07234178138070235,0.011701189470784272,0.010624460432921413,0.06976388750636288,0.2242335970056608,0.0,0.0,0.17601019571471163,0.007637626158259733,0.007637626158259733,0.0,0.0,3.4641016151377544,13.316656236958787,0.0,0.0,1.0,3.785938897200183,5.8594652770823155
scenario_1_multi_uav_calibrated,backscatter_only,31.656407117716853,10.583005244258363,0.052915026221291864,0.0034132622888978044,0.002452910811678448,0.04157222630556287,0.10749029416983373,0.0,0.0,0.002061295995159321,0.0,0.0,0.0,0.0,10.583005244258363,0.0,0.0,0.0,1.1547005383792517,10.583005244258363,0.0
scenario_1_multi_uav_calibrated,greedy_nearest,27.440660299365668,9.712534856222304,0.04856267428111156,0.0029859812103021854,0.002614307648867301,0.14225007322786165,0.598601730371328,0.0,0.0,0.001764713618678674,0.0,0.0,0.0,0.0,8.717797887081348,5.686240703077327,0.0025433932563419834,0.0,1.1547005383792517,8.962886439832506,2.516611478423583
scenario_1_multi_uav_calibrated,greedy_sinr,9.723222619218802,18.681541692269406,0.09340770846134698,0.006178060068060691,0.00530775560409091,0.06550063612922662,0.07617405150729979,0.0,0.0,0.072544917885306,0.0014433756729740645,0.0,0.5773502691896258,0.0,12.423096769056153,8.144527815247079,0.00028578793278604905,0.0,1.1547005383792517,12.423096769056153,3.605551275463989
scenario_1_multi_uav_calibrated,htt_only,62.318659555219405,11.269427669584644,0.05634713834792324,0.005859149046095999,0.004057120827591973,0.1588964547538203,0.004985239073226244,0.0,0.0,0.006789659957742149,0.0,0.0,0.0,0.0,0.0,11.269427669584644,0.0,0.0,7.5631986891489476,0.0,5.77350269189626
scenario_1_multi_uav_calibrated,random,60.147880894292456,2.0,0.010000000000000009,0.0006393889542616586,0.0012760771299512653,0.027277890925312916,0.04633174735497043,0.0,0.0,0.05432064222297696,0.003818813079129867,0.003818813079129867,0.0,0.0,5.033222956847167,3.0550504633038926,0.0,0.0,4.0,3.5118845842842457,1.0
