config_name,final_throughput_per_frame,final_reward,final_drop,final_jam,final_fairness,final_energy_efficiency,final_backscatter_success,final_active_success,final_fallback_rate,best_eval_throughput_per_frame,last50_loss_mean,num_successful_runs,final_throughput_per_frame_std,throughput_vs_hierarchical_ddqn,throughput_vs_greedy_nearest,throughput_vs_backscatter_only,throughput_vs_random,rank
qmix_sc4_base,0.9604444444444445,-1470.8167295830087,0.4743934304396065,0.20556511268293656,0.5259587930712509,5.665548117383113,0.7935421137966312,0.7832799603822255,0.026194444444444433,0.9993333333333334,17.60120044708252,3,0.025493765880415357,-0.01055555555555543,0.06274444444444449,0.10824444444444459,0.8529444444444445,1
qmix_sc4_updates4,0.8847222222222223,-1587.2805535017833,0.49030109398013844,0.3906665449944688,0.4486243414084239,4.427445384656901,0.6030230028054907,0.5680573993860207,0.021305555555555505,0.977,60.16322297414144,3,0.01615052649831688,-0.08627777777777768,-0.012977777777777755,0.03252222222222234,0.7772222222222223,2
