episode,step_count,train_reward,train_throughput,train_drop_rate,train_jamming_failure_rate,train_fairness,epsilon,replay_size,updates_per_episode,train_steps,target_update_count,avg_loss,avg_q_tot,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,backscatter_success_rate,active_success_rate,fallback_rate,device,high_level_action_0_count,high_level_action_1_count,high_level_action_2_count,high_level_action_3_count,high_level_action_4_count,high_level_action_5_count,high_level_action_6_count,high_level_action_7_count,high_level_action_8_count,high_level_action_9_count
1,200,-1614.2901556359561,223.0,0.4847775175644028,0.4551971326164875,0.38049657599755154,0.9924,1,1,0,0,0.0,0.0,27.0,251.0,28.0,0.627831715210356,0.58,0.005,cuda,42.0,37.0,39.0,44.0,40.0,42.0,36.0,37.0,45.0,38.0
2,200,-1602.2045427573803,144.0,0.4920774647887324,0.55,0.2538376790304811,0.9848,2,1,0,0,0.0,0.0,30.0,253.0,27.0,0.48,0.25,0.045,cuda,35.0,34.0,50.0,34.0,36.0,36.0,42.0,50.0,42.0,41.0
3,200,-1585.9373891578862,206.0,0.4906427990235964,0.43820224719101125,0.3720497983517447,0.9772,3,1,0,0,0.0,0.0,41.0,233.0,34.0,0.5859649122807018,0.609375,0.01,cuda,43.0,30.0,34.0,38.0,34.0,51.0,44.0,36.0,43.0,47.0
4,200,-1740.7917277080671,202.0,0.5333333333333333,0.4296875,0.16684658161596336,0.9696,4,1,0,0,0.0,0.0,51.0,220.0,37.0,0.6104868913857678,0.6290322580645161,0.0125,cuda,43.0,34.0,29.0,40.0,38.0,57.0,44.0,38.0,43.0,34.0
5,200,-1583.5258299686159,189.0,0.48447712418300654,0.4635036496350365,0.4363936228697086,0.962,5,1,0,0,0.0,0.0,34.0,238.0,37.0,0.4331395348837209,0.5714285714285714,0.0025,cuda,44.0,36.0,39.0,43.0,44.0,41.0,45.0,37.0,31.0,40.0
6,200,-1612.5883853651308,178.0,0.5181128896377422,0.49407114624505927,0.18692625368731564,0.9544,6,1,0,0,0.0,0.0,30.0,232.0,22.0,0.45251396648044695,0.4,0.075,cuda,43.0,42.0,35.0,36.0,34.0,37.0,51.0,50.0,38.0,34.0
7,200,-1401.4780000227854,232.0,0.45341098169717137,0.4076923076923077,0.40868640850417615,0.9468,7,1,0,0,0.0,0.0,31.0,236.0,24.0,0.6283987915407855,0.5333333333333333,0.0225,cuda,43.0,40.0,34.0,36.0,42.0,40.0,40.0,45.0,42.0,38.0
8,200,-1417.9591691845756,202.0,0.45051194539249145,0.4218181818181818,0.45157149181053563,0.9392,8,1,0,0,0.0,0.0,29.0,255.0,20.0,0.6086956521739131,0.6060606060606061,0.005,cuda,53.0,43.0,36.0,44.0,35.0,36.0,43.0,36.0,45.0,29.0
9,200,-1617.7815569558043,174.0,0.4883720930232558,0.5034722222222222,0.3118665018541409,0.9316,9,1,0,0,0.0,0.0,37.0,248.0,42.0,0.5303030303030303,0.43037974683544306,0.005,cuda,40.0,34.0,42.0,36.0,40.0,43.0,33.0,32.0,65.0,35.0
10,200,-1501.8325804853303,184.0,0.4883720930232558,0.43346007604562736,0.2526944320047768,0.924,10,1,1,0,100.27397155761719,0.10278582763671874,25.0,228.0,36.0,0.49185667752442996,0.4852941176470588,0.03,cuda,48.0,40.0,35.0,44.0,24.0,32.0,46.0,48.0,47.0,36.0
