episode,step_count,train_reward,train_throughput,train_drop_rate,train_jamming_failure_rate,train_fairness,epsilon,device,network_type,reward_processing_mode,reward_processing_scale,replay_size,avg_loss,avg_q,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,invalid_action_rate,backscatter_success_rate,active_success_rate
29,200,-1876.569167703438,37.0,0.5879864636209814,0.45652173913043476,0.29346195069667735,0.9087810000000001,cuda,dueling,scale,100.0,11600,0.00036938706754881424,-0.07918210821226239,26.0,36.0,12.0,0.005,0.574468085106383,0.45454545454545453
30,200,-1884.3661525494538,27.0,0.5926243567753001,0.7068965517241379,0.3887999999999998,0.904981,cuda,dueling,scale,100.0,12000,0.00035481331156915984,-0.083776104580611,43.0,50.0,10.0,0.005,0.29850746268656714,0.4375
31,200,-1983.8985471360786,26.0,0.6062861869313482,0.6458333333333334,0.36939890710382495,0.901181,cuda,dueling,scale,100.0,12400,0.000388621610836708,-0.10354615056887269,37.0,37.0,12.0,0.0075,0.36363636363636365,0.2608695652173913
32,200,-2039.4043888848655,20.0,0.622792937399679,0.5185185185185185,0.36036036036036007,0.897381,cuda,dueling,scale,100.0,12800,0.00033884665172081443,-0.10338694114238024,26.0,24.0,7.0,0.0175,0.5769230769230769,0.38461538461538464
33,200,-2025.344254545146,2.0,0.6239600665557404,0.9090909090909091,0.1333333333333289,0.893581,cuda,dueling,scale,100.0,13200,0.0003228622906317469,-0.10592617185786367,25.0,16.0,9.0,0.01,0.09090909090909091,0.0
34,200,-1954.7049231863016,22.0,0.6060100166944908,0.6304347826086957,0.3432624113475175,0.889781,cuda,dueling,scale,100.0,13600,0.0003530437383597018,-0.10753173748031258,43.0,38.0,9.0,0.0025,0.4166666666666667,0.14285714285714285
35,200,-1878.37139032398,13.0,0.5954465849387041,0.6976744186046512,0.3414141414141407,0.885981,cuda,dueling,scale,100.0,14000,0.0003380846544314409,-0.1094904313609004,42.0,36.0,10.0,0.01,0.2391304347826087,0.15384615384615385
36,200,-2027.777042338193,14.0,0.6125523012552301,0.8245614035087719,0.3438596491228064,0.882181,cuda,dueling,scale,100.0,14400,0.00035309642604261173,-0.11354830106720329,28.0,44.0,13.0,0.0075,0.15789473684210525,0.20833333333333334
37,200,-1865.1277326589138,21.0,0.5939655172413794,0.5172413793103449,0.19215686274509797,0.878381,cuda,dueling,scale,100.0,14800,0.00029276445078721733,-0.11668661585077643,21.0,22.0,7.0,0.0025,0.5862068965517241,0.3076923076923077
38,200,-1896.1590361933308,45.0,0.5898922949461475,0.47368421052631576,0.47703180212014124,0.874581,cuda,dueling,scale,100.0,15200,0.00038591763281146994,-0.12420041950419546,42.0,47.0,11.0,0.0025,0.5076923076923077,0.6
39,200,-1811.9896674634447,16.0,0.5855614973262032,0.6666666666666666,0.3047619047619044,0.870781,cuda,dueling,scale,100.0,15600,0.0003501143588073319,-0.12316553527489305,22.0,24.0,10.0,0.01,0.3548387096774194,0.2777777777777778
40,200,-2094.458636947698,28.0,0.6252945797329144,0.6078431372549019,0.40833333333333316,0.866981,cuda,dueling,scale,100.0,16000,0.0003566700291412417,-0.1271092663705349,48.0,37.0,16.0,0.0175,0.425531914893617,0.27586206896551724
41,200,-1968.1705386435851,22.0,0.6080066722268557,0.6530612244897959,0.3841269841269839,0.863181,cuda,dueling,scale,100.0,16400,0.00035689615666342436,-0.13334867764264347,48.0,37.0,15.0,0.0175,0.37777777777777777,0.20833333333333334
42,200,-2040.793423643678,6.0,0.625615763546798,0.8666666666666667,0.13333333333333283,0.859381,cuda,dueling,scale,100.0,16800,0.0003337290979834506,-0.1405910310149193,23.0,27.0,3.0,0.005,0.08571428571428572,0.6
43,200,-2159.2626932897506,4.0,0.6411067193675889,0.8571428571428571,0.17777777777777581,0.855581,cuda,dueling,scale,100.0,17200,0.0003180837612308096,-0.14428455952554942,23.0,22.0,8.0,0.0075,0.09523809523809523,0.2222222222222222
44,200,-1915.2779015536098,32.0,0.5983333333333334,0.40540540540540543,0.5251282051282049,0.851781,cuda,dueling,scale,100.0,17600,0.00038463549375592263,-0.14441780053079128,26.0,29.0,10.0,0.005,0.6666666666666666,0.5
45,200,-1929.836898953178,32.0,0.6016666666666667,0.5957446808510638,0.23219954648526073,0.847981,cuda,dueling,scale,100.0,18000,0.0004885455543990247,-0.15676826562732457,32.0,38.0,11.0,0.005,0.5,0.3
46,200,-2111.8069708741077,13.0,0.6229641693811075,0.8181818181818182,0.2747967479674792,0.8441810000000001,cuda,dueling,scale,100.0,18400,0.0005154537659836933,-0.1686914024874568,36.0,47.0,9.0,0.005,0.17647058823529413,0.25
47,200,-1989.966662551269,11.0,0.6161532056619484,0.6666666666666666,0.27816091954022926,0.840381,cuda,dueling,scale,100.0,18800,0.00047158420842606573,-0.16807509239763022,27.0,22.0,7.0,0.01,0.2962962962962963,0.25
48,200,-1929.3171236675475,44.0,0.5957271980279375,0.37735849056603776,0.4642685851318944,0.836581,cuda,dueling,scale,100.0,19200,0.00042640331615984906,-0.1692450814694166,38.0,43.0,13.0,0.01,0.6296296296296297,0.45454545454545453
49,200,-1899.2808846382304,45.0,0.5919208573784006,0.38,0.5895196506550217,0.832781,cuda,dueling,scale,100.0,19600,0.0004213950629491592,-0.17124456264078616,28.0,41.0,11.0,0.005,0.660377358490566,0.47619047619047616
50,200,-2038.6675053229649,21.0,0.6126644736842105,0.7142857142857143,0.40273972602739694,0.828981,cuda,dueling,scale,100.0,20000,0.00043952107953373345,-0.17889408688992262,28.0,41.0,11.0,0.01,0.29411764705882354,0.3157894736842105
51,200,-1864.3228331572477,16.0,0.588339222614841,0.7796610169491526,0.2585858585858583,0.825181,cuda,dueling,scale,100.0,20400,0.00044154802511911837,-0.1724063491076231,37.0,55.0,5.0,0.0025,0.17142857142857143,0.5714285714285714
52,200,-2065.078776675785,22.0,0.6181229773462783,0.7777777777777778,0.1480122324159021,0.821381,cuda,dueling,scale,100.0,20800,0.0004127724174031755,-0.17608524106442927,26.0,46.0,8.0,0.0075,0.25,0.46153846153846156
53,200,-1912.7096677349596,54.0,0.592051905920519,0.2807017543859649,0.5618497109826589,0.817581,cuda,dueling,scale,100.0,21200,0.0003861293443333125,-0.1778993893414736,43.0,50.0,8.0,0.0075,0.7540983606557377,0.6153846153846154
54,200,-2018.8960633474358,4.0,0.6194467728415759,0.875,0.10666666666666597,0.813781,cuda,dueling,scale,100.0,21600,0.00043542244377022145,-0.17784603603184224,20.0,28.0,5.0,0.0025,0.1111111111111111,0.125
55,200,-2024.1760853476612,10.0,0.620148637489678,0.8421052631578947,0.2564102564102557,0.8099810000000001,cuda,dueling,scale,100.0,22000,0.000383216789123253,-0.17704831264913082,23.0,26.0,13.0,0.0075,0.19047619047619047,0.08333333333333333
56,200,-1948.040253685273,22.0,0.6033613445378151,0.6190476190476191,0.32925170068027193,0.806181,cuda,dueling,scale,100.0,22400,0.00048047607182525096,-0.1824840546399355,43.0,38.0,6.0,0.0075,0.32142857142857145,0.4444444444444444
57,200,-2004.6487395602103,40.0,0.601957585644372,0.7088607594936709,0.21164021164021163,0.802381,cuda,dueling,scale,100.0,22800,0.0004334132828080328,-0.18960294246673584,36.0,64.0,17.0,0.0075,0.3522727272727273,0.2903225806451613
58,200,-1928.6531833514223,16.0,0.6012006861063465,0.7631578947368421,0.1939393939393938,0.798581,cuda,dueling,scale,100.0,23200,0.000433699925270048,-0.18464219365268947,44.0,31.0,8.0,0.0025,0.358974358974359,0.13333333333333333
59,200,-1973.832736346645,25.0,0.6117936117936118,0.36363636363636365,0.2834467120181405,0.794781,cuda,dueling,scale,100.0,23600,0.000467771726907813,-0.19096219513565302,30.0,22.0,13.0,0.0075,0.6818181818181818,0.45454545454545453
60,200,-1990.948716397604,26.0,0.6121112929623568,0.5,0.5121212121212118,0.790981,cuda,dueling,scale,100.0,24000,0.0004586807038867846,-0.1933305397257209,28.0,33.0,8.0,0.0075,0.375,0.7857142857142857
61,200,-1956.6149974880173,25.0,0.6082987551867219,0.5675675675675675,0.4480286738351252,0.787181,cuda,dueling,scale,100.0,24400,0.0005639378467458301,-0.19424687530845403,49.0,24.0,14.0,0.005,0.3,0.64
62,200,-1950.6484079361512,10.0,0.6071733561058924,0.8478260869565217,0.277777777777777,0.783381,cuda,dueling,scale,100.0,24800,0.0005287389020668343,-0.19728961993008853,47.0,39.0,9.0,0.0075,0.12727272727272726,0.23076923076923078
63,200,-1944.4596958713819,31.0,0.6041322314049586,0.5641025641025641,0.2680613668061366,0.779581,cuda,dueling,scale,100.0,25200,0.0004939815761463251,-0.20105531461536885,37.0,34.0,10.0,0.0125,0.46938775510204084,0.4
64,200,-2032.2809748304344,33.0,0.6124093473005641,0.6140350877192983,0.32850678733031663,0.775781,cuda,dueling,scale,100.0,25600,0.0005008617439307273,-0.20384230345487594,36.0,47.0,10.0,0.0,0.4411764705882353,0.15789473684210525
65,200,-2044.3849604614813,4.0,0.6149279050042409,0.9516129032258065,0.13333333333333222,0.771981,cuda,dueling,scale,100.0,26000,0.0004550320205453318,-0.1998771806806326,38.0,57.0,5.0,0.0025,0.0625,0.0
66,200,-1894.3590934551396,41.0,0.5918536990856192,0.40476190476190477,0.17374677002583977,0.768181,cuda,dueling,scale,100.0,26400,0.0006111843296093866,-0.21796352300792932,22.0,36.0,8.0,0.005,0.723404255319149,0.5
67,200,-2031.0551436756627,19.0,0.6177669111654441,0.7045454545454546,0.3820105820105816,0.764381,cuda,dueling,scale,100.0,26800,0.0005433707530028187,-0.21134133577346803,30.0,33.0,13.0,0.01,0.3023255813953488,0.23076923076923078
68,200,-2050.477842729466,5.0,0.6300813008130082,0.375,0.09803921568627413,0.760581,cuda,dueling,scale,100.0,27200,0.0005021969477820676,-0.2184293869882822,12.0,7.0,1.0,0.0,0.5,1.0
69,200,-1875.473913993173,25.0,0.5926243567753001,0.5238095238095238,0.22045855379188706,0.7567809999999999,cuda,dueling,scale,100.0,27600,0.0004908005821926053,-0.22416354179382325,43.0,37.0,8.0,0.0125,0.5,0.42857142857142855
70,200,-1970.1647569260372,3.0,0.6199664429530202,0.8888888888888888,0.11999999999999841,0.752981,cuda,dueling,scale,100.0,28000,0.0004994683210679796,-0.22180292665958404,24.0,17.0,4.0,0.0075,0.16666666666666666,0.0
71,200,-2050.9986785711258,3.0,0.6316218418907905,0.9142857142857143,0.11999999999999841,0.7491810000000001,cuda,dueling,scale,100.0,28400,0.0005796711616858374,-0.22563640132546425,20.0,29.0,6.0,0.005,0.06382978723404255,0.0
72,200,-1965.063319512722,36.0,0.6045565500406835,0.45454545454545453,0.35409836065573763,0.7453810000000001,cuda,dueling,scale,100.0,28800,0.0005101936777646188,-0.22450967874377967,35.0,36.0,11.0,0.0125,0.5652173913043478,0.5
73,200,-1983.2283782016702,34.0,0.6045751633986928,0.6538461538461539,0.11104707012487991,0.741581,cuda,dueling,scale,100.0,29200,0.0005514338736247737,-0.22978076517581938,21.0,50.0,5.0,0.01,0.325,0.8
74,200,-1864.8039441238313,24.0,0.5950128976784179,0.45161290322580644,0.5333333333333329,0.737781,cuda,dueling,scale,100.0,29600,0.0005027628599782474,-0.22674128346145153,36.0,23.0,9.0,0.0075,0.5172413793103449,0.5625
75,200,-1928.112810421994,33.0,0.6011560693641619,0.25806451612903225,0.15093555093555092,0.733981,cuda,dueling,scale,100.0,30000,0.0004915773378888844,-0.2291640665382147,17.0,27.0,7.0,0.01,0.84375,0.42857142857142855
76,200,-1874.116666279167,44.0,0.5879899916597164,0.20833333333333334,0.14372680029695617,0.730181,cuda,dueling,scale,100.0,30400,0.0005902642250293866,-0.22671776480972766,29.0,42.0,6.0,0.0025,0.7,0.8181818181818182
77,200,-1892.4278856167882,34.0,0.594979079497908,0.40476190476190477,0.4480620155038758,0.7263809999999999,cuda,dueling,scale,100.0,30800,0.0005288191868748982,-0.23181565288454295,27.0,40.0,6.0,0.01,0.48214285714285715,0.7777777777777778
78,200,-1836.5919232111694,38.0,0.5841161400512382,0.5161290322580645,0.19972337482710925,0.722581,cuda,dueling,scale,100.0,31200,0.0004910288553219289,-0.2290708541125059,35.0,53.0,12.0,0.0125,0.4262295081967213,0.5217391304347826
79,200,-2008.505551425301,12.0,0.6175496688741722,0.7368421052631579,0.252631578947368,0.718781,cuda,dueling,scale,100.0,31600,0.0004983955656643956,-0.2273278696089983,36.0,33.0,8.0,0.0075,0.2619047619047619,0.07692307692307693
80,200,-1931.3104299696345,17.0,0.607563025210084,0.5666666666666667,0.15922865013774096,0.714981,cuda,dueling,scale,100.0,32000,0.0005515401426237077,-0.23124701090157032,28.0,27.0,3.0,0.005,0.3870967741935484,1.0
81,200,-1816.1184213614515,40.0,0.5783132530120482,0.3191489361702128,0.293040293040293,0.7111810000000001,cuda,dueling,scale,100.0,32400,0.000550789248518413,-0.22392390009015797,33.0,40.0,8.0,0.0075,0.6808510638297872,0.6666666666666666
82,200,-2050.569188383542,3.0,0.6283839212469237,0.85,0.19999999999999554,0.707381,cuda,dueling,scale,100.0,32800,0.0005865006161911879,-0.22273266609758138,19.0,21.0,2.0,0.0075,0.10526315789473684,0.3333333333333333
83,200,-1938.1544866185072,18.0,0.5998286203941731,0.7833333333333333,0.26341463414634125,0.703581,cuda,dueling,scale,100.0,33200,0.00053673690155847,-0.22036384899169206,29.0,44.0,16.0,0.0,0.19230769230769232,0.2857142857142857
84,200,-2048.2198000715966,12.0,0.6200657894736842,0.851063829787234,0.20869565217391273,0.699781,cuda,dueling,scale,100.0,33600,0.0005357135052327066,-0.228664062730968,25.0,39.0,11.0,0.0075,0.05128205128205128,0.45454545454545453
85,200,-1949.9871247179226,8.0,0.611864406779661,0.8333333333333334,0.10666666666666648,0.695981,cuda,dueling,scale,100.0,34000,0.000569174752017716,-0.2290192224085331,31.0,33.0,13.0,0.0175,0.05263157894736842,0.2727272727272727
86,200,-2006.1002616492535,26.0,0.6114285714285714,0.5609756097560976,0.21877022653721676,0.692181,cuda,dueling,scale,100.0,34400,0.0006725737699889578,-0.24030687265098094,23.0,29.0,14.0,0.0075,0.3783783783783784,0.5217391304347826
87,200,-2080.1445486142215,21.0,0.626782884310618,0.4838709677419355,0.2697247706422017,0.688381,cuda,dueling,scale,100.0,34800,0.0006051582735381089,-0.23964800782501697,22.0,26.0,5.0,0.0025,0.4838709677419355,0.6
88,200,-2090.3098378062664,4.0,0.6281736281736282,0.9069767441860465,0.13333333333333222,0.6845810000000001,cuda,dueling,scale,100.0,35200,0.0006152171026042197,-0.23983805261552335,23.0,37.0,8.0,0.0125,0.11428571428571428,0.0
89,200,-1860.8345148451074,15.0,0.5974025974025974,0.23529411764705882,0.25423728813559293,0.6807810000000001,cuda,dueling,scale,100.0,35600,0.0005424411472631618,-0.23925363060086965,21.0,11.0,6.0,0.0125,0.7272727272727273,0.875
90,200,-2019.0969724071442,13.0,0.6198686371100164,0.2857142857142857,0.10730158730158725,0.676981,cuda,dueling,scale,100.0,36000,0.000598155486077303,-0.24103740833699702,9.0,10.0,4.0,0.0025,0.6,1.0
91,200,-1890.7456622122124,24.0,0.5917312661498708,0.675,0.19393939393939388,0.673181,cuda,dueling,scale,100.0,36400,0.000674479458539281,-0.22801188681274653,71.0,28.0,13.0,0.015,0.3,0.46153846153846156
92,200,-2015.6545852256345,22.0,0.6131147540983607,0.7291666666666666,0.22723004694835672,0.669381,cuda,dueling,scale,100.0,36800,0.0006116713746450841,-0.22458784591406583,52.0,44.0,5.0,0.0025,0.3728813559322034,0.0
93,200,-1917.9266817356213,20.0,0.6020321761219306,0.5161290322580645,0.2614379084967319,0.665581,cuda,dueling,scale,100.0,37200,0.0005927977969986387,-0.22733628034591674,14.0,26.0,8.0,0.01,0.5,0.6666666666666666
94,200,-1873.8610652124662,58.0,0.5849056603773585,0.25,0.4019115890083631,0.661781,cuda,dueling,scale,100.0,37600,0.0006322816171450541,-0.2375121021270752,27.0,38.0,15.0,0.005,0.8627450980392157,0.5
95,200,-1903.998737593916,31.0,0.5978260869565217,0.38636363636363635,0.3463063063063062,0.6579809999999999,cuda,dueling,scale,100.0,38000,0.0006377549516037107,-0.2326296089962125,28.0,42.0,3.0,0.005,0.6041666666666666,0.4
96,200,-1771.9107353468955,23.0,0.5769230769230769,0.4074074074074074,0.4053639846743292,0.654181,cuda,dueling,scale,100.0,38400,0.000676818063511746,-0.22567591413855553,32.0,22.0,6.0,0.0025,0.7037037037037037,0.4
97,200,-1872.7809756306542,40.0,0.5889830508474576,0.4339622641509434,0.38929440389294395,0.650381,cuda,dueling,scale,100.0,38800,0.0006162027581012808,-0.22942624501883985,26.0,48.0,8.0,0.015,0.5087719298245614,0.7333333333333333
98,200,-1866.4084952774028,27.0,0.590557939914163,0.5142857142857142,0.32617449664429515,0.6465810000000001,cuda,dueling,scale,100.0,39200,0.0006198624066018965,-0.22640035971999167,41.0,28.0,8.0,0.0025,0.4722222222222222,0.8333333333333334
99,200,-1882.069766892512,17.0,0.5984522785898538,0.44,0.3380116959064323,0.642781,cuda,dueling,scale,100.0,39600,0.0005902049636642915,-0.22589184604585172,40.0,22.0,4.0,0.005,0.6,0.3333333333333333
100,200,-1952.1856507622588,12.0,0.6107834877843302,0.47058823529411764,0.137142857142857,0.638981,cuda,dueling,scale,100.0,40000,0.0005380431908997707,-0.2292805078625679,35.0,11.0,6.0,0.005,0.6,0.375
101,200,-1864.8659840633954,46.0,0.5814345991561182,0.5535714285714286,0.1442399454669393,0.635181,cuda,dueling,scale,100.0,40400,0.000654056429193588,-0.22510575026273727,23.0,51.0,8.0,0.0125,0.5945945945945946,0.14285714285714285
102,200,-2060.0991317667117,18.0,0.6231884057971014,0.5789473684210527,0.26341463414634125,0.631381,cuda,dueling,scale,100.0,40800,0.0006464503491588402,-0.2279634899646044,24.0,29.0,9.0,0.0025,0.40625,0.3333333333333333
103,200,-2039.9254051001103,21.0,0.6186234817813765,0.7407407407407407,0.27999999999999986,0.627581,cuda,dueling,scale,100.0,41200,0.0006152324029244482,-0.22540139921009542,46.0,47.0,7.0,0.0,0.17567567567567569,0.6666666666666666
104,200,-1898.5096886009192,31.0,0.5978260869565217,0.47368421052631576,0.19592252803261975,0.623781,cuda,dueling,scale,100.0,41600,0.000573372544022277,-0.2306123449653387,56.0,29.0,9.0,0.0075,0.6216216216216216,0.6666666666666666
105,200,-1852.2760494369518,49.0,0.5817267393126572,0.39215686274509803,0.29262644728823883,0.619981,cuda,dueling,scale,100.0,42000,0.000644304906745674,-0.22772670552134514,64.0,37.0,15.0,0.0075,0.7142857142857143,0.375
106,200,-1976.129782327576,18.0,0.6132231404958678,0.4782608695652174,0.30857142857142833,0.6161810000000001,cuda,dueling,scale,100.0,42400,0.0007135708292480558,-0.23763630650937556,30.0,15.0,9.0,0.0025,0.5714285714285714,0.5454545454545454
107,200,-1887.6552436316213,25.0,0.5954003407155025,0.6590909090909091,0.3387533875338752,0.6123810000000001,cuda,dueling,scale,100.0,42800,0.0006896250130375847,-0.24081719018518924,24.0,40.0,7.0,0.0125,0.36363636363636365,0.45454545454545453
108,200,-1843.379866874088,18.0,0.5876651982378854,0.6976744186046512,0.2699999999999998,0.608581,cuda,dueling,scale,100.0,43200,0.0006612013973062858,-0.23807500127702952,30.0,40.0,8.0,0.0125,0.1746031746031746,0.6363636363636364
109,200,-2151.3057051019296,8.0,0.6416275430359938,0.7619047619047619,0.23703703703703613,0.604781,cuda,dueling,scale,100.0,43600,0.0006329354000627063,-0.23673024628311395,23.0,16.0,5.0,0.0025,0.3333333333333333,0.2222222222222222
110,200,-1958.9479347959905,22.0,0.6088039867109635,0.46153846153846156,0.20421940928270035,0.600981,cuda,dueling,scale,100.0,44000,0.000636495776270749,-0.2402585097402334,35.0,15.0,11.0,0.005,0.45,0.6190476190476191
111,200,-2059.6509996210307,21.0,0.6225961538461539,0.47058823529411764,0.16994219653179185,0.597181,cuda,dueling,scale,100.0,44400,0.000681498441263102,-0.24689228922128678,30.0,28.0,6.0,0.0,0.6363636363636364,0.0
112,200,-2054.235888385239,11.0,0.6218211648892535,0.7777777777777778,0.2602150537634403,0.5933809999999999,cuda,dueling,scale,100.0,44800,0.0007139142854430247,-0.25009945504367354,64.0,34.0,8.0,0.025,0.2777777777777778,0.14285714285714285
113,200,-2038.172932664669,16.0,0.6212244897959184,0.6578947368421053,0.37101449275362264,0.589581,cuda,dueling,scale,100.0,45200,0.0007014805829385296,-0.24565325740724803,35.0,34.0,4.0,0.005,0.2708333333333333,0.42857142857142855
114,200,-1892.9126959832206,18.0,0.6003415883859948,0.5517241379310345,0.25714285714285695,0.585781,cuda,dueling,scale,100.0,45600,0.0006544118201418314,-0.24581940192729235,40.0,23.0,6.0,0.0,0.40625,0.45454545454545453
115,200,-2178.8356196966233,0.0,0.6344435418359058,1.0,1.0,0.5819810000000001,cuda,dueling,scale,100.0,46000,0.0006573213782394304,-0.2560145007073879,37.0,14.0,2.0,0.0075,0.0,0.0
