config_name,final_throughput_per_frame,final_reward,final_drop,final_jam,final_fairness,final_energy_efficiency,final_backscatter_success,final_active_success,final_fallback_rate,best_eval_throughput_per_frame,last50_loss_mean,num_successful_runs
qmix_sc4_base,0.9604444444444445,-1470.8167295830087,0.4743934304396065,0.20556511268293656,0.5259587930712509,5.665548117383113,0.7935421137966312,0.7832799603822255,0.026194444444444433,0.9993333333333334,17.60120044708252,3
qmix_sc4_updates4,0.8847222222222223,-1587.2805535017833,0.49030109398013844,0.3906665449944688,0.4486243414084239,4.427445384656901,0.6030230028054907,0.5680573993860207,0.021305555555555505,0.977,60.16322297414144,3
